id,correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial
012EROP,right,images/base/12_b.png,images/combined/12_b_x_90_y_0_z_270.png,left,0,2.3567,MR,hard,4
012EROP,left,images/base/13_b.png,images/combined/13_a_x_90_y_0_z_270.png,left,1,3.948,MR,hard,5
012EROP,left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_90.png,right,0,8.3336,MR,hard,6
012EROP,left,images/base/10_b.png,images/combined/10_a_x_90_y_0_z_270.png,right,0,1.7867,MR,hard,7
012EROP,right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_90.png,left,0,1.92,MR,hard,8
012EROP,left,images/base/14_b.png,images/combined/14_a_x_90_y_0_z_90.png,right,0,2.467,MR,hard,9
012EROP,right,images/base/5_a.png,images/combined/5_a_x_270_y_0_z_270.png,left,0,2.2726,MR,hard,10
012EROP,right,images/base/11_b.png,images/combined/11_b_x_270_y_0_z_90.png,left,0,1.2823,MR,hard,11
012EROP,left,images/base/3_b.png,images/combined/3_a_x_270_y_0_z_270.png,left,1,1.4463,MR,hard,12
012EROP,right,images/base/2_b.png,images/combined/2_b_x_270_y_0_z_270.png,left,0,1.1346,MR,hard,13
012EROP,right,images/base/9_b.png,images/combined/9_b_x_270_y_0_z_270.png,right,1,1.0234,MR,hard,14
012EROP,right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_90.png,right,1,0.8533,MR,hard,15
012EROP,right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_270.png,right,1,0.8501,MR,hard,16
013ERVB,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,left,1,15.632,MR,easy,1
013ERVB,right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_315.png,right,1,4.328,MR,easy,2
013ERVB,left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_45.png,right,0,18.308,MR,easy,3
013ERVB,left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_315.png,left,1,7.45,MR,easy,4
013ERVB,right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_45.png,left,0,13.366,MR,easy,5
013ERVB,left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_45.png,left,1,3.942,MR,easy,6
013ERVB,left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_45.png,left,1,4.041,MR,easy,7
013ERVB,left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_45.png,right,0,33.39,MR,easy,8
013ERVB,right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_315.png,right,1,11.608,MR,easy,9
013ERVB,left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_45.png,left,1,7.786,MR,easy,10
013ERVB,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,right,1,2.001,MR,easy,11
013ERVB,right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_45.png,right,1,1.993,MR,easy,12
013ERVB,right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_315.png,right,1,2.602,MR,easy,13
013ERVB,left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,5.766,MR,easy,14
013ERVB,right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_315.png,right,1,3.365,MR,easy,15
013ERVB,left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_315.png,left,1,3.851,MR,easy,16
013ERVB,right,images/base/8_a.png,images/combined/8_a_x_45_y_0_z_270.png,right,1,12.795,MR,medium,1
013ERVB,left,images/base/12_a.png,images/combined/12_b_x_315_y_0_z_90.png,left,1,13.833,MR,medium,2
013ERVB,left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_90.png,right,0,13.19,MR,medium,3
013ERVB,left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_90.png,left,1,9.385,MR,medium,4
013ERVB,right,images/base/16_a.png,images/combined/16_a_x_315_y_0_z_270.png,left,0,9.009,MR,medium,5
013ERVB,right,images/base/15_b.png,images/combined/15_b_x_315_y_0_z_270.png,right,1,30.269,MR,medium,6
013ERVB,right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_90.png,right,1,9.308,MR,medium,7
013ERVB,left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,left,1,8.1,MR,medium,8
013ERVB,left,images/base/4_b.png,images/combined/4_a_x_45_y_0_z_270.png,left,1,5.476,MR,medium,9
013ERVB,right,images/base/14_b.png,images/combined/14_b_x_315_y_0_z_270.png,right,1,19.549,MR,medium,10
013ERVB,left,images/base/13_a.png,images/combined/13_b_x_45_y_0_z_90.png,left,1,10.17,MR,medium,11
013ERVB,right,images/base/5_a.png,images/combined/5_a_x_315_y_0_z_270.png,right,1,6.5,MR,medium,12
013ERVB,left,images/base/9_b.png,images/combined/9_a_x_315_y_0_z_90.png,left,1,24.226,MR,medium,13
013ERVB,left,images/base/1_b.png,images/combined/1_a_x_315_y_0_z_90.png,left,1,11.893,MR,medium,14
013ERVB,right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_90.png,right,1,27.268,MR,medium,15
013ERVB,left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_270.png,left,1,10.043,MR,medium,16
013ERVB,right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_90.png,left,0,10.794,MR,hard,1
013ERVB,right,images/base/5_b.png,images/combined/5_b_x_90_y_0_z_270.png,right,1,5.553,MR,hard,2
013ERVB,right,images/base/9_a.png,images/combined/9_a_x_270_y_0_z_90.png,right,1,2.366,MR,hard,3
013ERVB,left,images/base/16_b.png,images/combined/16_a_x_270_y_0_z_270.png,left,1,9.998,MR,hard,4
013ERVB,left,images/base/12_a.png,images/combined/12_b_x_90_y_0_z_90.png,left,1,9.194,MR,hard,5
013ERVB,right,images/base/4_b.png,images/combined/4_b_x_270_y_0_z_90.png,right,1,8.656,MR,hard,6
013ERVB,right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_90.png,left,0,21.659,MR,hard,7
013ERVB,left,images/base/8_b.png,images/combined/8_a_x_90_y_0_z_270.png,left,1,10.491,MR,hard,8
013ERVB,left,images/base/10_b.png,images/combined/10_a_x_270_y_0_z_90.png,left,1,3.943,MR,hard,9
013ERVB,left,images/base/11_a.png,images/combined/11_b_x_90_y_0_z_90.png,left,1,15.201,MR,hard,10
013ERVB,left,images/base/3_a.png,images/combined/3_b_x_270_y_0_z_90.png,left,1,10.224,MR,hard,11
013ERVB,left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_90.png,left,1,8.949,MR,hard,12
013ERVB,left,images/base/2_b.png,images/combined/2_a_x_270_y_0_z_90.png,left,1,10.458,MR,hard,13
013ERVB,right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_270.png,right,1,7.787,MR,hard,14
013ERVB,left,images/base/14_b.png,images/combined/14_a_x_270_y_0_z_270.png,left,1,4.217,MR,hard,15
013ERVB,right,images/base/6_a.png,images/combined/6_a_x_90_y_0_z_90.png,left,0,19.108,MR,hard,16
014ERAI,left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_45.png,left,1,8.0046,MR,easy,1
014ERAI,right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,4.9076,MR,easy,2
014ERAI,right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_315.png,right,1,6.4194,MR,easy,3
014ERAI,left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_315.png,left,1,4.2676,MR,easy,4
014ERAI,left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,right,0,6.107,MR,easy,5
014ERAI,right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_45.png,right,1,5.6014,MR,easy,6
014ERAI,right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,4.0163,MR,easy,7
014ERAI,right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,2.4667,MR,easy,8
014ERAI,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,3.1418,MR,easy,9
014ERAI,left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_315.png,left,1,7.0014,MR,easy,10
014ERAI,left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,left,1,8.9445,MR,easy,11
014ERAI,right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_315.png,right,1,5.4698,MR,easy,12
014ERAI,left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_315.png,left,1,7.7153,MR,easy,13
014ERAI,left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,6.8523,MR,easy,14
014ERAI,right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,4.0004,MR,easy,15
014ERAI,left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_45.png,right,0,4.8736,MR,easy,16
014ERAI,right,images/base/15_b.png,images/combined/15_b_x_315_y_0_z_270.png,right,1,3.3759,MR,medium,1
014ERAI,left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_90.png,right,0,5.1016,MR,medium,2
014ERAI,left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_270.png,right,0,3.506,MR,medium,3
014ERAI,left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_270.png,left,1,4.9233,MR,medium,4
014ERAI,right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_270.png,right,1,4.1935,MR,medium,5
014ERAI,right,images/base/2_a.png,images/combined/2_a_x_45_y_0_z_270.png,right,1,3.8834,MR,medium,6
014ERAI,right,images/base/5_b.png,images/combined/5_b_x_315_y_0_z_270.png,right,1,5.4741,MR,medium,7
014ERAI,left,images/base/8_a.png,images/combined/8_b_x_45_y_0_z_270.png,left,1,10.2826,MR,medium,8
014ERAI,left,images/base/13_a.png,images/combined/13_b_x_45_y_0_z_270.png,left,1,6.6495,MR,medium,9
014ERAI,left,images/base/4_b.png,images/combined/4_a_x_45_y_0_z_90.png,left,1,5.9178,MR,medium,10
014ERAI,left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,right,0,6.2505,MR,medium,11
014ERAI,left,images/base/12_b.png,images/combined/12_a_x_45_y_0_z_270.png,right,0,3.272,MR,medium,12
014ERAI,left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,left,1,2.8167,MR,medium,13
014ERAI,right,images/base/9_b.png,images/combined/9_b_x_45_y_0_z_270.png,right,1,4.151,MR,medium,14
014ERAI,left,images/base/10_b.png,images/combined/10_a_x_45_y_0_z_90.png,right,0,6.3831,MR,medium,15
014ERAI,left,images/base/14_b.png,images/combined/14_a_x_45_y_0_z_90.png,left,1,3.5231,MR,medium,16
014ERAI,left,images/base/14_a.png,images/combined/14_b_x_270_y_0_z_270.png,left,1,6.0562,MR,hard,1
014ERAI,right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_270.png,left,0,8.7248,MR,hard,2
014ERAI,right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_270.png,right,1,8.8434,MR,hard,3
014ERAI,left,images/base/5_b.png,images/combined/5_a_x_90_y_0_z_90.png,left,1,8.6177,MR,hard,4
014ERAI,right,images/base/1_a.png,images/combined/1_a_x_270_y_0_z_90.png,left,0,5.5912,MR,hard,5
014ERAI,left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_270.png,left,1,3.7877,MR,hard,6
014ERAI,right,images/base/7_a.png,images/combined/7_a_x_270_y_0_z_90.png,left,0,5.2507,MR,hard,7
014ERAI,right,images/base/11_b.png,images/combined/11_b_x_270_y_0_z_90.png,right,1,6.3834,MR,hard,8
014ERAI,left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_270.png,right,0,7.5182,MR,hard,9
014ERAI,right,images/base/2_b.png,images/combined/2_b_x_90_y_0_z_90.png,left,0,5.8507,MR,hard,10
014ERAI,left,images/base/10_a.png,images/combined/10_b_x_270_y_0_z_270.png,left,1,6.2164,MR,hard,11
014ERAI,left,images/base/9_a.png,images/combined/9_b_x_270_y_0_z_90.png,right,0,5.0175,MR,hard,12
014ERAI,left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_270.png,right,0,12.4519,MR,hard,13
014ERAI,right,images/base/8_b.png,images/combined/8_b_x_90_y_0_z_90.png,left,0,6.3571,MR,hard,14
014ERAI,left,images/base/13_b.png,images/combined/13_a_x_90_y_0_z_90.png,left,1,4.8001,MR,hard,15
014ERAI,right,images/base/6_a.png,images/combined/6_a_x_270_y_0_z_90.png,left,0,3.9896,MR,hard,16
016ERSA,right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_315.png,right,1,2.9524,MR,easy,1
016ERSA,right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_315.png,right,1,3.8346,MR,easy,2
016ERSA,right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_45.png,right,1,3.6981,MR,easy,3
016ERSA,right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_315.png,right,1,3.7466,MR,easy,4
016ERSA,right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_45.png,right,1,5.6425,MR,easy,5
016ERSA,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,right,1,6.8977,MR,easy,6
016ERSA,left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_315.png,right,0,5.2645,MR,easy,7
016ERSA,right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_45.png,right,1,8.5133,MR,easy,8
016ERSA,right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_315.png,right,1,9.7024,MR,easy,9
016ERSA,right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_45.png,right,1,5.7336,MR,easy,10
016ERSA,right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_45.png,right,1,3.5047,MR,easy,11
016ERSA,right,images/base/13_b.png,images/combined/13_b_x_0_y_0_z_45.png,right,1,3.3263,MR,easy,12
016ERSA,left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_45.png,left,1,9.7742,MR,easy,13
016ERSA,left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,left,1,7.5755,MR,easy,14
016ERSA,left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_315.png,right,0,6.3665,MR,easy,15
016ERSA,left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_45.png,left,1,6.0248,MR,easy,16
016ERSA,left,images/base/14_a.png,images/combined/14_b_x_45_y_0_z_90.png,left,1,6.5801,MR,medium,1
016ERSA,right,images/base/5_a.png,images/combined/5_a_x_45_y_0_z_90.png,right,1,6.0718,MR,medium,2
016ERSA,right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_90.png,right,1,8.6512,MR,medium,3
016ERSA,left,images/base/13_b.png,images/combined/13_a_x_315_y_0_z_270.png,left,1,5.8111,MR,medium,4
016ERSA,left,images/base/2_b.png,images/combined/2_a_x_45_y_0_z_90.png,left,1,10.8252,MR,medium,5
016ERSA,left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_90.png,left,1,9.1014,MR,medium,6
016ERSA,right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_270.png,right,1,8.7677,MR,medium,7
016ERSA,right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_90.png,right,1,7.8829,MR,medium,8
016ERSA,left,images/base/10_a.png,images/combined/10_b_x_315_y_0_z_90.png,left,1,39.531,MR,medium,9
016ERSA,left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_270.png,left,1,9.3886,MR,medium,10
016ERSA,right,images/base/12_b.png,images/combined/12_b_x_315_y_0_z_270.png,right,1,8.4141,MR,medium,11
016ERSA,left,images/base/1_a.png,images/combined/1_b_x_45_y_0_z_270.png,left,1,22.7356,MR,medium,12
016ERSA,right,images/base/9_b.png,images/combined/9_b_x_45_y_0_z_90.png,right,1,10.1384,MR,medium,13
016ERSA,right,images/base/15_a.png,images/combined/15_a_x_315_y_0_z_90.png,left,0,11.3317,MR,medium,14
016ERSA,right,images/base/7_b.png,images/combined/7_b_x_45_y_0_z_90.png,left,0,13.31,MR,medium,15
016ERSA,right,images/base/16_a.png,images/combined/16_a_x_315_y_0_z_90.png,left,0,3.4603,MR,medium,16
016ERSA,left,images/base/11_a.png,images/combined/11_b_x_270_y_0_z_90.png,left,1,10.1423,MR,hard,1
016ERSA,right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_270.png,left,0,13.3493,MR,hard,2
016ERSA,left,images/base/8_a.png,images/combined/8_b_x_270_y_0_z_90.png,left,1,27.0341,MR,hard,3
016ERSA,right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_90.png,right,1,5.4186,MR,hard,4
016ERSA,left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_90.png,left,1,22.518,MR,hard,5
016ERSA,right,images/base/1_b.png,images/combined/1_b_x_270_y_0_z_270.png,left,0,10.5658,MR,hard,6
016ERSA,right,images/base/3_a.png,images/combined/3_a_x_90_y_0_z_90.png,left,0,17.6033,MR,hard,7
016ERSA,left,images/base/5_b.png,images/combined/5_a_x_270_y_0_z_90.png,left,1,11.401,MR,hard,8
016ERSA,left,images/base/2_a.png,images/combined/2_b_x_90_y_0_z_90.png,left,1,28.5169,MR,hard,9
016ERSA,right,images/base/9_b.png,images/combined/9_b_x_270_y_0_z_270.png,right,1,33.8497,MR,hard,10
016ERSA,left,images/base/10_a.png,images/combined/10_b_x_90_y_0_z_90.png,left,1,14.8672,MR,hard,11
016ERSA,right,images/base/4_a.png,images/combined/4_a_x_270_y_0_z_90.png,right,1,9.6503,MR,hard,12
016ERSA,right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_270.png,right,1,29.357,MR,hard,13
016ERSA,right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_90.png,right,1,7.792,MR,hard,14
016ERSA,right,images/base/14_b.png,images/combined/14_b_x_90_y_0_z_90.png,right,1,31.2194,MR,hard,15
016ERSA,right,images/base/13_a.png,images/combined/13_a_x_270_y_0_z_90.png,right,1,5.7001,MR,hard,16
019ERSM,right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_315.png,right,1,9.3485,MR,easy,1
019ERSM,left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_45.png,left,1,2.63,MR,easy,2
019ERSM,left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_45.png,left,1,2.1065,MR,easy,3
019ERSM,left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_315.png,left,1,2.37,MR,easy,4
019ERSM,left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_315.png,left,1,2.0731,MR,easy,5
019ERSM,right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,3.4414,MR,easy,6
019ERSM,left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_315.png,left,1,3.0447,MR,easy,7
019ERSM,right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_315.png,right,1,1.7624,MR,easy,8
019ERSM,right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_315.png,left,0,1.8521,MR,easy,9
019ERSM,right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_315.png,right,1,3.2844,MR,easy,10
019ERSM,left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_315.png,left,1,3.0649,MR,easy,11
019ERSM,left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_45.png,left,1,4.9963,MR,easy,12
019ERSM,right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,3.1363,MR,easy,13
019ERSM,left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_315.png,left,1,2.2361,MR,easy,14
019ERSM,left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_45.png,right,0,5.1679,MR,easy,15
019ERSM,right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_315.png,right,1,5.3715,MR,easy,16
019ERSM,left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,6.0715,MR,medium,1
019ERSM,left,images/base/14_b.png,images/combined/14_a_x_45_y_0_z_90.png,left,1,2.8474,MR,medium,2
019ERSM,right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_270.png,right,1,4.1766,MR,medium,3
019ERSM,left,images/base/9_b.png,images/combined/9_a_x_315_y_0_z_90.png,left,1,8.9762,MR,medium,4
019ERSM,left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_90.png,left,1,5.0663,MR,medium,5
019ERSM,right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,2.3966,MR,medium,6
019ERSM,left,images/base/5_a.png,images/combined/5_b_x_45_y_0_z_90.png,left,1,5.9075,MR,medium,7
019ERSM,left,images/base/12_a.png,images/combined/12_b_x_315_y_0_z_270.png,left,1,5.1836,MR,medium,8
019ERSM,right,images/base/1_a.png,images/combined/1_a_x_45_y_0_z_270.png,right,1,6.0228,MR,medium,9
019ERSM,right,images/base/15_a.png,images/combined/15_a_x_45_y_0_z_270.png,right,1,7.799,MR,medium,10
019ERSM,left,images/base/16_b.png,images/combined/16_a_x_45_y_0_z_90.png,left,1,8.8716,MR,medium,11
019ERSM,left,images/base/13_a.png,images/combined/13_b_x_315_y_0_z_270.png,left,1,3.0292,MR,medium,12
019ERSM,left,images/base/10_b.png,images/combined/10_a_x_45_y_0_z_90.png,left,1,2.3845,MR,medium,13
019ERSM,left,images/base/2_b.png,images/combined/2_a_x_315_y_0_z_270.png,left,1,4.3357,MR,medium,14
019ERSM,right,images/base/8_a.png,images/combined/8_a_x_315_y_0_z_270.png,right,1,4.2232,MR,medium,15
019ERSM,right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_90.png,right,1,3.0384,MR,medium,16
019ERSM,right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_270.png,right,1,5.0966,MR,hard,1
019ERSM,left,images/base/2_b.png,images/combined/2_a_x_90_y_0_z_270.png,left,1,5.8611,MR,hard,2
019ERSM,right,images/base/4_a.png,images/combined/4_a_x_270_y_0_z_270.png,right,1,8.6339,MR,hard,3
019ERSM,left,images/base/7_a.png,images/combined/7_b_x_90_y_0_z_270.png,left,1,4.129,MR,hard,4
019ERSM,left,images/base/14_a.png,images/combined/14_b_x_270_y_0_z_270.png,left,1,5.6001,MR,hard,5
019ERSM,left,images/base/15_b.png,images/combined/15_a_x_90_y_0_z_90.png,left,1,10.6179,MR,hard,6
019ERSM,left,images/base/3_a.png,images/combined/3_b_x_90_y_0_z_270.png,left,1,6.6956,MR,hard,7
019ERSM,left,images/base/8_b.png,images/combined/8_a_x_90_y_0_z_270.png,left,1,13.7211,MR,hard,8
019ERSM,left,images/base/10_a.png,images/combined/10_b_x_270_y_0_z_270.png,left,1,9.6025,MR,hard,9
019ERSM,left,images/base/13_a.png,images/combined/13_b_x_270_y_0_z_270.png,left,1,10.1159,MR,hard,10
019ERSM,right,images/base/9_a.png,images/combined/9_a_x_270_y_0_z_90.png,right,1,8.3069,MR,hard,11
019ERSM,right,images/base/1_a.png,images/combined/1_a_x_270_y_0_z_270.png,right,1,2.9132,MR,hard,12
019ERSM,right,images/base/11_b.png,images/combined/11_b_x_90_y_0_z_270.png,right,1,7.4927,MR,hard,13
019ERSM,left,images/base/5_b.png,images/combined/5_a_x_90_y_0_z_270.png,left,1,13.1634,MR,hard,14
019ERSM,left,images/base/6_b.png,images/combined/6_a_x_90_y_0_z_90.png,left,1,9.6121,MR,hard,15
019ERSM,left,images/base/16_b.png,images/combined/16_a_x_270_y_0_z_270.png,left,1,28.9494,MR,hard,16
021SSAZ,right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_315.png,right,1,4.0231,MR,easy,1
021SSAZ,right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_45.png,left,0,2.7823,MR,easy,2
021SSAZ,right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_315.png,right,1,3.2501,MR,easy,3
021SSAZ,right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,4.0256,MR,easy,4
021SSAZ,right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_45.png,left,0,2.0574,MR,easy,5
021SSAZ,left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,left,1,3.2578,MR,easy,6
021SSAZ,right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,2.1793,MR,easy,7
021SSAZ,left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_315.png,left,1,2.4723,MR,easy,8
021SSAZ,left,images/base/12_b.png,images/combined/12_a_x_0_y_0_z_315.png,right,0,4.8743,MR,easy,9
021SSAZ,right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_315.png,right,1,9.7598,MR,easy,10
021SSAZ,left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_315.png,left,1,4.4401,MR,easy,11
021SSAZ,right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_45.png,right,1,2.8149,MR,easy,12
021SSAZ,left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_45.png,left,1,1.9243,MR,easy,13
021SSAZ,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,3.399,MR,easy,14
021SSAZ,right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_315.png,right,1,2.382,MR,easy,15
021SSAZ,right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_315.png,right,1,3.5189,MR,easy,16
021SSAZ,right,images/base/9_a.png,images/combined/9_a_x_315_y_0_z_270.png,left,0,4.208,MR,medium,1
021SSAZ,right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,3.6568,MR,medium,2
021SSAZ,left,images/base/14_b.png,images/combined/14_a_x_315_y_0_z_270.png,left,1,3.8644,MR,medium,3
021SSAZ,left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_90.png,left,1,2.5434,MR,medium,4
021SSAZ,left,images/base/16_b.png,images/combined/16_a_x_45_y_0_z_270.png,left,1,3.9358,MR,medium,5
021SSAZ,left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_90.png,right,0,2.3952,MR,medium,6
021SSAZ,left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_270.png,left,1,3.2459,MR,medium,7
021SSAZ,left,images/base/11_b.png,images/combined/11_a_x_45_y_0_z_270.png,right,0,1.2145,MR,medium,8
021SSAZ,left,images/base/7_a.png,images/combined/7_b_x_315_y_0_z_90.png,left,1,2.0072,MR,medium,9
021SSAZ,left,images/base/6_a.png,images/combined/6_b_x_45_y_0_z_270.png,left,1,3.5657,MR,medium,10
021SSAZ,left,images/base/10_a.png,images/combined/10_b_x_45_y_0_z_90.png,left,1,1.8645,MR,medium,11
021SSAZ,right,images/base/15_b.png,images/combined/15_b_x_45_y_0_z_270.png,left,0,1.9355,MR,medium,12
021SSAZ,left,images/base/2_b.png,images/combined/2_a_x_315_y_0_z_270.png,left,1,7.1666,MR,medium,13
021SSAZ,left,images/base/13_b.png,images/combined/13_a_x_315_y_0_z_270.png,left,1,4.1325,MR,medium,14
021SSAZ,right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_90.png,left,0,3.7458,MR,medium,15
021SSAZ,left,images/base/12_a.png,images/combined/12_b_x_45_y_0_z_270.png,right,0,3.4931,MR,medium,16
021SSAZ,left,images/base/10_b.png,images/combined/10_a_x_270_y_0_z_90.png,left,1,2.9857,MR,hard,1
021SSAZ,left,images/base/11_a.png,images/combined/11_b_x_90_y_0_z_270.png,left,1,4.9294,MR,hard,2
021SSAZ,left,images/base/15_a.png,images/combined/15_b_x_270_y_0_z_90.png,right,0,2.9345,MR,hard,3
021SSAZ,left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_270.png,left,1,4.6344,MR,hard,4
