trials,task,level,n,rt,acc,id
10,MS,easy,3,6.9991,1,JpDUHBwJT1
10,MS,medium,4,14.8152,0.8,JpDUHBwJT1
10,MS,hard,6,17.7491,0.8571428571428571,JpDUHBwJT1
11,MS,easy,3,9.3503,1,JpDUHBwJT1
11,MS,medium,5,18.6154,1,JpDUHBwJT1
11,MS,hard,4,17.2342,0.5714285714285714,JpDUHBwJT1
12,MS,easy,3,8.0489,1,JpDUHBwJT1
12,MS,medium,5,13.8987,1,JpDUHBwJT1
12,MS,hard,7,22.4657,1,JpDUHBwJT1
13,MS,easy,3,7.6321,1,JpDUHBwJT1
13,MS,medium,5,12.6645,1,JpDUHBwJT1
13,MS,hard,7,19.4314,1,JpDUHBwJT1
14,MS,easy,3,10.7655,1,JpDUHBwJT1
14,MS,medium,5,16.2987,1,JpDUHBwJT1
14,MS,hard,5,21.7328,0.7142857142857143,JpDUHBwJT1
15,MS,easy,3,9.832,1,JpDUHBwJT1
15,MS,medium,5,14.8819,1,JpDUHBwJT1
15,MS,hard,5,16.3164,0.7142857142857143,JpDUHBwJT1
16,MS,easy,3,7.699,1,JpDUHBwJT1
16,MS,medium,5,12.6658,1,JpDUHBwJT1
16,MS,hard,5,16.5843,0.7142857142857143,JpDUHBwJT1
1,MS,easy,3,6.6655,1,z8uZORh5Lg
1,MS,medium,5,10.798,1,z8uZORh5Lg
1,MS,hard,4,15.5825,0.5714285714285714,z8uZORh5Lg
2,MS,easy,3,7.5664,1,z8uZORh5Lg
2,MS,medium,5,11.1328,1,z8uZORh5Lg
2,MS,hard,2,7.4669,0.2857142857142857,z8uZORh5Lg
3,MS,easy,3,7.8995,1,z8uZORh5Lg
3,MS,medium,4,10.5989,0.8,z8uZORh5Lg
3,MS,hard,6,13.9825,0.8571428571428571,z8uZORh5Lg
4,MS,easy,2,12.2155,0.6666666666666666,z8uZORh5Lg
4,MS,medium,4,9.2168,0.8,z8uZORh5Lg
4,MS,hard,4,13.5331,0.5714285714285714,z8uZORh5Lg
5,MS,easy,3,5.6155,1,z8uZORh5Lg
5,MS,medium,4,14.3326,0.8,z8uZORh5Lg
5,MS,hard,3,8.7489,0.42857142857142855,z8uZORh5Lg
6,MS,easy,3,8.2834,1,z8uZORh5Lg
6,MS,medium,4,10.9323,0.8,z8uZORh5Lg
6,MS,hard,5,14.8651,0.7142857142857143,z8uZORh5Lg
7,MS,easy,3,8.0664,1,z8uZORh5Lg
7,MS,medium,5,8.9496,1,z8uZORh5Lg
7,MS,hard,3,11.1326,0.42857142857142855,z8uZORh5Lg
8,MS,easy,3,8.3504,1,z8uZORh5Lg
8,MS,medium,3,14.2998,0.6,z8uZORh5Lg
8,MS,hard,5,11.1147,0.7142857142857143,z8uZORh5Lg
9,MS,easy,3,7.0324,1,z8uZORh5Lg
9,MS,medium,3,6.866,0.6,z8uZORh5Lg
9,MS,hard,3,10.2665,0.42857142857142855,z8uZORh5Lg
10,MS,easy,3,11.4992,1,z8uZORh5Lg
10,MS,medium,2,3.8322,0.4,z8uZORh5Lg
10,MS,hard,4,9.8489,0.5714285714285714,z8uZORh5Lg
11,MS,easy,3,7.5494,1,z8uZORh5Lg
11,MS,medium,3,8.1827,0.6,z8uZORh5Lg
11,MS,hard,5,11.7834,0.7142857142857143,z8uZORh5Lg
12,MS,easy,3,8.7993,1,z8uZORh5Lg
12,MS,medium,5,15.3156,1,z8uZORh5Lg
12,MS,hard,7,16.5559,1,z8uZORh5Lg
13,MS,easy,3,6.9323,1,z8uZORh5Lg
13,MS,medium,5,9.6328,1,z8uZORh5Lg
13,MS,hard,5,15.5313,0.7142857142857143,z8uZORh5Lg
14,MS,easy,3,8.7989,1,z8uZORh5Lg
14,MS,medium,5,8.8998,1,z8uZORh5Lg
14,MS,hard,5,11.1341,0.7142857142857143,z8uZORh5Lg
15,MS,easy,3,8.2995,1,z8uZORh5Lg
15,MS,medium,5,9.8978,1,z8uZORh5Lg
15,MS,hard,2,5.0827,0.2857142857142857,z8uZORh5Lg
16,MS,easy,3,5.9823,1,z8uZORh5Lg
16,MS,medium,5,8.5163,1,z8uZORh5Lg
16,MS,hard,5,11.0165,0.7142857142857143,z8uZORh5Lg
1,MS,easy,3,10.1402,1,yIjm6EG67z
1,MS,medium,5,17.0361,1,yIjm6EG67z
1,MS,hard,6,24.9056,0.8571428571428571,yIjm6EG67z
2,MS,easy,3,9.4584,1,yIjm6EG67z
2,MS,medium,5,16.4019,1,yIjm6EG67z
2,MS,hard,5,25.6113,0.7142857142857143,yIjm6EG67z
3,MS,easy,3,10.1747,1,yIjm6EG67z
3,MS,medium,5,16.8356,1,yIjm6EG67z
3,MS,hard,5,33.2887,0.7142857142857143,yIjm6EG67z
4,MS,easy,3,9.1587,1,yIjm6EG67z
4,MS,medium,5,15.6857,1,yIjm6EG67z
4,MS,hard,5,27.2603,0.7142857142857143,yIjm6EG67z
5,MS,easy,3,11.8567,1,yIjm6EG67z
5,MS,medium,5,20.2328,1,yIjm6EG67z
5,MS,hard,6,23.1306,0.8571428571428571,yIjm6EG67z
6,MS,easy,3,10.1911,1,yIjm6EG67z
6,MS,medium,5,25.8448,1,yIjm6EG67z
6,MS,hard,4,28.5093,0.5714285714285714,yIjm6EG67z
7,MS,easy,3,10.341,1,yIjm6EG67z
7,MS,medium,5,16.2191,1,yIjm6EG67z
7,MS,hard,5,17.7848,0.7142857142857143,yIjm6EG67z
8,MS,easy,3,12.3232,1,yIjm6EG67z
8,MS,medium,5,16.4025,1,yIjm6EG67z
8,MS,hard,5,18.4677,0.7142857142857143,yIjm6EG67z
9,MS,easy,3,10.9071,1,yIjm6EG67z
9,MS,medium,5,16.1194,1,yIjm6EG67z
9,MS,hard,4,22.8141,0.5714285714285714,yIjm6EG67z
10,MS,easy,3,9.7081,1,yIjm6EG67z
10,MS,medium,5,19.25,1,yIjm6EG67z
10,MS,hard,4,18.4343,0.5714285714285714,yIjm6EG67z
11,MS,easy,3,11.9564,1,yIjm6EG67z
11,MS,medium,5,16.2524,1,yIjm6EG67z
11,MS,hard,6,27.0772,0.8571428571428571,yIjm6EG67z
12,MS,easy,3,9.059,1,yIjm6EG67z
12,MS,medium,5,15.8532,1,yIjm6EG67z
12,MS,hard,5,22.1145,0.7142857142857143,yIjm6EG67z
13,MS,easy,3,11.3399,1,yIjm6EG67z
13,MS,medium,5,25.9451,1,yIjm6EG67z
13,MS,hard,4,17.4354,0.5714285714285714,yIjm6EG67z
14,MS,easy,3,11.5561,1,yIjm6EG67z
14,MS,medium,5,16.0189,1,yIjm6EG67z
14,MS,hard,6,23.9299,0.8571428571428571,yIjm6EG67z
15,MS,easy,3,9.0758,1,yIjm6EG67z
15,MS,medium,5,18.4344,1,yIjm6EG67z
15,MS,hard,5,16.9521,0.7142857142857143,yIjm6EG67z
16,MS,easy,3,9.4253,1,yIjm6EG67z
16,MS,medium,5,29.5417,1,yIjm6EG67z
16,MS,hard,7,36.0859,1,yIjm6EG67z
1,MS,easy,3,10.9352,1,alNlXuBH5D
1,MS,medium,5,18.5884,1,alNlXuBH5D
1,MS,hard,4,15.8448,0.5714285714285714,alNlXuBH5D
2,MS,easy,3,12.9115,1,alNlXuBH5D
2,MS,medium,5,16.4371,1,alNlXuBH5D
2,MS,hard,5,20.197,0.7142857142857143,alNlXuBH5D
3,MS,easy,3,12.6198,1,alNlXuBH5D
3,MS,medium,5,16.9869,1,alNlXuBH5D
3,MS,hard,6,41.061,0.8571428571428571,alNlXuBH5D
4,MS,easy,3,12.4268,1,alNlXuBH5D
4,MS,medium,4,16.9537,0.8,alNlXuBH5D
4,MS,hard,3,34.0844,0.42857142857142855,alNlXuBH5D
5,MS,easy,3,9.1353,1,alNlXuBH5D
5,MS,medium,5,20.1219,1,alNlXuBH5D
5,MS,hard,4,22.4468,0.5714285714285714,alNlXuBH5D
6,MS,easy,3,10.4691,1,alNlXuBH5D
6,MS,medium,5,19.8214,1,alNlXuBH5D
6,MS,hard,4,24.8727,0.5714285714285714,alNlXuBH5D
7,MS,easy,3,15.6948,1,alNlXuBH5D
7,MS,medium,5,22.8052,1,alNlXuBH5D
7,MS,hard,3,15.7033,0.42857142857142855,alNlXuBH5D
8,MS,easy,3,8.9685,1,alNlXuBH5D
8,MS,medium,4,33.4584,0.8,alNlXuBH5D
8,MS,hard,5,21.0392,0.7142857142857143,alNlXuBH5D
9,MS,easy,3,11.9861,1,alNlXuBH5D
9,MS,medium,4,24.7551,0.8,alNlXuBH5D
9,MS,hard,5,24.6386,0.7142857142857143,alNlXuBH5D
10,MS,easy,3,10.7937,1,alNlXuBH5D
10,MS,medium,5,40.5763,1,alNlXuBH5D
10,MS,hard,5,24.7224,0.7142857142857143,alNlXuBH5D
11,MS,easy,3,9.6603,1,alNlXuBH5D
11,MS,medium,4,29.7403,0.8,alNlXuBH5D
11,MS,hard,3,22.1384,0.42857142857142855,alNlXuBH5D
12,MS,easy,3,9.5602,1,alNlXuBH5D
12,MS,medium,5,17.8371,1,alNlXuBH5D
12,MS,hard,3,19.0041,0.42857142857142855,alNlXuBH5D
13,MS,easy,3,11.3775,1,alNlXuBH5D
13,MS,medium,5,16.6374,1,alNlXuBH5D
13,MS,hard,5,22.4216,0.7142857142857143,alNlXuBH5D
14,MS,easy,3,8.6353,1,alNlXuBH5D
14,MS,medium,5,15.1702,1,alNlXuBH5D
14,MS,hard,6,31.2584,0.8571428571428571,alNlXuBH5D
15,MS,easy,3,9.01,1,alNlXuBH5D
15,MS,medium,4,21.5382,0.8,alNlXuBH5D
15,MS,hard,4,23.756,0.5714285714285714,alNlXuBH5D
16,MS,easy,3,11.3536,1,alNlXuBH5D
16,MS,medium,5,16.6038,1,alNlXuBH5D
16,MS,hard,6,51.2631,0.8571428571428571,alNlXuBH5D
1,MS,easy,3,10.017,1,QLrSXxmCJy
1,MS,medium,5,18.2171,1,QLrSXxmCJy
1,MS,hard,5,25.2635,0.7142857142857143,QLrSXxmCJy
2,MS,easy,3,10.3343,1,QLrSXxmCJy
2,MS,medium,5,16.5719,1,QLrSXxmCJy
2,MS,hard,5,18.8199,0.7142857142857143,QLrSXxmCJy
3,MS,easy,3,13.368,1,QLrSXxmCJy
3,MS,medium,5,20.1534,1,QLrSXxmCJy
3,MS,hard,5,16.9681,0.7142857142857143,QLrSXxmCJy
4,MS,easy,3,11.8178,1,QLrSXxmCJy
4,MS,medium,5,16.4682,1,QLrSXxmCJy
4,MS,hard,7,24.5037,1,QLrSXxmCJy
5,MS,easy,3,13.0367,1,QLrSXxmCJy
5,MS,medium,5,17.0355,1,QLrSXxmCJy
5,MS,hard,6,19.4501,0.8571428571428571,QLrSXxmCJy
6,MS,easy,3,9.1846,1,QLrSXxmCJy
6,MS,medium,5,14.6186,1,QLrSXxmCJy
6,MS,hard,6,20.4691,0.8571428571428571,QLrSXxmCJy
7,MS,easy,3,11.5103,1,QLrSXxmCJy
7,MS,medium,5,17.7442,1,QLrSXxmCJy
7,MS,hard,4,20.9367,0.5714285714285714,QLrSXxmCJy
8,MS,easy,3,8.4179,1,QLrSXxmCJy
8,MS,medium,5,19.3352,1,QLrSXxmCJy
8,MS,hard,4,24.3214,0.5714285714285714,QLrSXxmCJy
9,MS,easy,3,9.3013,1,QLrSXxmCJy
9,MS,medium,5,14.7939,1,QLrSXxmCJy
9,MS,hard,5,28.0885,0.7142857142857143,QLrSXxmCJy
10,MS,easy,3,9.4506,1,QLrSXxmCJy
10,MS,medium,5,18.4356,1,QLrSXxmCJy
10,MS,hard,4,20.3359,0.5714285714285714,QLrSXxmCJy
11,MS,easy,3,10.4837,1,QLrSXxmCJy
11,MS,medium,5,12.9598,1,QLrSXxmCJy
11,MS,hard,4,19.3701,0.5714285714285714,QLrSXxmCJy
12,MS,easy,3,11.1535,1,QLrSXxmCJy
12,MS,medium,4,21.4847,0.8,QLrSXxmCJy
12,MS,hard,4,21.7853,0.5714285714285714,QLrSXxmCJy
13,MS,easy,3,10.5111,1,QLrSXxmCJy
13,MS,medium,5,20.8276,1,QLrSXxmCJy
13,MS,hard,7,26.6288,1,QLrSXxmCJy
14,MS,easy,3,8.8261,1,QLrSXxmCJy
14,MS,medium,5,14.9514,1,QLrSXxmCJy
14,MS,hard,5,25.013,0.7142857142857143,QLrSXxmCJy
15,MS,easy,3,8.7494,1,QLrSXxmCJy
15,MS,medium,4,17.6442,0.8,QLrSXxmCJy
15,MS,hard,5,17.0683,0.7142857142857143,QLrSXxmCJy
16,MS,easy,3,10.6675,1,QLrSXxmCJy
16,MS,medium,5,14.511,1,QLrSXxmCJy
16,MS,hard,5,23.7372,0.7142857142857143,QLrSXxmCJy
1,MS,easy,3,11.3823,1,8BtJMmB1PT
1,MS,medium,4,21.163,0.8,8BtJMmB1PT
1,MS,hard,6,38.0841,0.8571428571428571,8BtJMmB1PT
2,MS,easy,3,9.8772,1,8BtJMmB1PT
2,MS,medium,5,19.1346,1,8BtJMmB1PT
2,MS,hard,5,32.7002,0.7142857142857143,8BtJMmB1PT
3,MS,easy,3,9.2501,1,8BtJMmB1PT
3,MS,medium,5,19.6885,1,8BtJMmB1PT
3,MS,hard,7,45.9341,1,8BtJMmB1PT
4,MS,easy,3,12.8722,1,8BtJMmB1PT
4,MS,medium,5,19.0349,1,8BtJMmB1PT
4,MS,hard,6,45.3843,0.8571428571428571,8BtJMmB1PT
5,MS,easy,3,10.8338,1,8BtJMmB1PT
5,MS,medium,5,18.3171,1,8BtJMmB1PT
5,MS,hard,5,33.9495,0.7142857142857143,8BtJMmB1PT
6,MS,easy,3,11.7716,1,8BtJMmB1PT
6,MS,medium,5,24.9234,1,8BtJMmB1PT
6,MS,hard,7,30.7009,1,8BtJMmB1PT
7,MS,easy,3,10.2893,1,8BtJMmB1PT
7,MS,medium,5,93.7941,1,8BtJMmB1PT
7,MS,hard,7,35.6832,1,8BtJMmB1PT
8,MS,easy,3,13.4433,1,8BtJMmB1PT
8,MS,medium,4,29.3003,0.8,8BtJMmB1PT
8,MS,hard,5,28.3497,0.7142857142857143,8BtJMmB1PT
9,MS,easy,3,12.3235,1,8BtJMmB1PT
9,MS,medium,5,22.1006,1,8BtJMmB1PT
9,MS,hard,6,39.8841,0.8571428571428571,8BtJMmB1PT
10,MS,easy,3,9.9997,1,8BtJMmB1PT
10,MS,medium,5,19.817,1,8BtJMmB1PT
10,MS,hard,7,25.7838,1,8BtJMmB1PT
11,MS,easy,3,10.4681,1,8BtJMmB1PT
11,MS,medium,5,18.3334,1,8BtJMmB1PT
11,MS,hard,5,69.4007,0.7142857142857143,8BtJMmB1PT
12,MS,easy,3,11.0656,1,8BtJMmB1PT
12,MS,medium,5,16.3342,1,8BtJMmB1PT
12,MS,hard,5,47.5671,0.7142857142857143,8BtJMmB1PT
13,MS,easy,3,15.6271,1,8BtJMmB1PT
13,MS,medium,5,32.1431,1,8BtJMmB1PT
13,MS,hard,7,27.0739,1,8BtJMmB1PT
14,MS,easy,3,13.1598,1,8BtJMmB1PT
14,MS,medium,5,19.4096,1,8BtJMmB1PT
14,MS,hard,7,24.7994,1,8BtJMmB1PT
15,MS,easy,2,10.1447,0.6666666666666666,8BtJMmB1PT
15,MS,medium,5,30.1052,1,8BtJMmB1PT
15,MS,hard,7,28.8334,1,8BtJMmB1PT
16,MS,easy,3,11.3008,1,8BtJMmB1PT
16,MS,medium,5,15.5835,1,8BtJMmB1PT
16,MS,hard,5,26.3939,0.7142857142857143,8BtJMmB1PT
1,MS,easy,3,9.6751,1,8xVAczfPKp
1,MS,medium,5,18.3505,1,8xVAczfPKp
1,MS,hard,3,17.5884,0.42857142857142855,8xVAczfPKp
2,MS,easy,3,11.2071,1,8xVAczfPKp
2,MS,medium,5,53.5714,1,8xVAczfPKp
2,MS,hard,5,22.5305,0.7142857142857143,8xVAczfPKp
3,MS,easy,3,12.6887,1,8xVAczfPKp
3,MS,medium,5,14.787,1,8xVAczfPKp
3,MS,hard,4,17.8342,0.5714285714285714,8xVAczfPKp
4,MS,easy,3,10.6901,1,8xVAczfPKp
4,MS,medium,3,16.0023,0.6,8xVAczfPKp
4,MS,hard,6,21.0815,0.8571428571428571,8xVAczfPKp
5,MS,easy,3,11.4897,1,8xVAczfPKp
5,MS,medium,4,14.3032,0.8,8xVAczfPKp
5,MS,hard,4,18.8335,0.5714285714285714,8xVAczfPKp
6,MS,easy,3,10.5908,1,8xVAczfPKp
6,MS,medium,5,18.6161,1,8xVAczfPKp
6,MS,hard,6,26.5439,0.8571428571428571,8xVAczfPKp
7,MS,easy,3,9.775,1,8xVAczfPKp
7,MS,medium,4,17.0067,0.8,8xVAczfPKp
7,MS,hard,5,22.2972,0.7142857142857143,8xVAczfPKp
8,MS,easy,3,11.923,1,8xVAczfPKp
8,MS,medium,5,17.5812,1,8xVAczfPKp
8,MS,hard,4,22.1484,0.5714285714285714,8xVAczfPKp
9,MS,easy,3,11.1068,1,8xVAczfPKp
9,MS,medium,5,14.2702,1,8xVAczfPKp
9,MS,hard,5,25.5615,0.7142857142857143,8xVAczfPKp
10,MS,easy,3,7.7926,1,8xVAczfPKp
10,MS,medium,5,13.6874,1,8xVAczfPKp
10,MS,hard,7,23.9444,1,8xVAczfPKp
11,MS,easy,3,15.4368,1,8xVAczfPKp
11,MS,medium,5,18.8836,1,8xVAczfPKp
11,MS,hard,5,15.8196,0.7142857142857143,8xVAczfPKp
12,MS,easy,3,11.2071,1,8xVAczfPKp
12,MS,medium,5,13.6047,1,8xVAczfPKp
12,MS,hard,6,23.2799,0.8571428571428571,8xVAczfPKp
13,MS,easy,3,12.3723,1,8xVAczfPKp
13,MS,medium,2,17.5179,0.4,8xVAczfPKp
13,MS,hard,4,12.0397,0.5714285714285714,8xVAczfPKp
14,MS,easy,3,10.8894,1,8xVAczfPKp
14,MS,medium,5,17.6011,1,8xVAczfPKp
14,MS,hard,7,22.4804,1,8xVAczfPKp
15,MS,easy,3,10.9406,1,8xVAczfPKp
15,MS,medium,5,16.6186,1,8xVAczfPKp
15,MS,hard,7,23.7634,1,8xVAczfPKp
16,MS,easy,3,11.8888,1,8xVAczfPKp
16,MS,medium,2,11.4061,0.4,8xVAczfPKp
16,MS,hard,3,30.0406,0.42857142857142855,8xVAczfPKp
1,MS,easy,3,19.1108,1,P7WDUMyOEc
1,MS,medium,5,32.4114,1,P7WDUMyOEc
1,MS,hard,4,14.6267,0.5714285714285714,P7WDUMyOEc
2,MS,easy,2,14.9931,0.6666666666666666,P7WDUMyOEc
2,MS,medium,5,40.2556,1,P7WDUMyOEc
2,MS,hard,5,19.8775,0.7142857142857143,P7WDUMyOEc
3,MS,easy,0,0.0191,0,P7WDUMyOEc
3,MS,medium,5,26.8916,1,P7WDUMyOEc
3,MS,hard,4,16.6191,0.5714285714285714,P7WDUMyOEc
4,MS,easy,0,18.2171,0,P7WDUMyOEc
4,MS,medium,5,21.2744,1,P7WDUMyOEc
4,MS,hard,4,23.069,0.5714285714285714,P7WDUMyOEc
5,MS,easy,3,18.582,1,P7WDUMyOEc
5,MS,medium,5,35.0368,1,P7WDUMyOEc
5,MS,hard,4,16.5538,0.5714285714285714,P7WDUMyOEc
6,MS,easy,3,20.3769,1,P7WDUMyOEc
6,MS,medium,5,38.4288,1,P7WDUMyOEc
6,MS,hard,2,14.2269,0.2857142857142857,P7WDUMyOEc
7,MS,easy,3,12.2321,1,P7WDUMyOEc
7,MS,medium,5,25.8281,1,P7WDUMyOEc
7,MS,hard,5,17.1187,0.7142857142857143,P7WDUMyOEc
8,MS,easy,3,12.4653,1,P7WDUMyOEc
8,MS,medium,5,27.3238,1,P7WDUMyOEc
8,MS,hard,3,22.5035,0.42857142857142855,P7WDUMyOEc
9,MS,easy,3,14.9249,1,P7WDUMyOEc
9,MS,medium,5,28.0884,1,P7WDUMyOEc
9,MS,hard,2,13.8262,0.2857142857142857,P7WDUMyOEc
10,MS,easy,0,1.3848,0,P7WDUMyOEc
10,MS,medium,5,22.0724,1,P7WDUMyOEc
10,MS,hard,3,15.7221,0.42857142857142855,P7WDUMyOEc
11,MS,easy,3,12.9312,1,P7WDUMyOEc
11,MS,medium,5,35.9665,1,P7WDUMyOEc
11,MS,hard,4,21.3757,0.5714285714285714,P7WDUMyOEc
12,MS,easy,3,12.7656,1,P7WDUMyOEc
12,MS,medium,5,29.6175,1,P7WDUMyOEc
12,MS,hard,6,30.9461,0.8571428571428571,P7WDUMyOEc
13,MS,easy,3,12.1992,1,P7WDUMyOEc
13,MS,medium,5,27.4906,1,P7WDUMyOEc
13,MS,hard,6,20.7072,0.8571428571428571,P7WDUMyOEc
14,MS,easy,3,13.8947,1,P7WDUMyOEc
14,MS,medium,5,43.8117,1,P7WDUMyOEc
14,MS,hard,1,7.6428,0.14285714285714285,P7WDUMyOEc
15,MS,easy,3,14.6255,1,P7WDUMyOEc
15,MS,medium,5,23.3341,1,P7WDUMyOEc
15,MS,hard,3,12.3645,0.42857142857142855,P7WDUMyOEc
16,MS,easy,3,18.2825,1,P7WDUMyOEc
16,MS,medium,5,19.8107,1,P7WDUMyOEc
16,MS,hard,3,15.0228,0.42857142857142855,P7WDUMyOEc
1,MS,easy,3,7.81,1,cHjpJUhddy
1,MS,medium,5,16.336,1,cHjpJUhddy
1,MS,hard,3,14.863,0.42857142857142855,cHjpJUhddy
2,MS,easy,3,9.994,1,cHjpJUhddy
2,MS,medium,5,16.155,1,cHjpJUhddy
2,MS,hard,3,16.564,0.42857142857142855,cHjpJUhddy
3,MS,easy,3,7.577,1,cHjpJUhddy
3,MS,medium,5,15.588,1,cHjpJUhddy
3,MS,hard,5,12.085,0.7142857142857143,cHjpJUhddy
4,MS,easy,3,7.86,1,cHjpJUhddy
4,MS,medium,4,12.657,0.8,cHjpJUhddy
4,MS,hard,5,16.931,0.7142857142857143,cHjpJUhddy
5,MS,easy,3,7.094,1,cHjpJUhddy
5,MS,medium,5,14.872,1,cHjpJUhddy
5,MS,hard,5,17.965,0.7142857142857143,cHjpJUhddy
6,MS,easy,3,7.279,1,cHjpJUhddy
6,MS,medium,5,14.406,1,cHjpJUhddy
6,MS,hard,3,17.144,0.42857142857142855,cHjpJUhddy
7,MS,easy,3,6.895,1,cHjpJUhddy
7,MS,medium,4,23.249,0.8,cHjpJUhddy
7,MS,hard,3,16.595,0.42857142857142855,cHjpJUhddy
8,MS,easy,3,8.022,1,cHjpJUhddy
8,MS,medium,4,13.306,0.8,cHjpJUhddy
8,MS,hard,4,14.572,0.5714285714285714,cHjpJUhddy
9,MS,easy,3,8.647,1,cHjpJUhddy
9,MS,medium,4,14.706,0.8,cHjpJUhddy
9,MS,hard,5,17.569,0.7142857142857143,cHjpJUhddy
10,MS,easy,3,8.76,1,cHjpJUhddy
10,MS,medium,4,21.601,0.8,cHjpJUhddy
10,MS,hard,5,18.376,0.7142857142857143,cHjpJUhddy
11,MS,easy,3,7.156,1,cHjpJUhddy
11,MS,medium,5,14.656,1,cHjpJUhddy
11,MS,hard,4,15.281,0.5714285714285714,cHjpJUhddy
12,MS,easy,3,9.113,1,cHjpJUhddy
12,MS,medium,4,15.007,0.8,cHjpJUhddy
12,MS,hard,4,15.825,0.5714285714285714,cHjpJUhddy
13,MS,easy,3,8.431,1,cHjpJUhddy
13,MS,medium,5,14.238,1,cHjpJUhddy
13,MS,hard,6,19.615,0.8571428571428571,cHjpJUhddy
14,MS,easy,3,7.46,1,cHjpJUhddy
14,MS,medium,5,12.924,1,cHjpJUhddy
14,MS,hard,5,20.196,0.7142857142857143,cHjpJUhddy
15,MS,easy,3,7.061,1,cHjpJUhddy
15,MS,medium,3,16.201,0.6,cHjpJUhddy
15,MS,hard,5,28.576,0.7142857142857143,cHjpJUhddy
16,MS,easy,3,8.582,1,cHjpJUhddy
16,MS,medium,4,27.563,0.8,cHjpJUhddy
16,MS,hard,2,16.399,0.2857142857142857,cHjpJUhddy
1,MS,easy,3,11.7245,1,qI9h62z2Ku
1,MS,medium,5,13.4981,1,qI9h62z2Ku
1,MS,hard,4,22.3321,0.5714285714285714,qI9h62z2Ku
2,MS,easy,3,10.9993,1,qI9h62z2Ku
2,MS,medium,4,16.7323,0.8,qI9h62z2Ku
2,MS,hard,6,28.3151,0.8571428571428571,qI9h62z2Ku
3,MS,easy,3,14.2654,1,qI9h62z2Ku
3,MS,medium,5,16.9158,1,qI9h62z2Ku
3,MS,hard,3,21.6988,0.42857142857142855,qI9h62z2Ku
4,MS,easy,3,9.265900001,1,qI9h62z2Ku
4,MS,medium,5,13.582,1,qI9h62z2Ku
4,MS,hard,4,36.9483,0.5714285714285714,qI9h62z2Ku
5,MS,easy,3,10.4159,1,qI9h62z2Ku
5,MS,medium,5,21.0653,1,qI9h62z2Ku
5,MS,hard,2,15.9863,0.2857142857142857,qI9h62z2Ku
6,MS,easy,3,9.0826,1,qI9h62z2Ku
6,MS,medium,5,12.8322,1,qI9h62z2Ku
6,MS,hard,3,21.7696,0.42857142857142855,qI9h62z2Ku
7,MS,easy,3,8.7494,1,qI9h62z2Ku
7,MS,medium,4,31.9813,0.8,qI9h62z2Ku
7,MS,hard,4,17.5199,0.5714285714285714,qI9h62z2Ku
8,MS,easy,3,11.4491,1,qI9h62z2Ku
8,MS,medium,5,12.882,1,qI9h62z2Ku
8,MS,hard,4,29.9156,0.5714285714285714,qI9h62z2Ku
9,MS,easy,3,10.0992,1,qI9h62z2Ku
9,MS,medium,4,28.1649,0.8,qI9h62z2Ku
9,MS,hard,5,20.0487,0.7142857142857143,qI9h62z2Ku
10,MS,easy,3,8.9994,1,qI9h62z2Ku
10,MS,medium,5,15.4991,1,qI9h62z2Ku
10,MS,hard,3,28.5694,0.42857142857142855,qI9h62z2Ku
11,MS,easy,3,13.9325,1,qI9h62z2Ku
11,MS,medium,5,17.6659,1,qI9h62z2Ku
11,MS,hard,4,27.5661,0.5714285714285714,qI9h62z2Ku
12,MS,easy,3,8.6829,1,qI9h62z2Ku
12,MS,medium,4,27.3818,0.8,qI9h62z2Ku
12,MS,hard,4,28.9853,0.5714285714285714,qI9h62z2Ku
13,MS,easy,3,9.3824,1,qI9h62z2Ku
13,MS,medium,5,18.9483,1,qI9h62z2Ku
13,MS,hard,3,19.045,0.42857142857142855,qI9h62z2Ku
14,MS,easy,3,10.3157,1,qI9h62z2Ku
14,MS,medium,5,18.3654,1,qI9h62z2Ku
14,MS,hard,5,17.9321,0.7142857142857143,qI9h62z2Ku
15,MS,easy,3,8.815799999,1,qI9h62z2Ku
15,MS,medium,4,14.5824,0.8,qI9h62z2Ku
15,MS,hard,5,17.1532,0.7142857142857143,qI9h62z2Ku
16,MS,easy,3,7.6493,1,qI9h62z2Ku
16,MS,medium,4,16.0822,0.8,qI9h62z2Ku
16,MS,hard,3,16.6617,0.42857142857142855,qI9h62z2Ku
1,MS,easy,3,10.3856,1,OSi3LnpELr
1,MS,medium,5,16.4463,1,OSi3LnpELr
1,MS,hard,5,16.3803,0.7142857142857143,OSi3LnpELr
2,MS,easy,3,8.6813,1,OSi3LnpELr
2,MS,medium,4,22.9781,0.8,OSi3LnpELr
2,MS,hard,5,17.1465,0.7142857142857143,OSi3LnpELr
3,MS,easy,3,10.0978,1,OSi3LnpELr
3,MS,medium,5,15.8131,1,OSi3LnpELr
3,MS,hard,3,14.4969,0.42857142857142855,OSi3LnpELr
4,MS,easy,3,8.4262,1,OSi3LnpELr
4,MS,medium,5,15.8962,1,OSi3LnpELr
4,MS,hard,5,14.7131,0.7142857142857143,OSi3LnpELr
5,MS,easy,3,8.453,1,OSi3LnpELr
5,MS,medium,5,15.5969,1,OSi3LnpELr
5,MS,hard,6,19.3459,0.8571428571428571,OSi3LnpELr
6,MS,easy,3,7.9509,1,OSi3LnpELr
6,MS,medium,5,15.9457,1,OSi3LnpELr
