correctAns,key,is_correct,rt,task,level,trial,id,pool
left,left,1,18.1473,MR,medium,16,kGWL9y5AS9,pool2
right,right,1,9.7831,MR,hard,1,kGWL9y5AS9,pool2
right,right,1,9.0723,MR,hard,2,kGWL9y5AS9,pool2
right,right,1,4.9744,MR,hard,3,kGWL9y5AS9,pool2
right,right,1,16.6922,MR,hard,4,kGWL9y5AS9,pool2
left,right,0,7.9828,MR,hard,5,kGWL9y5AS9,pool2
right,right,1,10.376,MR,hard,6,kGWL9y5AS9,pool2
left,right,0,10.1002,MR,hard,7,kGWL9y5AS9,pool2
left,left,1,14.3474,MR,hard,8,kGWL9y5AS9,pool2
left,right,0,7.5348,MR,hard,9,kGWL9y5AS9,pool2
left,right,0,6.345,MR,hard,10,kGWL9y5AS9,pool2
left,left,1,10.0362,MR,hard,11,kGWL9y5AS9,pool2
right,right,1,15.9148,MR,hard,12,kGWL9y5AS9,pool2
right,left,0,11.484,MR,hard,13,kGWL9y5AS9,pool2
left,right,0,2.9409,MR,hard,14,kGWL9y5AS9,pool2
left,right,0,5.535,MR,hard,15,kGWL9y5AS9,pool2
right,right,1,3.5667,MR,hard,16,kGWL9y5AS9,pool2
left,right,0,3.0841,MR,easy,1,ntoLpzjCrW,pool2
right,right,1,2.1173,MR,easy,2,ntoLpzjCrW,pool2
left,right,0,2.8248,MR,easy,3,ntoLpzjCrW,pool2
right,right,1,5.648,MR,easy,4,ntoLpzjCrW,pool2
left,left,1,6.1318,MR,easy,5,ntoLpzjCrW,pool2
left,left,1,4.0247,MR,easy,6,ntoLpzjCrW,pool2
left,left,1,2.8592,MR,easy,7,ntoLpzjCrW,pool2
right,right,1,4.4601,MR,easy,8,ntoLpzjCrW,pool2
left,left,1,3.5748,MR,easy,9,ntoLpzjCrW,pool2
left,left,1,2.4416,MR,easy,10,ntoLpzjCrW,pool2
left,right,0,2.2812,MR,easy,11,ntoLpzjCrW,pool2
left,left,1,3.6433,MR,easy,12,ntoLpzjCrW,pool2
left,right,0,2.2101,MR,easy,13,ntoLpzjCrW,pool2
left,right,0,1.5927,MR,easy,14,ntoLpzjCrW,pool2
left,left,1,1.7509,MR,easy,15,ntoLpzjCrW,pool2
right,right,1,1.8086,MR,easy,16,ntoLpzjCrW,pool2
left,right,0,6.0488,MR,medium,1,ntoLpzjCrW,pool2
right,right,1,11.7467,MR,medium,2,ntoLpzjCrW,pool2
right,right,1,5.7425,MR,medium,3,ntoLpzjCrW,pool2
left,right,0,7.8567,MR,medium,4,ntoLpzjCrW,pool2
right,right,1,8.2227,MR,medium,5,ntoLpzjCrW,pool2
right,right,1,7.8772,MR,medium,6,ntoLpzjCrW,pool2
left,right,0,2.4101,MR,medium,7,ntoLpzjCrW,pool2
left,left,1,11.5156,MR,medium,8,ntoLpzjCrW,pool2
right,right,1,5.8579,MR,medium,9,ntoLpzjCrW,pool2
right,right,1,11.681,MR,medium,10,ntoLpzjCrW,pool2
right,left,0,11.0646,MR,medium,11,ntoLpzjCrW,pool2
right,left,0,7.9749,MR,medium,12,ntoLpzjCrW,pool2
left,right,0,10.063,MR,medium,13,ntoLpzjCrW,pool2
left,right,0,2.7155,MR,medium,14,ntoLpzjCrW,pool2
left,right,0,7.0498,MR,medium,15,ntoLpzjCrW,pool2
right,left,0,3.2592,MR,medium,16,ntoLpzjCrW,pool2
left,right,0,5.2999,MR,hard,1,ntoLpzjCrW,pool2
right,right,1,8.1657,MR,hard,2,ntoLpzjCrW,pool2
left,left,1,5.7081,MR,hard,3,ntoLpzjCrW,pool2
right,right,1,7.224,MR,hard,4,ntoLpzjCrW,pool2
left,right,0,4.9984,MR,hard,5,ntoLpzjCrW,pool2
right,left,0,4.8906,MR,hard,6,ntoLpzjCrW,pool2
right,right,1,3.6997,MR,hard,7,ntoLpzjCrW,pool2
left,right,0,4.0247,MR,hard,8,ntoLpzjCrW,pool2
right,right,1,7.282,MR,hard,9,ntoLpzjCrW,pool2
right,left,0,4.7887,MR,hard,10,ntoLpzjCrW,pool2
left,right,0,1.9095,MR,hard,11,ntoLpzjCrW,pool2
left,right,0,3.2014,MR,hard,12,ntoLpzjCrW,pool2
left,left,1,6.8251,MR,hard,13,ntoLpzjCrW,pool2
right,left,0,3.6259,MR,hard,14,ntoLpzjCrW,pool2
left,right,0,2.3423,MR,hard,15,ntoLpzjCrW,pool2
right,right,1,3.2452,MR,hard,16,ntoLpzjCrW,pool2
left,right,0,6.8555,MR,easy,1,12zOSfawTO,pool2
left,right,0,8.3622,MR,easy,2,12zOSfawTO,pool2
left,right,0,2.7199,MR,easy,3,12zOSfawTO,pool2
right,right,1,3.4351,MR,easy,4,12zOSfawTO,pool2
left,right,0,4.2407,MR,easy,5,12zOSfawTO,pool2
right,right,1,3.3287,MR,easy,6,12zOSfawTO,pool2
right,right,1,3.0153,MR,easy,7,12zOSfawTO,pool2
right,right,1,2.6068,MR,easy,8,12zOSfawTO,pool2
left,left,1,2.7063,MR,easy,9,12zOSfawTO,pool2
right,left,0,3.2144,MR,easy,10,12zOSfawTO,pool2
left,right,0,6.5752,MR,easy,11,12zOSfawTO,pool2
right,right,1,2.4729,MR,easy,12,12zOSfawTO,pool2
right,right,1,2.788,MR,easy,13,12zOSfawTO,pool2
right,right,1,1.3426,MR,easy,14,12zOSfawTO,pool2
right,right,1,3.1862,MR,easy,15,12zOSfawTO,pool2
right,left,0,4.2098,MR,easy,16,12zOSfawTO,pool2
left,left,1,26.5215,MR,medium,1,12zOSfawTO,pool2
left,right,0,18.2733,MR,medium,2,12zOSfawTO,pool2
right,right,1,15.5442,MR,medium,3,12zOSfawTO,pool2
right,right,1,11.5308,MR,medium,4,12zOSfawTO,pool2
right,right,1,9.6851,MR,medium,5,12zOSfawTO,pool2
right,right,1,8.8504,MR,medium,6,12zOSfawTO,pool2
right,right,1,10.4008,MR,medium,7,12zOSfawTO,pool2
left,left,1,4.9483,MR,medium,8,12zOSfawTO,pool2
right,left,0,12.8775,MR,medium,9,12zOSfawTO,pool2
right,left,0,3.3019,MR,medium,10,12zOSfawTO,pool2
right,left,0,3.3889,MR,medium,11,12zOSfawTO,pool2
left,left,1,1.9648,MR,medium,12,12zOSfawTO,pool2
right,left,0,1.9664,MR,medium,13,12zOSfawTO,pool2
left,left,1,2.2729,MR,medium,14,12zOSfawTO,pool2
right,left,0,5.6666,MR,medium,15,12zOSfawTO,pool2
right,left,0,2.1712,MR,medium,16,12zOSfawTO,pool2
right,right,1,3.7316,MR,hard,1,12zOSfawTO,pool2
right,right,1,4.6425,MR,hard,2,12zOSfawTO,pool2
right,left,0,2.6668,MR,hard,3,12zOSfawTO,pool2
right,right,1,2.2704,MR,hard,4,12zOSfawTO,pool2
right,right,1,3.9136,MR,hard,5,12zOSfawTO,pool2
right,right,1,2.4648,MR,hard,6,12zOSfawTO,pool2
right,left,0,2.5841,MR,hard,7,12zOSfawTO,pool2
right,right,1,3.1901,MR,hard,8,12zOSfawTO,pool2
right,right,1,3.3027,MR,hard,9,12zOSfawTO,pool2
right,right,1,1.6567,MR,hard,10,12zOSfawTO,pool2
left,left,1,5.236,MR,hard,11,12zOSfawTO,pool2
left,left,1,3.2018,MR,hard,12,12zOSfawTO,pool2
right,left,0,2.6823,MR,hard,13,12zOSfawTO,pool2
right,left,0,2.1503,MR,hard,14,12zOSfawTO,pool2
right,left,0,2.4513,MR,hard,15,12zOSfawTO,pool2
left,left,1,2.1453,MR,hard,16,12zOSfawTO,pool2
right,right,1,3.2688,MR,easy,1,DVCsNitb7p,pool2
left,right,0,3.8509,MR,easy,2,DVCsNitb7p,pool2
right,right,1,7.3685,MR,easy,3,DVCsNitb7p,pool2
right,right,1,2.6684,MR,easy,4,DVCsNitb7p,pool2
right,right,1,3.0004,MR,easy,5,DVCsNitb7p,pool2
left,right,0,2.2673,MR,easy,6,DVCsNitb7p,pool2
right,right,1,4.9682,MR,easy,7,DVCsNitb7p,pool2
left,right,0,4.3998,MR,easy,8,DVCsNitb7p,pool2
left,right,0,1.4023,MR,easy,9,DVCsNitb7p,pool2
right,left,0,1.767,MR,easy,10,DVCsNitb7p,pool2
right,right,1,3.7666,MR,easy,11,DVCsNitb7p,pool2
right,right,1,3.934,MR,easy,12,DVCsNitb7p,pool2
right,left,0,3.4164,MR,easy,13,DVCsNitb7p,pool2
right,right,1,7.5836,MR,easy,14,DVCsNitb7p,pool2
right,right,1,2.9667,MR,easy,15,DVCsNitb7p,pool2
right,right,1,1.8348,MR,easy,16,DVCsNitb7p,pool2
right,right,1,8.52,MR,medium,1,DVCsNitb7p,pool2
right,left,0,4.1164,MR,medium,2,DVCsNitb7p,pool2
left,right,0,5.6836,MR,medium,3,DVCsNitb7p,pool2
right,right,1,1.8342,MR,medium,4,DVCsNitb7p,pool2
right,right,1,1.2681,MR,medium,5,DVCsNitb7p,pool2
left,right,0,1.3503,MR,medium,6,DVCsNitb7p,pool2
left,left,1,8.9669,MR,medium,7,DVCsNitb7p,pool2
right,left,0,1.75,MR,medium,8,DVCsNitb7p,pool2
left,left,1,4.5679,MR,medium,9,DVCsNitb7p,pool2
right,left,0,7.3005,MR,medium,10,DVCsNitb7p,pool2
right,left,0,4.2852,MR,medium,11,DVCsNitb7p,pool2
left,right,0,5.2343,MR,medium,12,DVCsNitb7p,pool2
right,right,1,9.1506,MR,medium,13,DVCsNitb7p,pool2
right,left,0,4.0005,MR,medium,14,DVCsNitb7p,pool2
left,right,0,1.4506,MR,medium,15,DVCsNitb7p,pool2
right,right,1,2.367,MR,medium,16,DVCsNitb7p,pool2
left,right,0,3.3671,MR,hard,1,DVCsNitb7p,pool2
right,left,0,8.5828,MR,hard,2,DVCsNitb7p,pool2
left,right,0,9.7851,MR,hard,3,DVCsNitb7p,pool2
right,right,1,9.3843,MR,hard,4,DVCsNitb7p,pool2
right,right,1,19.9839,MR,hard,5,DVCsNitb7p,pool2
right,right,1,8.4513,MR,hard,6,DVCsNitb7p,pool2
right,left,0,2.0005,MR,hard,7,DVCsNitb7p,pool2
left,left,1,3.2008,MR,hard,8,DVCsNitb7p,pool2
right,left,0,7.0174,MR,hard,9,DVCsNitb7p,pool2
right,left,0,3.2182,MR,hard,10,DVCsNitb7p,pool2
left,left,1,2.8685,MR,hard,11,DVCsNitb7p,pool2
right,right,1,1.5676,MR,hard,12,DVCsNitb7p,pool2
right,left,0,3.8671,MR,hard,13,DVCsNitb7p,pool2
left,left,1,2.7508,MR,hard,14,DVCsNitb7p,pool2
left,left,1,1.5497,MR,hard,15,DVCsNitb7p,pool2
left,left,1,2.2673,MR,hard,16,DVCsNitb7p,pool2
right,right,1,2.0582,MR,easy,1,sPXXgeOo7t,pool2
right,right,1,3.945,MR,easy,2,sPXXgeOo7t,pool2
right,right,1,5.2167,MR,easy,3,sPXXgeOo7t,pool2
left,left,1,6.0569,MR,easy,4,sPXXgeOo7t,pool2
left,left,1,4.9995,MR,easy,5,sPXXgeOo7t,pool2
left,left,1,11.6466,MR,easy,6,sPXXgeOo7t,pool2
right,right,1,6.5945,MR,easy,7,sPXXgeOo7t,pool2
right,right,1,2.4648,MR,easy,8,sPXXgeOo7t,pool2
left,left,1,1.5067,MR,easy,9,sPXXgeOo7t,pool2
left,right,0,1.9916,MR,easy,10,sPXXgeOo7t,pool2
left,left,1,1.383,MR,easy,11,sPXXgeOo7t,pool2
right,right,1,2.785,MR,easy,12,sPXXgeOo7t,pool2
right,left,0,1.8962,MR,easy,13,sPXXgeOo7t,pool2
left,left,1,3.2018,MR,easy,14,sPXXgeOo7t,pool2
right,right,1,1.3338,MR,easy,15,sPXXgeOo7t,pool2
left,left,1,4.0063,MR,easy,16,sPXXgeOo7t,pool2
left,right,0,4.7628,MR,medium,1,sPXXgeOo7t,pool2
right,right,1,9.1974,MR,medium,2,sPXXgeOo7t,pool2
right,right,1,1.4468,MR,medium,3,sPXXgeOo7t,pool2
left,left,1,4.291,MR,medium,4,sPXXgeOo7t,pool2
right,right,1,1.3271,MR,medium,5,sPXXgeOo7t,pool2
left,left,1,1.1377,MR,medium,6,sPXXgeOo7t,pool2
right,right,1,0.6237,MR,medium,7,sPXXgeOo7t,pool2
left,left,1,9.6924,MR,medium,8,sPXXgeOo7t,pool2
left,left,1,1.742,MR,medium,9,sPXXgeOo7t,pool2
left,left,1,12.2311,MR,medium,10,sPXXgeOo7t,pool2
left,left,1,0.9332,MR,medium,11,sPXXgeOo7t,pool2
left,right,0,2.6105,MR,medium,12,sPXXgeOo7t,pool2
left,right,0,1.3817,MR,medium,13,sPXXgeOo7t,pool2
right,right,1,5.4039,MR,medium,14,sPXXgeOo7t,pool2
left,right,0,9.3314,MR,medium,15,sPXXgeOo7t,pool2
right,right,1,4.6488,MR,medium,16,sPXXgeOo7t,pool2
right,right,1,6.7375,MR,hard,1,sPXXgeOo7t,pool2
right,right,1,6.4268,MR,hard,2,sPXXgeOo7t,pool2
left,right,0,1.0779,MR,hard,3,sPXXgeOo7t,pool2
right,right,1,3.8596,MR,hard,4,sPXXgeOo7t,pool2
right,right,1,2.0518,MR,hard,5,sPXXgeOo7t,pool2
right,right,1,7.1543,MR,hard,6,sPXXgeOo7t,pool2
left,right,0,1.0602,MR,hard,7,sPXXgeOo7t,pool2
right,right,1,5.9955,MR,hard,8,sPXXgeOo7t,pool2
left,right,0,4.0598,MR,hard,9,sPXXgeOo7t,pool2
left,left,1,7.8532,MR,hard,10,sPXXgeOo7t,pool2
right,left,0,2.1155,MR,hard,11,sPXXgeOo7t,pool2
left,left,1,8.4535,MR,hard,12,sPXXgeOo7t,pool2
right,left,0,5.3581,MR,hard,13,sPXXgeOo7t,pool2
right,right,1,3.6731,MR,hard,14,sPXXgeOo7t,pool2
right,left,0,2.6748,MR,hard,15,sPXXgeOo7t,pool2
left,left,1,2.2435,MR,hard,16,sPXXgeOo7t,pool2
left,left,1,5.4427,MR,easy,1,ujNKR4re1M,pool2
right,right,1,3.959,MR,easy,2,ujNKR4re1M,pool2
left,left,1,12.6705,MR,easy,3,ujNKR4re1M,pool2
left,right,0,7.4811,MR,easy,4,ujNKR4re1M,pool2
left,left,1,5.1241,MR,easy,5,ujNKR4re1M,pool2
left,left,1,6.1831,MR,easy,6,ujNKR4re1M,pool2
left,left,1,5.7536,MR,easy,7,ujNKR4re1M,pool2
right,right,1,7.6371,MR,easy,8,ujNKR4re1M,pool2
right,right,1,3.6439,MR,easy,9,ujNKR4re1M,pool2
right,right,1,4.2613,MR,easy,10,ujNKR4re1M,pool2
right,right,1,8.5201,MR,easy,11,ujNKR4re1M,pool2
right,right,1,4.8605,MR,easy,12,ujNKR4re1M,pool2
right,right,1,2.1717,MR,easy,13,ujNKR4re1M,pool2
left,left,1,5.604,MR,easy,14,ujNKR4re1M,pool2
left,left,1,3.9979,MR,easy,15,ujNKR4re1M,pool2
right,right,1,2.2606,MR,easy,16,ujNKR4re1M,pool2
right,right,1,10.5499,MR,medium,1,ujNKR4re1M,pool2
right,right,1,12.2534,MR,medium,2,ujNKR4re1M,pool2
right,right,1,22.1914,MR,medium,3,ujNKR4re1M,pool2
right,right,1,9.4428,MR,medium,4,ujNKR4re1M,pool2
left,left,1,13.6082,MR,medium,5,ujNKR4re1M,pool2
left,left,1,45.6307,MR,medium,6,ujNKR4re1M,pool2
left,left,1,16.5338,MR,medium,7,ujNKR4re1M,pool2
left,left,1,19.5047,MR,medium,8,ujNKR4re1M,pool2
right,right,1,13.0386,MR,medium,9,ujNKR4re1M,pool2
left,right,0,15.5806,MR,medium,10,ujNKR4re1M,pool2
right,right,1,8.0493,MR,medium,11,ujNKR4re1M,pool2
left,left,1,15.2772,MR,medium,12,ujNKR4re1M,pool2
right,right,1,11.777,MR,medium,13,ujNKR4re1M,pool2
left,left,1,6.1173,MR,medium,14,ujNKR4re1M,pool2
right,right,1,6.7719,MR,medium,15,ujNKR4re1M,pool2
right,right,1,4.2927,MR,medium,16,ujNKR4re1M,pool2
left,left,1,15.8622,MR,hard,1,ujNKR4re1M,pool2
right,left,0,4.2732,MR,hard,2,ujNKR4re1M,pool2
right,right,1,12.3204,MR,hard,3,ujNKR4re1M,pool2
right,right,1,13.0382,MR,hard,4,ujNKR4re1M,pool2
left,left,1,7.7395,MR,hard,5,ujNKR4re1M,pool2
left,left,1,21.575,MR,hard,6,ujNKR4re1M,pool2
left,left,1,11.5418,MR,hard,7,ujNKR4re1M,pool2
left,left,1,17.4776,MR,hard,8,ujNKR4re1M,pool2
left,left,1,28.6498,MR,hard,9,ujNKR4re1M,pool2
left,left,1,115.0904,MR,hard,10,ujNKR4re1M,pool2
left,right,0,18.5628,MR,hard,11,ujNKR4re1M,pool2
right,right,1,12.2592,MR,hard,12,ujNKR4re1M,pool2
left,left,1,6.5398,MR,hard,13,ujNKR4re1M,pool2
left,right,0,30.9878,MR,hard,14,ujNKR4re1M,pool2
left,left,1,21.0399,MR,hard,15,ujNKR4re1M,pool2
right,right,1,50.253,MR,hard,16,ujNKR4re1M,pool2
left,right,0,2.6074,MR,easy,1,8EBFmIUfAy,pool2
right,right,1,1.4876,MR,easy,2,8EBFmIUfAy,pool2
right,right,1,1.4871,MR,easy,3,8EBFmIUfAy,pool2
left,right,0,1.4933,MR,easy,4,8EBFmIUfAy,pool2
left,right,0,1.4915,MR,easy,5,8EBFmIUfAy,pool2
left,right,0,1.853,MR,easy,6,8EBFmIUfAy,pool2
right,right,1,1.1199,MR,easy,7,8EBFmIUfAy,pool2
left,right,0,1.4956,MR,easy,8,8EBFmIUfAy,pool2
left,right,0,1.1216,MR,easy,9,8EBFmIUfAy,pool2
right,right,1,1.1652,MR,easy,10,8EBFmIUfAy,pool2
right,right,1,1.1539,MR,easy,11,8EBFmIUfAy,pool2
right,right,1,1.1416,MR,easy,12,8EBFmIUfAy,pool2
right,right,1,0.8735,MR,easy,13,8EBFmIUfAy,pool2
left,right,0,1.1234,MR,easy,14,8EBFmIUfAy,pool2
right,right,1,1.1205,MR,easy,15,8EBFmIUfAy,pool2
left,right,0,1.122,MR,easy,16,8EBFmIUfAy,pool2
left,right,0,1.5025,MR,medium,1,8EBFmIUfAy,pool2
right,right,1,1.8626,MR,medium,2,8EBFmIUfAy,pool2
left,right,0,1.8573,MR,medium,3,8EBFmIUfAy,pool2
right,right,1,1.8494,MR,medium,4,8EBFmIUfAy,pool2
left,right,0,1.5056,MR,medium,5,8EBFmIUfAy,pool2
right,right,1,1.4929,MR,medium,6,8EBFmIUfAy,pool2
right,right,1,2.2234,MR,medium,7,8EBFmIUfAy,pool2
left,right,0,2.59,MR,medium,8,8EBFmIUfAy,pool2
left,left,1,4.0582,MR,medium,9,8EBFmIUfAy,pool2
left,left,1,2.5778,MR,medium,10,8EBFmIUfAy,pool2
left,right,0,2.2276,MR,medium,11,8EBFmIUfAy,pool2
left,right,0,2.2726,MR,medium,12,8EBFmIUfAy,pool2
left,right,0,3.5748,MR,medium,13,8EBFmIUfAy,pool2
right,right,1,4.2137,MR,medium,14,8EBFmIUfAy,pool2
right,left,0,5.5454,MR,medium,15,8EBFmIUfAy,pool2
left,left,1,4.4634,MR,medium,16,8EBFmIUfAy,pool2
left,right,0,3.6847,MR,hard,1,8EBFmIUfAy,pool2
right,right,1,4.1063,MR,hard,2,8EBFmIUfAy,pool2
right,right,1,3.324,MR,hard,3,8EBFmIUfAy,pool2
left,right,0,2.9595,MR,hard,4,8EBFmIUfAy,pool2
left,right,0,2.9405,MR,hard,5,8EBFmIUfAy,pool2
right,right,1,2.2959,MR,hard,6,8EBFmIUfAy,pool2
left,right,0,4.0389,MR,hard,7,8EBFmIUfAy,pool2
left,left,1,2.2936,MR,hard,8,8EBFmIUfAy,pool2
right,left,0,1.6914,MR,hard,9,8EBFmIUfAy,pool2
left,left,1,2.9555,MR,hard,10,8EBFmIUfAy,pool2
left,left,1,2.9776,MR,hard,11,8EBFmIUfAy,pool2
right,left,0,3.6988,MR,hard,12,8EBFmIUfAy,pool2
left,right,0,5.874,MR,hard,13,8EBFmIUfAy,pool2
left,right,0,3.7376,MR,hard,14,8EBFmIUfAy,pool2
left,right,0,1.8634,MR,hard,15,8EBFmIUfAy,pool2
left,right,0,1.8657,MR,hard,16,8EBFmIUfAy,pool2
left,left,1,2.5941,MR,easy,1,aqEAPJJI8e,pool34
left,right,0,1.8017,MR,easy,2,aqEAPJJI8e,pool34
right,right,1,3.0025,MR,easy,3,aqEAPJJI8e,pool34
right,left,0,2.6522,MR,easy,4,aqEAPJJI8e,pool34
right,right,1,1.3708,MR,easy,5,aqEAPJJI8e,pool34
left,left,1,1.5006,MR,easy,6,aqEAPJJI8e,pool34
left,right,0,1.8349,MR,easy,7,aqEAPJJI8e,pool34
left,left,1,4.5848,MR,easy,8,aqEAPJJI8e,pool34
right,right,1,1.5982,MR,easy,9,aqEAPJJI8e,pool34
right,right,1,3.8689,MR,easy,10,aqEAPJJI8e,pool34
right,right,1,2.2588,MR,easy,11,aqEAPJJI8e,pool34
right,left,0,2.252,MR,easy,12,aqEAPJJI8e,pool34
right,left,0,3.7694,MR,easy,13,aqEAPJJI8e,pool34
right,left,0,1.8688,MR,easy,14,aqEAPJJI8e,pool34
right,left,0,2.0686,MR,easy,15,aqEAPJJI8e,pool34
right,left,0,2.7521,MR,easy,16,aqEAPJJI8e,pool34
right,right,1,1.5412,MR,medium,1,aqEAPJJI8e,pool34
right,left,0,1.3847,MR,medium,2,aqEAPJJI8e,pool34
right,right,1,1.3233,MR,medium,3,aqEAPJJI8e,pool34
left,right,0,1.661,MR,medium,4,aqEAPJJI8e,pool34
right,left,0,1.1388,MR,medium,5,aqEAPJJI8e,pool34
right,left,0,1.4264,MR,medium,6,aqEAPJJI8e,pool34
right,right,1,1.4895,MR,medium,7,aqEAPJJI8e,pool34
left,right,0,1.124,MR,medium,8,aqEAPJJI8e,pool34
left,right,0,1.1254,MR,medium,9,aqEAPJJI8e,pool34
right,left,0,1.2006,MR,medium,10,aqEAPJJI8e,pool34
left,right,0,1.0671,MR,medium,11,aqEAPJJI8e,pool34
left,left,1,2.0344,MR,medium,12,aqEAPJJI8e,pool34
left,left,1,1.4175,MR,medium,13,aqEAPJJI8e,pool34
right,right,1,1.8079,MR,medium,14,aqEAPJJI8e,pool34
left,right,0,1.2896,MR,medium,15,aqEAPJJI8e,pool34
left,left,1,1.3186,MR,medium,16,aqEAPJJI8e,pool34
left,left,1,3.4314,MR,hard,1,aqEAPJJI8e,pool34
left,left,1,1.9022,MR,hard,2,aqEAPJJI8e,pool34
left,left,1,1.3191,MR,hard,3,aqEAPJJI8e,pool34
left,right,0,1.6517,MR,hard,4,aqEAPJJI8e,pool34
left,right,0,1.4345,MR,hard,5,aqEAPJJI8e,pool34
left,left,1,1.4522,MR,hard,6,aqEAPJJI8e,pool34
left,left,1,1.2016,MR,hard,7,aqEAPJJI8e,pool34
left,right,0,2.6689,MR,hard,8,aqEAPJJI8e,pool34
left,right,0,1.5184,MR,hard,9,aqEAPJJI8e,pool34
right,left,0,2.1182,MR,hard,10,aqEAPJJI8e,pool34
right,left,0,1.2849,MR,hard,11,aqEAPJJI8e,pool34
right,left,0,1.3349,MR,hard,12,aqEAPJJI8e,pool34
left,left,1,1.3182,MR,hard,13,aqEAPJJI8e,pool34
right,left,0,1.5017,MR,hard,14,aqEAPJJI8e,pool34
left,left,1,2.1543,MR,hard,15,aqEAPJJI8e,pool34
right,right,1,1.2831,MR,hard,16,aqEAPJJI8e,pool34
left,right,0,1.6661,MR,easy,1,rh40WUcVcA,pool34
left,right,0,0.8424,MR,easy,2,rh40WUcVcA,pool34
right,right,1,0.8806,MR,easy,3,rh40WUcVcA,pool34
left,right,0,1.0565,MR,easy,4,rh40WUcVcA,pool34
left,right,0,0.8466,MR,easy,5,rh40WUcVcA,pool34
left,right,0,0.8493,MR,easy,6,rh40WUcVcA,pool34
right,right,1,0.6414,MR,easy,7,rh40WUcVcA,pool34
right,right,1,0.8512,MR,easy,8,rh40WUcVcA,pool34
right,right,1,0.844,MR,easy,9,rh40WUcVcA,pool34
right,right,1,0.848,MR,easy,10,rh40WUcVcA,pool34
right,right,1,0.8527,MR,easy,11,rh40WUcVcA,pool34
right,right,1,1.0552,MR,easy,12,rh40WUcVcA,pool34
left,right,0,1.0408,MR,easy,13,rh40WUcVcA,pool34
right,right,1,0.8425,MR,easy,14,rh40WUcVcA,pool34
right,right,1,0.8456,MR,easy,15,rh40WUcVcA,pool34
left,right,0,0.8499,MR,easy,16,rh40WUcVcA,pool34
right,right,1,2.7015,MR,medium,1,rh40WUcVcA,pool34
left,right,0,0.8437,MR,medium,2,rh40WUcVcA,pool34
right,right,1,0.6499,MR,medium,3,rh40WUcVcA,pool34
right,right,1,0.6441,MR,medium,4,rh40WUcVcA,pool34
left,right,0,0.6506,MR,medium,5,rh40WUcVcA,pool34
right,right,1,0.6407,MR,medium,6,rh40WUcVcA,pool34
right,right,1,0.6535,MR,medium,7,rh40WUcVcA,pool34
right,right,1,1.0573,MR,medium,8,rh40WUcVcA,pool34
left,right,0,0.6462,MR,medium,9,rh40WUcVcA,pool34
right,right,1,0.6472,MR,medium,10,rh40WUcVcA,pool34
right,right,1,0.6504,MR,medium,11,rh40WUcVcA,pool34
left,right,0,1.0548,MR,medium,12,rh40WUcVcA,pool34
right,right,1,2.2932,MR,medium,13,rh40WUcVcA,pool34
left,right,0,2.072,MR,medium,14,rh40WUcVcA,pool34
left,right,0,1.0628,MR,medium,15,rh40WUcVcA,pool34
right,right,1,0.8483,MR,medium,16,rh40WUcVcA,pool34
right,right,1,1.9181,MR,hard,1,rh40WUcVcA,pool34
left,right,0,1.4678,MR,hard,2,rh40WUcVcA,pool34
left,right,0,1.8741,MR,hard,3,rh40WUcVcA,pool34
left,right,0,3.2995,MR,hard,4,rh40WUcVcA,pool34
left,right,0,4.6018,MR,hard,5,rh40WUcVcA,pool34
left,right,0,4.7972,MR,hard,6,rh40WUcVcA,pool34
right,right,1,4.9577,MR,hard,7,rh40WUcVcA,pool34
right,right,1,1.6676,MR,hard,8,rh40WUcVcA,pool34
left,right,0,5.1697,MR,hard,9,rh40WUcVcA,pool34
right,right,1,1.4685,MR,hard,10,rh40WUcVcA,pool34
left,right,0,1.0523,MR,hard,11,rh40WUcVcA,pool34
right,right,1,1.672,MR,hard,12,rh40WUcVcA,pool34
right,right,1,1.0527,MR,hard,13,rh40WUcVcA,pool34
right,right,1,0.8513,MR,hard,14,rh40WUcVcA,pool34
left,right,0,1.0575,MR,hard,15,rh40WUcVcA,pool34
left,right,0,1.26,MR,hard,16,rh40WUcVcA,pool34
right,right,1,1.5738,MR,easy,1,ky7vtw0gdz,pool34
left,right,0,0.15,MR,easy,2,ky7vtw0gdz,pool34
right,right,1,0.0946,MR,easy,3,ky7vtw0gdz,pool34
right,right,1,0.0708,MR,easy,4,ky7vtw0gdz,pool34
left,left,1,0.0353,MR,easy,5,ky7vtw0gdz,pool34
right,left,0,0.0086,MR,easy,6,ky7vtw0gdz,pool34
left,left,1,0.1165,MR,easy,7,ky7vtw0gdz,pool34
right,right,1,0.093,MR,easy,8,ky7vtw0gdz,pool34
right,right,1,0.0866,MR,easy,9,ky7vtw0gdz,pool34
left,right,0,0.1276,MR,easy,10,ky7vtw0gdz,pool34
left,left,1,1.133,MR,easy,11,ky7vtw0gdz,pool34
left,left,1,0.1992,MR,easy,12,ky7vtw0gdz,pool34
right,left,0,0.1235,MR,easy,13,ky7vtw0gdz,pool34
right,left,0,0.0989,MR,easy,14,ky7vtw0gdz,pool34
left,right,0,0.0308,MR,easy,15,ky7vtw0gdz,pool34
left,right,0,0.0077,MR,easy,16,ky7vtw0gdz,pool34
right,right,1,3.4694,MR,medium,1,ky7vtw0gdz,pool34
left,right,0,9.1956,MR,medium,2,ky7vtw0gdz,pool34
