task,level,id,pool,scale,score
MR,easy,woSzLv5BIV,pool34,FR,99
ST,hard,woSzLv5BIV,pool34,ME,100
ST,hard,woSzLv5BIV,pool34,PH,100
ST,hard,woSzLv5BIV,pool34,TI,100
ST,hard,woSzLv5BIV,pool34,PE,55
ST,hard,woSzLv5BIV,pool34,EF,100
ST,hard,woSzLv5BIV,pool34,FR,100
ST,medium,woSzLv5BIV,pool34,ME,100
ST,medium,woSzLv5BIV,pool34,PH,100
ST,medium,woSzLv5BIV,pool34,TI,100
ST,medium,woSzLv5BIV,pool34,PE,40
ST,medium,woSzLv5BIV,pool34,EF,100
ST,medium,woSzLv5BIV,pool34,FR,95
MS,medium,woSzLv5BIV,pool34,ME,99
MS,medium,woSzLv5BIV,pool34,PH,99
MS,medium,woSzLv5BIV,pool34,TI,99
MS,medium,woSzLv5BIV,pool34,PE,1
MS,medium,woSzLv5BIV,pool34,EF,99
MS,medium,woSzLv5BIV,pool34,FR,99
MR,hard,woSzLv5BIV,pool34,ME,100
MR,hard,woSzLv5BIV,pool34,PH,100
MR,hard,woSzLv5BIV,pool34,TI,84
MR,hard,woSzLv5BIV,pool34,PE,32
MR,hard,woSzLv5BIV,pool34,EF,99
MR,hard,woSzLv5BIV,pool34,FR,99
MR,medium,woSzLv5BIV,pool34,ME,99
MR,medium,woSzLv5BIV,pool34,PH,99
MR,medium,woSzLv5BIV,pool34,TI,88
MR,medium,woSzLv5BIV,pool34,PE,32
MR,medium,woSzLv5BIV,pool34,EF,99
MR,medium,woSzLv5BIV,pool34,FR,99
MS,hard,woSzLv5BIV,pool34,ME,99
MS,hard,woSzLv5BIV,pool34,PH,99
MS,hard,woSzLv5BIV,pool34,TI,83
MS,hard,woSzLv5BIV,pool34,PE,41
MS,hard,woSzLv5BIV,pool34,EF,100
MS,hard,woSzLv5BIV,pool34,FR,98
ST,easy,woSzLv5BIV,pool34,ME,80
ST,easy,woSzLv5BIV,pool34,PH,90
ST,easy,woSzLv5BIV,pool34,TI,85
ST,easy,woSzLv5BIV,pool34,PE,0
ST,easy,woSzLv5BIV,pool34,EF,85
ST,easy,woSzLv5BIV,pool34,FR,44
ST,medium,O0ngZJhb9l,pool34,ME,74
ST,medium,O0ngZJhb9l,pool34,PH,10
ST,medium,O0ngZJhb9l,pool34,TI,100
ST,medium,O0ngZJhb9l,pool34,PE,75
ST,medium,O0ngZJhb9l,pool34,EF,70
ST,medium,O0ngZJhb9l,pool34,FR,65
MS,easy,O0ngZJhb9l,pool34,ME,62
MS,easy,O0ngZJhb9l,pool34,PH,32
MS,easy,O0ngZJhb9l,pool34,TI,35
MS,easy,O0ngZJhb9l,pool34,PE,0
MS,easy,O0ngZJhb9l,pool34,EF,63
MS,easy,O0ngZJhb9l,pool34,FR,65
MR,hard,O0ngZJhb9l,pool34,ME,62
MR,hard,O0ngZJhb9l,pool34,PH,20
MR,hard,O0ngZJhb9l,pool34,TI,3
MR,hard,O0ngZJhb9l,pool34,PE,70
MR,hard,O0ngZJhb9l,pool34,EF,35
MR,hard,O0ngZJhb9l,pool34,FR,15
MR,easy,O0ngZJhb9l,pool34,ME,65
MR,easy,O0ngZJhb9l,pool34,PH,15
MR,easy,O0ngZJhb9l,pool34,TI,7
MR,easy,O0ngZJhb9l,pool34,PE,80
MR,easy,O0ngZJhb9l,pool34,EF,45
MR,easy,O0ngZJhb9l,pool34,FR,55
MS,medium,O0ngZJhb9l,pool34,ME,100
MS,medium,O0ngZJhb9l,pool34,PH,90
MS,medium,O0ngZJhb9l,pool34,TI,100
MS,medium,O0ngZJhb9l,pool34,PE,75
MS,medium,O0ngZJhb9l,pool34,EF,100
MS,medium,O0ngZJhb9l,pool34,FR,100
ST,hard,O0ngZJhb9l,pool34,ME,100
ST,hard,O0ngZJhb9l,pool34,PH,90
ST,hard,O0ngZJhb9l,pool34,TI,100
ST,hard,O0ngZJhb9l,pool34,PE,93
ST,hard,O0ngZJhb9l,pool34,EF,100
ST,hard,O0ngZJhb9l,pool34,FR,95
ST,easy,O0ngZJhb9l,pool34,ME,90
ST,easy,O0ngZJhb9l,pool34,PH,65
ST,easy,O0ngZJhb9l,pool34,TI,65
ST,easy,O0ngZJhb9l,pool34,PE,26
ST,easy,O0ngZJhb9l,pool34,EF,85
ST,easy,O0ngZJhb9l,pool34,FR,15
MS,hard,O0ngZJhb9l,pool34,ME,100
MS,hard,O0ngZJhb9l,pool34,PH,92
MS,hard,O0ngZJhb9l,pool34,TI,100
MS,hard,O0ngZJhb9l,pool34,PE,88
MS,hard,O0ngZJhb9l,pool34,EF,100
MS,hard,O0ngZJhb9l,pool34,FR,100
MR,medium,O0ngZJhb9l,pool34,ME,60
MR,medium,O0ngZJhb9l,pool34,PH,15
MR,medium,O0ngZJhb9l,pool34,TI,6
MR,medium,O0ngZJhb9l,pool34,PE,90
MR,medium,O0ngZJhb9l,pool34,EF,40
MR,medium,O0ngZJhb9l,pool34,FR,74
MR,easy,ttxEdLIMGM,pool34,ME,75
MR,easy,ttxEdLIMGM,pool34,PH,44
MR,easy,ttxEdLIMGM,pool34,TI,70
MR,easy,ttxEdLIMGM,pool34,PE,60
MR,easy,ttxEdLIMGM,pool34,EF,60
MR,easy,ttxEdLIMGM,pool34,FR,65
ST,easy,ttxEdLIMGM,pool34,ME,39
ST,easy,ttxEdLIMGM,pool34,PH,36
ST,easy,ttxEdLIMGM,pool34,TI,34
ST,easy,ttxEdLIMGM,pool34,PE,10
ST,easy,ttxEdLIMGM,pool34,EF,50
ST,easy,ttxEdLIMGM,pool34,FR,30
MS,hard,ttxEdLIMGM,pool34,ME,95
MS,hard,ttxEdLIMGM,pool34,PH,69
MS,hard,ttxEdLIMGM,pool34,TI,100
MS,hard,ttxEdLIMGM,pool34,PE,60
MS,hard,ttxEdLIMGM,pool34,EF,100
MS,hard,ttxEdLIMGM,pool34,FR,99
MS,medium,ttxEdLIMGM,pool34,ME,74
MS,medium,ttxEdLIMGM,pool34,PH,50
MS,medium,ttxEdLIMGM,pool34,TI,70
MS,medium,ttxEdLIMGM,pool34,PE,25
MS,medium,ttxEdLIMGM,pool34,EF,75
MS,medium,ttxEdLIMGM,pool34,FR,75
ST,hard,ttxEdLIMGM,pool34,ME,99
ST,hard,ttxEdLIMGM,pool34,PH,75
ST,hard,ttxEdLIMGM,pool34,TI,100
ST,hard,ttxEdLIMGM,pool34,PE,50
ST,hard,ttxEdLIMGM,pool34,EF,99
ST,hard,ttxEdLIMGM,pool34,FR,99
ST,medium,ttxEdLIMGM,pool34,ME,90
ST,medium,ttxEdLIMGM,pool34,PH,75
ST,medium,ttxEdLIMGM,pool34,TI,90
ST,medium,ttxEdLIMGM,pool34,PE,56
ST,medium,ttxEdLIMGM,pool34,EF,90
ST,medium,ttxEdLIMGM,pool34,FR,89
MR,hard,ttxEdLIMGM,pool34,ME,100
MR,hard,ttxEdLIMGM,pool34,PH,75
MR,hard,ttxEdLIMGM,pool34,TI,90
MR,hard,ttxEdLIMGM,pool34,PE,65
MR,hard,ttxEdLIMGM,pool34,EF,100
MR,hard,ttxEdLIMGM,pool34,FR,95
MR,medium,ttxEdLIMGM,pool34,ME,100
MR,medium,ttxEdLIMGM,pool34,PH,71
MR,medium,ttxEdLIMGM,pool34,TI,75
MR,medium,ttxEdLIMGM,pool34,PE,66
MR,medium,ttxEdLIMGM,pool34,EF,100
MR,medium,ttxEdLIMGM,pool34,FR,100
MS,easy,ttxEdLIMGM,pool34,ME,80
MS,easy,ttxEdLIMGM,pool34,PH,75
MS,easy,ttxEdLIMGM,pool34,TI,79
MS,easy,ttxEdLIMGM,pool34,PE,30
MS,easy,ttxEdLIMGM,pool34,EF,80
MS,easy,ttxEdLIMGM,pool34,FR,75
ST,hard,pevbr5tS1I,pool34,ME,81
ST,hard,pevbr5tS1I,pool34,PH,21
ST,hard,pevbr5tS1I,pool34,TI,96
ST,hard,pevbr5tS1I,pool34,PE,62
ST,hard,pevbr5tS1I,pool34,EF,79
ST,hard,pevbr5tS1I,pool34,FR,92
MR,easy,pevbr5tS1I,pool34,ME,69
MR,easy,pevbr5tS1I,pool34,PH,19
MR,easy,pevbr5tS1I,pool34,TI,64
MR,easy,pevbr5tS1I,pool34,PE,38
MR,easy,pevbr5tS1I,pool34,EF,75
MR,easy,pevbr5tS1I,pool34,FR,73
ST,medium,pevbr5tS1I,pool34,ME,87
ST,medium,pevbr5tS1I,pool34,PH,15
ST,medium,pevbr5tS1I,pool34,TI,95
ST,medium,pevbr5tS1I,pool34,PE,38
ST,medium,pevbr5tS1I,pool34,EF,78
ST,medium,pevbr5tS1I,pool34,FR,83
MS,easy,pevbr5tS1I,pool34,ME,40
MS,easy,pevbr5tS1I,pool34,PH,28
MS,easy,pevbr5tS1I,pool34,TI,48
MS,easy,pevbr5tS1I,pool34,PE,3
MS,easy,pevbr5tS1I,pool34,EF,33
MS,easy,pevbr5tS1I,pool34,FR,10
MS,hard,pevbr5tS1I,pool34,ME,87
MS,hard,pevbr5tS1I,pool34,PH,24
MS,hard,pevbr5tS1I,pool34,TI,98
MS,hard,pevbr5tS1I,pool34,PE,79
MS,hard,pevbr5tS1I,pool34,EF,91
MS,hard,pevbr5tS1I,pool34,FR,82
MR,hard,pevbr5tS1I,pool34,ME,67
MR,hard,pevbr5tS1I,pool34,PH,12
MR,hard,pevbr5tS1I,pool34,TI,58
MR,hard,pevbr5tS1I,pool34,PE,46
MR,hard,pevbr5tS1I,pool34,EF,63
MR,hard,pevbr5tS1I,pool34,FR,68
ST,easy,pevbr5tS1I,pool34,ME,22
ST,easy,pevbr5tS1I,pool34,PH,16
ST,easy,pevbr5tS1I,pool34,TI,59
ST,easy,pevbr5tS1I,pool34,PE,3
ST,easy,pevbr5tS1I,pool34,EF,43
ST,easy,pevbr5tS1I,pool34,FR,54
MR,medium,pevbr5tS1I,pool34,ME,73
MR,medium,pevbr5tS1I,pool34,PH,13
MR,medium,pevbr5tS1I,pool34,TI,71
MR,medium,pevbr5tS1I,pool34,PE,42
MR,medium,pevbr5tS1I,pool34,EF,67
MR,medium,pevbr5tS1I,pool34,FR,72
MS,medium,pevbr5tS1I,pool34,ME,42
MS,medium,pevbr5tS1I,pool34,PH,18
MS,medium,pevbr5tS1I,pool34,TI,68
MS,medium,pevbr5tS1I,pool34,PE,8
MS,medium,pevbr5tS1I,pool34,EF,72
MS,medium,pevbr5tS1I,pool34,FR,66
MS,easy,zMSGYZOzxF,pool34,ME,40
MS,easy,zMSGYZOzxF,pool34,PH,35
MS,easy,zMSGYZOzxF,pool34,TI,70
MS,easy,zMSGYZOzxF,pool34,PE,0
MS,easy,zMSGYZOzxF,pool34,EF,60
MS,easy,zMSGYZOzxF,pool34,FR,84
ST,medium,zMSGYZOzxF,pool34,ME,90
ST,medium,zMSGYZOzxF,pool34,PH,90
ST,medium,zMSGYZOzxF,pool34,TI,100
ST,medium,zMSGYZOzxF,pool34,PE,60
ST,medium,zMSGYZOzxF,pool34,EF,100
ST,medium,zMSGYZOzxF,pool34,FR,100
MS,hard,zMSGYZOzxF,pool34,ME,100
MS,hard,zMSGYZOzxF,pool34,PH,100
MS,hard,zMSGYZOzxF,pool34,TI,100
MS,hard,zMSGYZOzxF,pool34,PE,95
MS,hard,zMSGYZOzxF,pool34,EF,100
MS,hard,zMSGYZOzxF,pool34,FR,100
MS,medium,zMSGYZOzxF,pool34,ME,90
MS,medium,zMSGYZOzxF,pool34,PH,90
MS,medium,zMSGYZOzxF,pool34,TI,95
MS,medium,zMSGYZOzxF,pool34,PE,50
MS,medium,zMSGYZOzxF,pool34,EF,100
MS,medium,zMSGYZOzxF,pool34,FR,95
ST,easy,zMSGYZOzxF,pool34,ME,65
ST,easy,zMSGYZOzxF,pool34,PH,75
ST,easy,zMSGYZOzxF,pool34,TI,30
ST,easy,zMSGYZOzxF,pool34,PE,0
ST,easy,zMSGYZOzxF,pool34,EF,85
ST,easy,zMSGYZOzxF,pool34,FR,70
MR,hard,zMSGYZOzxF,pool34,ME,99
MR,hard,zMSGYZOzxF,pool34,PH,99
MR,hard,zMSGYZOzxF,pool34,TI,10
MR,hard,zMSGYZOzxF,pool34,PE,75
MR,hard,zMSGYZOzxF,pool34,EF,85
MR,hard,zMSGYZOzxF,pool34,FR,100
ST,hard,zMSGYZOzxF,pool34,ME,99
ST,hard,zMSGYZOzxF,pool34,PH,99
ST,hard,zMSGYZOzxF,pool34,TI,99
ST,hard,zMSGYZOzxF,pool34,PE,90
ST,hard,zMSGYZOzxF,pool34,EF,100
ST,hard,zMSGYZOzxF,pool34,FR,100
MR,medium,zMSGYZOzxF,pool34,ME,95
MR,medium,zMSGYZOzxF,pool34,PH,95
MR,medium,zMSGYZOzxF,pool34,TI,10
MR,medium,zMSGYZOzxF,pool34,PE,50
MR,medium,zMSGYZOzxF,pool34,EF,100
MR,medium,zMSGYZOzxF,pool34,FR,100
MR,easy,zMSGYZOzxF,pool34,ME,90
MR,easy,zMSGYZOzxF,pool34,PH,90
MR,easy,zMSGYZOzxF,pool34,TI,20
MR,easy,zMSGYZOzxF,pool34,PE,50
MR,easy,zMSGYZOzxF,pool34,EF,100
MR,easy,zMSGYZOzxF,pool34,FR,100
MS,easy,FgaXoRhEpQ,pool34,ME,0
MS,easy,FgaXoRhEpQ,pool34,PH,0
MS,easy,FgaXoRhEpQ,pool34,TI,0
MS,easy,FgaXoRhEpQ,pool34,PE,0
MS,easy,FgaXoRhEpQ,pool34,EF,0
MS,easy,FgaXoRhEpQ,pool34,FR,0
MR,hard,FgaXoRhEpQ,pool34,ME,70
MR,hard,FgaXoRhEpQ,pool34,PH,0
MR,hard,FgaXoRhEpQ,pool34,TI,0
MR,hard,FgaXoRhEpQ,pool34,PE,90
MR,hard,FgaXoRhEpQ,pool34,EF,30
MR,hard,FgaXoRhEpQ,pool34,FR,20
ST,hard,FgaXoRhEpQ,pool34,ME,1
ST,hard,FgaXoRhEpQ,pool34,PH,0
ST,hard,FgaXoRhEpQ,pool34,TI,99
ST,hard,FgaXoRhEpQ,pool34,PE,100
ST,hard,FgaXoRhEpQ,pool34,EF,5
ST,hard,FgaXoRhEpQ,pool34,FR,91
MR,easy,FgaXoRhEpQ,pool34,ME,5
MR,easy,FgaXoRhEpQ,pool34,PH,0
MR,easy,FgaXoRhEpQ,pool34,TI,0
MR,easy,FgaXoRhEpQ,pool34,PE,10
MR,easy,FgaXoRhEpQ,pool34,EF,5
MR,easy,FgaXoRhEpQ,pool34,FR,1
ST,medium,FgaXoRhEpQ,pool34,ME,1
ST,medium,FgaXoRhEpQ,pool34,PH,0
ST,medium,FgaXoRhEpQ,pool34,TI,90
ST,medium,FgaXoRhEpQ,pool34,PE,45
ST,medium,FgaXoRhEpQ,pool34,EF,0
ST,medium,FgaXoRhEpQ,pool34,FR,35
MS,hard,FgaXoRhEpQ,pool34,ME,15
MS,hard,FgaXoRhEpQ,pool34,PH,1
MS,hard,FgaXoRhEpQ,pool34,TI,90
MS,hard,FgaXoRhEpQ,pool34,PE,95
MS,hard,FgaXoRhEpQ,pool34,EF,15
MS,hard,FgaXoRhEpQ,pool34,FR,95
MS,medium,FgaXoRhEpQ,pool34,ME,10
MS,medium,FgaXoRhEpQ,pool34,PH,1
MS,medium,FgaXoRhEpQ,pool34,TI,90
MS,medium,FgaXoRhEpQ,pool34,PE,94
MS,medium,FgaXoRhEpQ,pool34,EF,20
MS,medium,FgaXoRhEpQ,pool34,FR,80
ST,easy,FgaXoRhEpQ,pool34,ME,3
ST,easy,FgaXoRhEpQ,pool34,PH,0
ST,easy,FgaXoRhEpQ,pool34,TI,10
ST,easy,FgaXoRhEpQ,pool34,PE,10
ST,easy,FgaXoRhEpQ,pool34,EF,2
ST,easy,FgaXoRhEpQ,pool34,FR,5
MR,medium,FgaXoRhEpQ,pool34,ME,11
MR,medium,FgaXoRhEpQ,pool34,PH,0
MR,medium,FgaXoRhEpQ,pool34,TI,0
MR,medium,FgaXoRhEpQ,pool34,PE,55
MR,medium,FgaXoRhEpQ,pool34,EF,5
MR,medium,FgaXoRhEpQ,pool34,FR,0
MS,hard,V4epNAqh9h,pool34,ME,54
MS,hard,V4epNAqh9h,pool34,PH,4
MS,hard,V4epNAqh9h,pool34,TI,70
MS,hard,V4epNAqh9h,pool34,PE,75
MS,hard,V4epNAqh9h,pool34,EF,69
MS,hard,V4epNAqh9h,pool34,FR,57
ST,easy,V4epNAqh9h,pool34,ME,0
ST,easy,V4epNAqh9h,pool34,PH,0
ST,easy,V4epNAqh9h,pool34,TI,0
ST,easy,V4epNAqh9h,pool34,PE,0
ST,easy,V4epNAqh9h,pool34,EF,0
ST,easy,V4epNAqh9h,pool34,FR,0
ST,hard,V4epNAqh9h,pool34,ME,85
ST,hard,V4epNAqh9h,pool34,PH,2
ST,hard,V4epNAqh9h,pool34,TI,96
ST,hard,V4epNAqh9h,pool34,PE,61
ST,hard,V4epNAqh9h,pool34,EF,70
ST,hard,V4epNAqh9h,pool34,FR,4
MR,hard,V4epNAqh9h,pool34,ME,90
MR,hard,V4epNAqh9h,pool34,PH,3
MR,hard,V4epNAqh9h,pool34,TI,1
MR,hard,V4epNAqh9h,pool34,PE,90
MR,hard,V4epNAqh9h,pool34,EF,64
MR,hard,V4epNAqh9h,pool34,FR,50
MS,easy,V4epNAqh9h,pool34,ME,2
MS,easy,V4epNAqh9h,pool34,PH,25
MS,easy,V4epNAqh9h,pool34,TI,1
MS,easy,V4epNAqh9h,pool34,PE,1
MS,easy,V4epNAqh9h,pool34,EF,28
MS,easy,V4epNAqh9h,pool34,FR,38
MR,medium,V4epNAqh9h,pool34,ME,43
MR,medium,V4epNAqh9h,pool34,PH,2
MR,medium,V4epNAqh9h,pool34,TI,6
MR,medium,V4epNAqh9h,pool34,PE,84
MR,medium,V4epNAqh9h,pool34,EF,59
MR,medium,V4epNAqh9h,pool34,FR,46
ST,medium,V4epNAqh9h,pool34,ME,53
ST,medium,V4epNAqh9h,pool34,PH,3
ST,medium,V4epNAqh9h,pool34,TI,72
ST,medium,V4epNAqh9h,pool34,PE,80
ST,medium,V4epNAqh9h,pool34,EF,75
ST,medium,V4epNAqh9h,pool34,FR,61
MR,easy,V4epNAqh9h,pool34,ME,18
MR,easy,V4epNAqh9h,pool34,PH,3
MR,easy,V4epNAqh9h,pool34,TI,2
MR,easy,V4epNAqh9h,pool34,PE,66
MR,easy,V4epNAqh9h,pool34,EF,64
MR,easy,V4epNAqh9h,pool34,FR,65
MS,medium,V4epNAqh9h,pool34,ME,55
MS,medium,V4epNAqh9h,pool34,PH,28
MS,medium,V4epNAqh9h,pool34,TI,42
MS,medium,V4epNAqh9h,pool34,PE,68
MS,medium,V4epNAqh9h,pool34,EF,61
MS,medium,V4epNAqh9h,pool34,FR,59
ST,hard,7s1EYKyluI,pool34,ME,80
ST,hard,7s1EYKyluI,pool34,PH,55
ST,hard,7s1EYKyluI,pool34,TI,90
ST,hard,7s1EYKyluI,pool34,PE,55
ST,hard,7s1EYKyluI,pool34,EF,79
ST,hard,7s1EYKyluI,pool34,FR,25
MS,easy,7s1EYKyluI,pool34,ME,50
MS,easy,7s1EYKyluI,pool34,PH,30
MS,easy,7s1EYKyluI,pool34,TI,30
MS,easy,7s1EYKyluI,pool34,PE,0
MS,easy,7s1EYKyluI,pool34,EF,50
MS,easy,7s1EYKyluI,pool34,FR,20
MR,hard,7s1EYKyluI,pool34,ME,65
MR,hard,7s1EYKyluI,pool34,PH,30
MR,hard,7s1EYKyluI,pool34,TI,15
MR,hard,7s1EYKyluI,pool34,PE,50
MR,hard,7s1EYKyluI,pool34,EF,75
MR,hard,7s1EYKyluI,pool34,FR,15
MS,hard,7s1EYKyluI,pool34,ME,100
MS,hard,7s1EYKyluI,pool34,PH,15
MS,hard,7s1EYKyluI,pool34,TI,100
MS,hard,7s1EYKyluI,pool34,PE,70
MS,hard,7s1EYKyluI,pool34,EF,100
MS,hard,7s1EYKyluI,pool34,FR,0
MR,easy,7s1EYKyluI,pool34,ME,99
MR,easy,7s1EYKyluI,pool34,PH,100
MR,easy,7s1EYKyluI,pool34,TI,45
MR,easy,7s1EYKyluI,pool34,PE,50
MR,easy,7s1EYKyluI,pool34,EF,100
MR,easy,7s1EYKyluI,pool34,FR,0
ST,medium,7s1EYKyluI,pool34,ME,100
ST,medium,7s1EYKyluI,pool34,PH,0
ST,medium,7s1EYKyluI,pool34,TI,100
ST,medium,7s1EYKyluI,pool34,PE,50
ST,medium,7s1EYKyluI,pool34,EF,100
ST,medium,7s1EYKyluI,pool34,FR,0
MR,medium,7s1EYKyluI,pool34,ME,99
MR,medium,7s1EYKyluI,pool34,PH,100
MR,medium,7s1EYKyluI,pool34,TI,10
MR,medium,7s1EYKyluI,pool34,PE,50
MR,medium,7s1EYKyluI,pool34,EF,99
MR,medium,7s1EYKyluI,pool34,FR,0
ST,easy,7s1EYKyluI,pool34,ME,65
ST,easy,7s1EYKyluI,pool34,PH,0
ST,easy,7s1EYKyluI,pool34,TI,99
ST,easy,7s1EYKyluI,pool34,PE,0
ST,easy,7s1EYKyluI,pool34,EF,100
ST,easy,7s1EYKyluI,pool34,FR,0
MS,medium,7s1EYKyluI,pool34,ME,99
MS,medium,7s1EYKyluI,pool34,PH,1
MS,medium,7s1EYKyluI,pool34,TI,100
MS,medium,7s1EYKyluI,pool34,PE,75
MS,medium,7s1EYKyluI,pool34,EF,99
MS,medium,7s1EYKyluI,pool34,FR,1
ST,hard,GxpGXkXK8v,pool34,ME,84
ST,hard,GxpGXkXK8v,pool34,PH,85
ST,hard,GxpGXkXK8v,pool34,TI,99
ST,hard,GxpGXkXK8v,pool34,PE,50
ST,hard,GxpGXkXK8v,pool34,EF,93
ST,hard,GxpGXkXK8v,pool34,FR,65
MS,medium,GxpGXkXK8v,pool34,ME,83
MS,medium,GxpGXkXK8v,pool34,PH,94
MS,medium,GxpGXkXK8v,pool34,TI,49
MS,medium,GxpGXkXK8v,pool34,PE,46
MS,medium,GxpGXkXK8v,pool34,EF,75
MS,medium,GxpGXkXK8v,pool34,FR,52
ST,medium,GxpGXkXK8v,pool34,ME,56
ST,medium,GxpGXkXK8v,pool34,PH,72
ST,medium,GxpGXkXK8v,pool34,TI,59
ST,medium,GxpGXkXK8v,pool34,PE,28
ST,medium,GxpGXkXK8v,pool34,EF,75
ST,medium,GxpGXkXK8v,pool34,FR,46
ST,easy,GxpGXkXK8v,pool34,ME,34
ST,easy,GxpGXkXK8v,pool34,PH,34
ST,easy,GxpGXkXK8v,pool34,TI,46
ST,easy,GxpGXkXK8v,pool34,PE,0
ST,easy,GxpGXkXK8v,pool34,EF,51
ST,easy,GxpGXkXK8v,pool34,FR,7
MR,easy,GxpGXkXK8v,pool34,ME,35
MR,easy,GxpGXkXK8v,pool34,PH,35
MR,easy,GxpGXkXK8v,pool34,TI,42
MR,easy,GxpGXkXK8v,pool34,PE,5
MR,easy,GxpGXkXK8v,pool34,EF,45
MR,easy,GxpGXkXK8v,pool34,FR,25
MS,hard,GxpGXkXK8v,pool34,ME,100
MS,hard,GxpGXkXK8v,pool34,PH,100
MS,hard,GxpGXkXK8v,pool34,TI,100
MS,hard,GxpGXkXK8v,pool34,PE,88
MS,hard,GxpGXkXK8v,pool34,EF,98
MS,hard,GxpGXkXK8v,pool34,FR,99
MR,hard,GxpGXkXK8v,pool34,ME,73
MR,hard,GxpGXkXK8v,pool34,PH,75
MR,hard,GxpGXkXK8v,pool34,TI,46
MR,hard,GxpGXkXK8v,pool34,PE,30
MR,hard,GxpGXkXK8v,pool34,EF,75
MR,hard,GxpGXkXK8v,pool34,FR,54
MR,medium,GxpGXkXK8v,pool34,ME,78
MR,medium,GxpGXkXK8v,pool34,PH,76
MR,medium,GxpGXkXK8v,pool34,TI,67
MR,medium,GxpGXkXK8v,pool34,PE,17
MR,medium,GxpGXkXK8v,pool34,EF,63
MR,medium,GxpGXkXK8v,pool34,FR,49
MS,easy,GxpGXkXK8v,pool34,ME,67
MS,easy,GxpGXkXK8v,pool34,PH,63
MS,easy,GxpGXkXK8v,pool34,TI,64
MS,easy,GxpGXkXK8v,pool34,PE,43
MS,easy,GxpGXkXK8v,pool34,EF,64
MS,easy,GxpGXkXK8v,pool34,FR,30
ST,easy,W98TU3XJxb,pool34,ME,30
ST,easy,W98TU3XJxb,pool34,PH,10
ST,easy,W98TU3XJxb,pool34,TI,55
ST,easy,W98TU3XJxb,pool34,PE,0
ST,easy,W98TU3XJxb,pool34,EF,30
ST,easy,W98TU3XJxb,pool34,FR,50
MR,easy,W98TU3XJxb,pool34,ME,81
MR,easy,W98TU3XJxb,pool34,PH,49
MR,easy,W98TU3XJxb,pool34,TI,50
MR,easy,W98TU3XJxb,pool34,PE,45
MR,easy,W98TU3XJxb,pool34,EF,74
MR,easy,W98TU3XJxb,pool34,FR,80
ST,medium,W98TU3XJxb,pool34,ME,84
ST,medium,W98TU3XJxb,pool34,PH,70
ST,medium,W98TU3XJxb,pool34,TI,95
ST,medium,W98TU3XJxb,pool34,PE,45
ST,medium,W98TU3XJxb,pool34,EF,80
ST,medium,W98TU3XJxb,pool34,FR,85
MR,medium,W98TU3XJxb,pool34,ME,75
MR,medium,W98TU3XJxb,pool34,PH,75
MR,medium,W98TU3XJxb,pool34,TI,54
MR,medium,W98TU3XJxb,pool34,PE,35
MR,medium,W98TU3XJxb,pool34,EF,85
MR,medium,W98TU3XJxb,pool34,FR,90
MS,easy,W98TU3XJxb,pool34,ME,10
MS,easy,W98TU3XJxb,pool34,PH,21
MS,easy,W98TU3XJxb,pool34,TI,25
MS,easy,W98TU3XJxb,pool34,PE,10
MS,easy,W98TU3XJxb,pool34,EF,38
MS,easy,W98TU3XJxb,pool34,FR,20
ST,hard,W98TU3XJxb,pool34,ME,89
ST,hard,W98TU3XJxb,pool34,PH,88
ST,hard,W98TU3XJxb,pool34,TI,66
ST,hard,W98TU3XJxb,pool34,PE,50
ST,hard,W98TU3XJxb,pool34,EF,85
ST,hard,W98TU3XJxb,pool34,FR,86
MS,medium,W98TU3XJxb,pool34,ME,70
MS,medium,W98TU3XJxb,pool34,PH,70
MS,medium,W98TU3XJxb,pool34,TI,74
MS,medium,W98TU3XJxb,pool34,PE,30
MS,medium,W98TU3XJxb,pool34,EF,74
MS,medium,W98TU3XJxb,pool34,FR,55
MS,hard,W98TU3XJxb,pool34,ME,95
MS,hard,W98TU3XJxb,pool34,PH,90
MS,hard,W98TU3XJxb,pool34,TI,90
MS,hard,W98TU3XJxb,pool34,PE,10
MS,hard,W98TU3XJxb,pool34,EF,90
MS,hard,W98TU3XJxb,pool34,FR,50
MR,hard,W98TU3XJxb,pool34,ME,80
MR,hard,W98TU3XJxb,pool34,PH,80
MR,hard,W98TU3XJxb,pool34,TI,80
MR,hard,W98TU3XJxb,pool34,PE,42
MR,hard,W98TU3XJxb,pool34,EF,90
MR,hard,W98TU3XJxb,pool34,FR,86
MS,easy,yWB1eDgHxE,pool34,ME,25
MS,easy,yWB1eDgHxE,pool34,PH,11
MS,easy,yWB1eDgHxE,pool34,TI,25
MS,easy,yWB1eDgHxE,pool34,PE,4
MS,easy,yWB1eDgHxE,pool34,EF,25
MS,easy,yWB1eDgHxE,pool34,FR,14
MR,easy,yWB1eDgHxE,pool34,ME,10
MR,easy,yWB1eDgHxE,pool34,PH,4
MR,easy,yWB1eDgHxE,pool34,TI,5
MR,easy,yWB1eDgHxE,pool34,PE,0
MR,easy,yWB1eDgHxE,pool34,EF,15
MR,easy,yWB1eDgHxE,pool34,FR,5
ST,medium,yWB1eDgHxE,pool34,ME,49
ST,medium,yWB1eDgHxE,pool34,PH,31
ST,medium,yWB1eDgHxE,pool34,TI,70
ST,medium,yWB1eDgHxE,pool34,PE,26
