correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial,id
right,images/base/12_b.png,images/combined/12_b_x_45_y_0_z_270.png,right,1,2.0646,MR,medium,15,YuaQwhP1ZU
right,images/base/9_a.png,images/combined/9_a_x_315_y_0_z_270.png,left,0,1.1526,MR,medium,16,YuaQwhP1ZU
left,images/base/7_b.png,images/combined/7_a_x_270_y_0_z_90.png,left,1,6.8282,MR,hard,1,YuaQwhP1ZU
right,images/base/14_a.png,images/combined/14_a_x_90_y_0_z_270.png,right,1,3.8499,MR,hard,2,YuaQwhP1ZU
left,images/base/12_a.png,images/combined/12_b_x_90_y_0_z_90.png,right,0,3.6759,MR,hard,3,YuaQwhP1ZU
left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_90.png,right,0,1.5066,MR,hard,4,YuaQwhP1ZU
right,images/base/5_b.png,images/combined/5_b_x_270_y_0_z_270.png,right,1,1.8719,MR,hard,5,YuaQwhP1ZU
left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_90.png,right,0,1.3219,MR,hard,6,YuaQwhP1ZU
left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_90.png,right,0,1.0339,MR,hard,7,YuaQwhP1ZU
right,images/base/6_a.png,images/combined/6_a_x_90_y_0_z_90.png,right,1,3.7311,MR,hard,8,YuaQwhP1ZU
right,images/base/8_a.png,images/combined/8_a_x_90_y_0_z_270.png,right,1,6.8655,MR,hard,9,YuaQwhP1ZU
right,images/base/9_b.png,images/combined/9_b_x_90_y_0_z_90.png,left,0,8.0279,MR,hard,10,YuaQwhP1ZU
right,images/base/15_b.png,images/combined/15_b_x_270_y_0_z_90.png,left,0,1.0922,MR,hard,11,YuaQwhP1ZU
left,images/base/11_a.png,images/combined/11_b_x_270_y_0_z_90.png,right,0,0.817,MR,hard,12,YuaQwhP1ZU
left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_90.png,right,0,8.9461,MR,hard,13,YuaQwhP1ZU
left,images/base/2_a.png,images/combined/2_b_x_270_y_0_z_90.png,left,1,7.0937,MR,hard,14,YuaQwhP1ZU
left,images/base/3_b.png,images/combined/3_a_x_270_y_0_z_270.png,left,1,2.7763,MR,hard,15,YuaQwhP1ZU
right,images/base/10_b.png,images/combined/10_b_x_270_y_0_z_90.png,right,1,1.9242,MR,hard,16,YuaQwhP1ZU
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,5.7299,MR,easy,1,2vlCeeOoXs
right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_45.png,right,1,7.5398,MR,easy,2,2vlCeeOoXs
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,4.6751,MR,easy,3,2vlCeeOoXs
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,5.7122,MR,easy,4,2vlCeeOoXs
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_315.png,left,1,7.1894,MR,easy,5,2vlCeeOoXs
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_315.png,right,1,4.3947,MR,easy,6,2vlCeeOoXs
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_315.png,right,1,3.1418,MR,easy,7,2vlCeeOoXs
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_45.png,left,1,8.0979,MR,easy,8,2vlCeeOoXs
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,2.6493,MR,easy,9,2vlCeeOoXs
right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_45.png,left,0,10.2146,MR,easy,10,2vlCeeOoXs
left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,5.8037,MR,easy,11,2vlCeeOoXs
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,left,0,5.8954,MR,easy,12,2vlCeeOoXs
left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_45.png,left,1,3.0293,MR,easy,13,2vlCeeOoXs
right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_45.png,right,1,3.7601,MR,easy,14,2vlCeeOoXs
right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_315.png,right,1,2.2994,MR,easy,15,2vlCeeOoXs
right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_315.png,right,1,2.7937,MR,easy,16,2vlCeeOoXs
right,images/base/15_b.png,images/combined/15_b_x_315_y_0_z_90.png,left,0,12.1044,MR,medium,1,2vlCeeOoXs
right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_90.png,right,1,1.0269,MR,medium,2,2vlCeeOoXs
right,images/base/10_b.png,images/combined/10_b_x_315_y_0_z_270.png,left,0,0.3348,MR,medium,3,2vlCeeOoXs
left,images/base/4_b.png,images/combined/4_a_x_45_y_0_z_270.png,right,0,0.2989,MR,medium,4,2vlCeeOoXs
right,images/base/5_b.png,images/combined/5_b_x_45_y_0_z_90.png,left,0,0.2504,MR,medium,5,2vlCeeOoXs
right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_270.png,left,0,0.3332,MR,medium,6,2vlCeeOoXs
right,images/base/8_b.png,images/combined/8_b_x_315_y_0_z_90.png,left,0,0.582,MR,medium,7,2vlCeeOoXs
right,images/base/7_b.png,images/combined/7_b_x_45_y_0_z_270.png,right,1,0.4347,MR,medium,8,2vlCeeOoXs
left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,right,0,0.2677,MR,medium,9,2vlCeeOoXs
right,images/base/12_b.png,images/combined/12_b_x_315_y_0_z_90.png,left,0,0.2838,MR,medium,10,2vlCeeOoXs
left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_270.png,left,1,0.4324,MR,medium,11,2vlCeeOoXs
left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_270.png,left,1,0.2179,MR,medium,12,2vlCeeOoXs
left,images/base/16_a.png,images/combined/16_b_x_315_y_0_z_270.png,left,1,0.2218,MR,medium,13,2vlCeeOoXs
left,images/base/14_b.png,images/combined/14_a_x_45_y_0_z_90.png,left,1,0.2511,MR,medium,14,2vlCeeOoXs
right,images/base/2_b.png,images/combined/2_b_x_45_y_0_z_90.png,left,0,0.2322,MR,medium,15,2vlCeeOoXs
right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_270.png,left,0,0.2506,MR,medium,16,2vlCeeOoXs
left,images/base/2_b.png,images/combined/2_a_x_270_y_0_z_90.png,right,0,7.0121,MR,hard,1,2vlCeeOoXs
right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_270.png,right,1,3.614,MR,hard,2,2vlCeeOoXs
right,images/base/8_a.png,images/combined/8_a_x_270_y_0_z_270.png,left,0,8.3745,MR,hard,3,2vlCeeOoXs
right,images/base/9_b.png,images/combined/9_b_x_90_y_0_z_270.png,left,0,6.2585,MR,hard,4,2vlCeeOoXs
right,images/base/5_b.png,images/combined/5_b_x_90_y_0_z_90.png,left,0,4.8147,MR,hard,5,2vlCeeOoXs
left,images/base/3_a.png,images/combined/3_b_x_90_y_0_z_90.png,left,1,7.9547,MR,hard,6,2vlCeeOoXs
right,images/base/14_b.png,images/combined/14_b_x_270_y_0_z_90.png,right,1,5.55,MR,hard,7,2vlCeeOoXs
left,images/base/4_b.png,images/combined/4_a_x_270_y_0_z_270.png,left,1,6.6456,MR,hard,8,2vlCeeOoXs
right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_270.png,left,0,5.2306,MR,hard,9,2vlCeeOoXs
left,images/base/1_b.png,images/combined/1_a_x_270_y_0_z_90.png,right,0,4.005,MR,hard,10,2vlCeeOoXs
left,images/base/15_a.png,images/combined/15_b_x_90_y_0_z_270.png,left,1,5.971,MR,hard,11,2vlCeeOoXs
right,images/base/7_b.png,images/combined/7_b_x_270_y_0_z_90.png,left,0,4.5071,MR,hard,12,2vlCeeOoXs
right,images/base/10_b.png,images/combined/10_b_x_90_y_0_z_90.png,left,0,3.3816,MR,hard,13,2vlCeeOoXs
left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_270.png,left,1,21.1105,MR,hard,14,2vlCeeOoXs
right,images/base/13_b.png,images/combined/13_b_x_270_y_0_z_90.png,left,0,3.796,MR,hard,15,2vlCeeOoXs
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,left,0,2.7184,MR,hard,16,2vlCeeOoXs
right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_315.png,right,1,3.9668,MR,easy,1,KCZtWafWV1
right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_45.png,right,1,4.9408,MR,easy,2,KCZtWafWV1
right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_315.png,right,1,10.0371,MR,easy,3,KCZtWafWV1
right,images/base/13_b.png,images/combined/13_b_x_0_y_0_z_45.png,right,1,3.9064,MR,easy,4,KCZtWafWV1
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_45.png,left,1,4.6631,MR,easy,5,KCZtWafWV1
left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_45.png,left,1,5.2193,MR,easy,6,KCZtWafWV1
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_315.png,right,1,2.4191,MR,easy,7,KCZtWafWV1
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_45.png,right,0,4.9981,MR,easy,8,KCZtWafWV1
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,left,1,6.2353,MR,easy,9,KCZtWafWV1
right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_315.png,right,1,3.1178,MR,easy,10,KCZtWafWV1
left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_45.png,left,1,5.0861,MR,easy,11,KCZtWafWV1
left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_45.png,left,1,5.3529,MR,easy,12,KCZtWafWV1
left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_45.png,left,1,7.5353,MR,easy,13,KCZtWafWV1
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,3.4168,MR,easy,14,KCZtWafWV1
right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_45.png,right,1,3.2693,MR,easy,15,KCZtWafWV1
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,3.1696,MR,easy,16,KCZtWafWV1
right,images/base/3_b.png,images/combined/3_b_x_315_y_0_z_270.png,right,1,13.806,MR,medium,1,KCZtWafWV1
left,images/base/11_b.png,images/combined/11_a_x_315_y_0_z_270.png,left,1,5.597,MR,medium,2,KCZtWafWV1
right,images/base/12_b.png,images/combined/12_b_x_45_y_0_z_270.png,right,1,4.4838,MR,medium,3,KCZtWafWV1
left,images/base/6_a.png,images/combined/6_b_x_315_y_0_z_270.png,right,0,5.6677,MR,medium,4,KCZtWafWV1
right,images/base/15_b.png,images/combined/15_b_x_315_y_0_z_90.png,right,1,8.6868,MR,medium,5,KCZtWafWV1
left,images/base/8_a.png,images/combined/8_b_x_315_y_0_z_270.png,left,1,11.2336,MR,medium,6,KCZtWafWV1
left,images/base/9_b.png,images/combined/9_a_x_315_y_0_z_90.png,left,1,8.6859,MR,medium,7,KCZtWafWV1
left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_90.png,left,1,6.5843,MR,medium,8,KCZtWafWV1
left,images/base/14_a.png,images/combined/14_b_x_45_y_0_z_270.png,left,1,6.7526,MR,medium,9,KCZtWafWV1
left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_270.png,left,1,13.5352,MR,medium,10,KCZtWafWV1
right,images/base/16_b.png,images/combined/16_b_x_315_y_0_z_90.png,left,0,16.0944,MR,medium,11,KCZtWafWV1
left,images/base/7_b.png,images/combined/7_a_x_45_y_0_z_270.png,left,1,7.5543,MR,medium,12,KCZtWafWV1
right,images/base/2_b.png,images/combined/2_b_x_45_y_0_z_90.png,left,0,13.6182,MR,medium,13,KCZtWafWV1
left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_270.png,left,1,30.8155,MR,medium,14,KCZtWafWV1
right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_270.png,left,0,10.8733,MR,medium,15,KCZtWafWV1
right,images/base/10_a.png,images/combined/10_a_x_315_y_0_z_90.png,right,1,16.7098,MR,medium,16,KCZtWafWV1
left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_270.png,left,1,4.3724,MR,hard,1,KCZtWafWV1
right,images/base/11_a.png,images/combined/11_a_x_90_y_0_z_270.png,right,1,4.1201,MR,hard,2,KCZtWafWV1
left,images/base/10_a.png,images/combined/10_b_x_90_y_0_z_270.png,left,1,4.4323,MR,hard,3,KCZtWafWV1
right,images/base/2_a.png,images/combined/2_a_x_90_y_0_z_90.png,right,1,7.2708,MR,hard,4,KCZtWafWV1
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,right,1,9.1894,MR,hard,5,KCZtWafWV1
right,images/base/5_b.png,images/combined/5_b_x_90_y_0_z_270.png,right,1,5.9663,MR,hard,6,KCZtWafWV1
right,images/base/8_a.png,images/combined/8_a_x_270_y_0_z_270.png,right,1,9.316,MR,hard,7,KCZtWafWV1
left,images/base/3_a.png,images/combined/3_b_x_270_y_0_z_270.png,left,1,18.387,MR,hard,8,KCZtWafWV1
right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_90.png,right,1,5.9261,MR,hard,9,KCZtWafWV1
right,images/base/14_a.png,images/combined/14_a_x_90_y_0_z_270.png,right,1,8.6518,MR,hard,10,KCZtWafWV1
left,images/base/1_a.png,images/combined/1_b_x_90_y_0_z_270.png,left,1,7.3174,MR,hard,11,KCZtWafWV1
right,images/base/12_b.png,images/combined/12_b_x_90_y_0_z_270.png,right,1,5.233,MR,hard,12,KCZtWafWV1
left,images/base/13_a.png,images/combined/13_b_x_270_y_0_z_270.png,left,1,4.0212,MR,hard,13,KCZtWafWV1
left,images/base/7_a.png,images/combined/7_b_x_90_y_0_z_90.png,left,1,9.7026,MR,hard,14,KCZtWafWV1
right,images/base/9_b.png,images/combined/9_b_x_270_y_0_z_270.png,left,0,9.4367,MR,hard,15,KCZtWafWV1
right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_90.png,right,1,8.4848,MR,hard,16,KCZtWafWV1
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,7.8885,MR,easy,1,n5pHkx5qnN
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_315.png,left,1,7.503,MR,easy,2,n5pHkx5qnN
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,12.3451,MR,easy,3,n5pHkx5qnN
right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_315.png,right,1,8.0124,MR,easy,4,n5pHkx5qnN
left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,right,0,10.6484,MR,easy,5,n5pHkx5qnN
right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_45.png,right,1,21.659,MR,easy,6,n5pHkx5qnN
left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_45.png,right,0,10.6179,MR,easy,7,n5pHkx5qnN
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_45.png,right,1,9.7917,MR,easy,8,n5pHkx5qnN
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,left,1,9.165,MR,easy,9,n5pHkx5qnN
left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_45.png,left,1,16.4767,MR,easy,10,n5pHkx5qnN
left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_315.png,left,1,4.9249,MR,easy,11,n5pHkx5qnN
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_45.png,left,1,9.856,MR,easy,12,n5pHkx5qnN
right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,12.6777,MR,easy,13,n5pHkx5qnN
right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_45.png,right,1,9.6121,MR,easy,14,n5pHkx5qnN
right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_45.png,right,1,7.6195,MR,easy,15,n5pHkx5qnN
right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,right,1,7.4135,MR,easy,16,n5pHkx5qnN
right,images/base/16_a.png,images/combined/16_a_x_315_y_0_z_90.png,left,0,29.1529,MR,medium,1,n5pHkx5qnN
left,images/base/12_a.png,images/combined/12_b_x_315_y_0_z_90.png,left,1,13.5497,MR,medium,2,n5pHkx5qnN
left,images/base/3_b.png,images/combined/3_a_x_315_y_0_z_270.png,left,1,5.8536,MR,medium,3,n5pHkx5qnN
left,images/base/11_a.png,images/combined/11_b_x_45_y_0_z_90.png,left,1,21.3965,MR,medium,4,n5pHkx5qnN
right,images/base/8_b.png,images/combined/8_b_x_45_y_0_z_270.png,left,0,8.2376,MR,medium,5,n5pHkx5qnN
right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_270.png,left,0,9.4326,MR,medium,6,n5pHkx5qnN
left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_270.png,left,1,5.7806,MR,medium,7,n5pHkx5qnN
left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_90.png,left,1,13.527,MR,medium,8,n5pHkx5qnN
right,images/base/14_b.png,images/combined/14_b_x_315_y_0_z_270.png,left,0,4.2901,MR,medium,9,n5pHkx5qnN
right,images/base/5_b.png,images/combined/5_b_x_315_y_0_z_270.png,left,0,3.618,MR,medium,10,n5pHkx5qnN
right,images/base/15_a.png,images/combined/15_a_x_45_y_0_z_270.png,left,0,2.9247,MR,medium,11,n5pHkx5qnN
right,images/base/10_b.png,images/combined/10_b_x_315_y_0_z_90.png,left,0,6.0609,MR,medium,12,n5pHkx5qnN
left,images/base/13_b.png,images/combined/13_a_x_315_y_0_z_270.png,left,1,2.2808,MR,medium,13,n5pHkx5qnN
right,images/base/2_a.png,images/combined/2_a_x_45_y_0_z_270.png,left,0,4.7585,MR,medium,14,n5pHkx5qnN
right,images/base/1_b.png,images/combined/1_b_x_45_y_0_z_90.png,left,0,3.8154,MR,medium,15,n5pHkx5qnN
right,images/base/4_b.png,images/combined/4_b_x_45_y_0_z_90.png,left,0,2.4593,MR,medium,16,n5pHkx5qnN
right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,right,1,11.822,MR,hard,1,n5pHkx5qnN
left,images/base/10_a.png,images/combined/10_b_x_90_y_0_z_270.png,right,0,14.7222,MR,hard,2,n5pHkx5qnN
left,images/base/15_a.png,images/combined/15_b_x_270_y_0_z_90.png,left,1,6.8485,MR,hard,3,n5pHkx5qnN
left,images/base/7_b.png,images/combined/7_a_x_90_y_0_z_270.png,right,0,11.4165,MR,hard,4,n5pHkx5qnN
right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_90.png,left,0,31.3096,MR,hard,5,n5pHkx5qnN
left,images/base/16_a.png,images/combined/16_b_x_270_y_0_z_90.png,right,0,14.7319,MR,hard,6,n5pHkx5qnN
left,images/base/4_b.png,images/combined/4_a_x_270_y_0_z_270.png,left,1,8.3349,MR,hard,7,n5pHkx5qnN
left,images/base/14_b.png,images/combined/14_a_x_270_y_0_z_270.png,left,1,33.1723,MR,hard,8,n5pHkx5qnN
left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_270.png,left,1,15.5879,MR,hard,9,n5pHkx5qnN
right,images/base/2_b.png,images/combined/2_b_x_90_y_0_z_90.png,right,1,29.8264,MR,hard,10,n5pHkx5qnN
right,images/base/9_a.png,images/combined/9_a_x_90_y_0_z_270.png,left,0,12.9407,MR,hard,11,n5pHkx5qnN
right,images/base/12_a.png,images/combined/12_a_x_90_y_0_z_270.png,left,0,17.5729,MR,hard,12,n5pHkx5qnN
right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_270.png,left,0,8.2455,MR,hard,13,n5pHkx5qnN
left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_270.png,left,1,6.0771,MR,hard,14,n5pHkx5qnN
left,images/base/5_a.png,images/combined/5_b_x_90_y_0_z_90.png,left,1,6.5291,MR,hard,15,n5pHkx5qnN
left,images/base/3_a.png,images/combined/3_b_x_270_y_0_z_270.png,left,1,6.8534,MR,hard,16,n5pHkx5qnN
left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_45.png,left,1,2.4064,MR,easy,1,wgRo2jLpXH
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,right,1,3.8393,MR,easy,2,wgRo2jLpXH
right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_45.png,right,1,2.3928,MR,easy,3,wgRo2jLpXH
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,2.7463,MR,easy,4,wgRo2jLpXH
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,2.2771,MR,easy,5,wgRo2jLpXH
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,right,0,8.8653,MR,easy,6,wgRo2jLpXH
right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_315.png,left,0,2.3475,MR,easy,7,wgRo2jLpXH
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_315.png,left,1,2.993,MR,easy,8,wgRo2jLpXH
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_315.png,right,1,4.0077,MR,easy,9,wgRo2jLpXH
left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_315.png,left,1,11.7941,MR,easy,10,wgRo2jLpXH
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_315.png,right,1,1.9619,MR,easy,11,wgRo2jLpXH
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_45.png,left,1,6.3266,MR,easy,12,wgRo2jLpXH
right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,1.8079,MR,easy,13,wgRo2jLpXH
right,images/base/14_a.png,images/combined/14_a_x_0_y_0_z_315.png,right,1,1.918,MR,easy,14,wgRo2jLpXH
left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_45.png,left,1,2.695,MR,easy,15,wgRo2jLpXH
right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_315.png,right,1,1.8954,MR,easy,16,wgRo2jLpXH
right,images/base/15_a.png,images/combined/15_a_x_315_y_0_z_270.png,right,1,14.1178,MR,medium,1,wgRo2jLpXH
right,images/base/5_b.png,images/combined/5_b_x_315_y_0_z_270.png,right,1,3.0134,MR,medium,2,wgRo2jLpXH
left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_90.png,left,1,4.8464,MR,medium,3,wgRo2jLpXH
right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_270.png,right,1,3.7539,MR,medium,4,wgRo2jLpXH
right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_90.png,right,1,4.0642,MR,medium,5,wgRo2jLpXH
right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_90.png,left,0,7.3829,MR,medium,6,wgRo2jLpXH
right,images/base/14_a.png,images/combined/14_a_x_315_y_0_z_270.png,right,1,5.2166,MR,medium,7,wgRo2jLpXH
left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_90.png,left,1,14.5388,MR,medium,8,wgRo2jLpXH
left,images/base/7_b.png,images/combined/7_a_x_45_y_0_z_270.png,left,1,6.9775,MR,medium,9,wgRo2jLpXH
right,images/base/6_a.png,images/combined/6_a_x_45_y_0_z_90.png,right,1,2.7945,MR,medium,10,wgRo2jLpXH
left,images/base/2_a.png,images/combined/2_b_x_315_y_0_z_270.png,left,1,3.0994,MR,medium,11,wgRo2jLpXH
left,images/base/8_a.png,images/combined/8_b_x_315_y_0_z_90.png,left,1,2.5703,MR,medium,12,wgRo2jLpXH
left,images/base/13_b.png,images/combined/13_a_x_315_y_0_z_90.png,left,1,3.2827,MR,medium,13,wgRo2jLpXH
left,images/base/4_b.png,images/combined/4_a_x_315_y_0_z_270.png,left,1,5.3762,MR,medium,14,wgRo2jLpXH
left,images/base/10_a.png,images/combined/10_b_x_45_y_0_z_90.png,left,1,9.0493,MR,medium,15,wgRo2jLpXH
left,images/base/1_b.png,images/combined/1_a_x_315_y_0_z_270.png,left,1,2.6513,MR,medium,16,wgRo2jLpXH
left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_270.png,left,1,8.28,MR,hard,1,wgRo2jLpXH
right,images/base/4_b.png,images/combined/4_b_x_270_y_0_z_90.png,right,1,11.9716,MR,hard,2,wgRo2jLpXH
right,images/base/10_b.png,images/combined/10_b_x_270_y_0_z_90.png,right,1,3.0855,MR,hard,3,wgRo2jLpXH
left,images/base/11_a.png,images/combined/11_b_x_90_y_0_z_90.png,right,0,17.099,MR,hard,4,wgRo2jLpXH
left,images/base/14_b.png,images/combined/14_a_x_90_y_0_z_90.png,left,1,5.5133,MR,hard,5,wgRo2jLpXH
right,images/base/6_a.png,images/combined/6_a_x_270_y_0_z_90.png,right,1,3.2344,MR,hard,6,wgRo2jLpXH
right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_270.png,right,1,5.3954,MR,hard,7,wgRo2jLpXH
left,images/base/5_b.png,images/combined/5_a_x_270_y_0_z_90.png,left,1,3.7258,MR,hard,8,wgRo2jLpXH
right,images/base/7_a.png,images/combined/7_a_x_270_y_0_z_270.png,right,1,3.9938,MR,hard,9,wgRo2jLpXH
right,images/base/1_b.png,images/combined/1_b_x_270_y_0_z_90.png,right,1,11.6402,MR,hard,10,wgRo2jLpXH
right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_270.png,right,1,4.2088,MR,hard,11,wgRo2jLpXH
right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_90.png,right,1,7.7526,MR,hard,12,wgRo2jLpXH
left,images/base/13_b.png,images/combined/13_a_x_90_y_0_z_270.png,left,1,2.5677,MR,hard,13,wgRo2jLpXH
right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,left,0,5.5079,MR,hard,14,wgRo2jLpXH
right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_90.png,right,1,3.8376,MR,hard,15,wgRo2jLpXH
left,images/base/3_b.png,images/combined/3_a_x_270_y_0_z_270.png,left,1,13.5678,MR,hard,16,wgRo2jLpXH
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_315.png,left,1,18.3,MR,easy,1,IMJ2Wgu1zI
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,4.055,MR,easy,2,IMJ2Wgu1zI
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_315.png,left,0,10.935,MR,easy,3,IMJ2Wgu1zI
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_315.png,right,1,14.699,MR,easy,4,IMJ2Wgu1zI
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_45.png,left,1,8.17,MR,easy,5,IMJ2Wgu1zI
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,3.91,MR,easy,6,IMJ2Wgu1zI
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_45.png,right,1,4.61,MR,easy,7,IMJ2Wgu1zI
left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_315.png,left,1,2.566,MR,easy,8,IMJ2Wgu1zI
left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_315.png,left,1,2.481,MR,easy,9,IMJ2Wgu1zI
