correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial,id
right,images/base/5_a.png,images/combined/5_a_x_90_y_0_z_270.png,left,0,7.8445,MR,hard,13,TFDf2hLPou
left,images/base/6_b.png,images/combined/6_a_x_270_y_0_z_90.png,left,1,7.1447,MR,hard,14,TFDf2hLPou
left,images/base/12_b.png,images/combined/12_a_x_90_y_0_z_90.png,left,1,8.4891,MR,hard,15,TFDf2hLPou
left,images/base/13_a.png,images/combined/13_b_x_270_y_0_z_270.png,right,0,7.1284,MR,hard,16,TFDf2hLPou
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_315.png,right,1,2.2743,MR,easy,1,ExbVOsMHAA
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_45.png,left,1,1.6845,MR,easy,2,ExbVOsMHAA
left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_315.png,right,0,1.601,MR,easy,3,ExbVOsMHAA
right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_45.png,right,1,1.5181,MR,easy,4,ExbVOsMHAA
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_315.png,right,1,1.7336,MR,easy,5,ExbVOsMHAA
right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_45.png,right,1,4.8292,MR,easy,6,ExbVOsMHAA
left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_45.png,right,0,5.9769,MR,easy,7,ExbVOsMHAA
right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_45.png,right,1,5.4526,MR,easy,8,ExbVOsMHAA
left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_315.png,right,0,5.648,MR,easy,9,ExbVOsMHAA
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_315.png,right,0,2.8097,MR,easy,10,ExbVOsMHAA
right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_45.png,right,1,7.2128,MR,easy,11,ExbVOsMHAA
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,5.2341,MR,easy,12,ExbVOsMHAA
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,left,0,3.6314,MR,easy,13,ExbVOsMHAA
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_315.png,right,1,3.1004,MR,easy,14,ExbVOsMHAA
left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_45.png,left,1,4.7595,MR,easy,15,ExbVOsMHAA
right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_45.png,right,1,2.3167,MR,easy,16,ExbVOsMHAA
left,images/base/13_b.png,images/combined/13_a_x_45_y_0_z_270.png,right,0,3.6916,MR,medium,1,ExbVOsMHAA
right,images/base/1_b.png,images/combined/1_b_x_45_y_0_z_270.png,right,1,6.2005,MR,medium,2,ExbVOsMHAA
left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_270.png,right,0,2.2994,MR,medium,3,ExbVOsMHAA
left,images/base/4_b.png,images/combined/4_a_x_315_y_0_z_90.png,right,0,2.8819,MR,medium,4,ExbVOsMHAA
left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_90.png,left,1,5.4824,MR,medium,5,ExbVOsMHAA
left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_270.png,right,0,2.7495,MR,medium,6,ExbVOsMHAA
right,images/base/9_b.png,images/combined/9_b_x_315_y_0_z_270.png,right,1,1.9842,MR,medium,7,ExbVOsMHAA
left,images/base/14_a.png,images/combined/14_b_x_315_y_0_z_90.png,left,1,6.28,MR,medium,8,ExbVOsMHAA
left,images/base/2_b.png,images/combined/2_a_x_45_y_0_z_270.png,right,0,1.7531,MR,medium,9,ExbVOsMHAA
left,images/base/7_b.png,images/combined/7_a_x_315_y_0_z_270.png,right,0,3.749,MR,medium,10,ExbVOsMHAA
right,images/base/10_a.png,images/combined/10_a_x_45_y_0_z_270.png,right,1,2.1771,MR,medium,11,ExbVOsMHAA
right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_90.png,right,1,2.0554,MR,medium,12,ExbVOsMHAA
right,images/base/3_b.png,images/combined/3_b_x_45_y_0_z_270.png,left,0,2.0391,MR,medium,13,ExbVOsMHAA
left,images/base/15_a.png,images/combined/15_b_x_45_y_0_z_270.png,left,1,3.1653,MR,medium,14,ExbVOsMHAA
right,images/base/5_a.png,images/combined/5_a_x_315_y_0_z_90.png,right,1,4.666,MR,medium,15,ExbVOsMHAA
right,images/base/8_a.png,images/combined/8_a_x_315_y_0_z_270.png,left,0,2.8169,MR,medium,16,ExbVOsMHAA
right,images/base/10_a.png,images/combined/10_a_x_270_y_0_z_270.png,left,0,2.0871,MR,hard,1,ExbVOsMHAA
left,images/base/9_a.png,images/combined/9_b_x_270_y_0_z_270.png,left,1,4.2698,MR,hard,2,ExbVOsMHAA
right,images/base/5_a.png,images/combined/5_a_x_270_y_0_z_90.png,right,1,4.3006,MR,hard,3,ExbVOsMHAA
right,images/base/1_a.png,images/combined/1_a_x_270_y_0_z_90.png,right,1,7.013,MR,hard,4,ExbVOsMHAA
right,images/base/12_a.png,images/combined/12_a_x_270_y_0_z_90.png,right,1,3.048,MR,hard,5,ExbVOsMHAA
left,images/base/4_a.png,images/combined/4_b_x_270_y_0_z_90.png,right,0,3.55,MR,hard,6,ExbVOsMHAA
left,images/base/3_b.png,images/combined/3_a_x_90_y_0_z_90.png,right,0,3.3684,MR,hard,7,ExbVOsMHAA
right,images/base/13_a.png,images/combined/13_a_x_270_y_0_z_90.png,right,1,5.1941,MR,hard,8,ExbVOsMHAA
right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_90.png,right,1,5.4657,MR,hard,9,ExbVOsMHAA
right,images/base/2_b.png,images/combined/2_b_x_90_y_0_z_90.png,right,1,7.7001,MR,hard,10,ExbVOsMHAA
right,images/base/7_b.png,images/combined/7_b_x_270_y_0_z_90.png,right,1,7.5702,MR,hard,11,ExbVOsMHAA
right,images/base/8_a.png,images/combined/8_a_x_90_y_0_z_270.png,left,0,10.2778,MR,hard,12,ExbVOsMHAA
right,images/base/14_b.png,images/combined/14_b_x_270_y_0_z_270.png,right,1,2.3392,MR,hard,13,ExbVOsMHAA
left,images/base/6_b.png,images/combined/6_a_x_90_y_0_z_270.png,right,0,7.9496,MR,hard,14,ExbVOsMHAA
left,images/base/15_b.png,images/combined/15_a_x_270_y_0_z_270.png,right,0,3.4832,MR,hard,15,ExbVOsMHAA
left,images/base/16_a.png,images/combined/16_b_x_90_y_0_z_270.png,left,1,5.3249,MR,hard,16,ExbVOsMHAA
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,3.158,MR,easy,1,GJzcwSPe9Z
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,3.292,MR,easy,2,GJzcwSPe9Z
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,left,0,12.535,MR,easy,3,GJzcwSPe9Z
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,4.563,MR,easy,4,GJzcwSPe9Z
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_315.png,left,1,4.884,MR,easy,5,GJzcwSPe9Z
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_45.png,left,1,6.818,MR,easy,6,GJzcwSPe9Z
right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_315.png,right,1,3.195,MR,easy,7,GJzcwSPe9Z
left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_315.png,left,1,14.597,MR,easy,8,GJzcwSPe9Z
left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_315.png,left,1,5.965,MR,easy,9,GJzcwSPe9Z
left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,5.626,MR,easy,10,GJzcwSPe9Z
left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_45.png,left,1,9.34,MR,easy,11,GJzcwSPe9Z
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,left,1,4.533,MR,easy,12,GJzcwSPe9Z
right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_315.png,right,1,2.231,MR,easy,13,GJzcwSPe9Z
right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_315.png,right,1,5.109,MR,easy,14,GJzcwSPe9Z
left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_45.png,left,1,4.785,MR,easy,15,GJzcwSPe9Z
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_315.png,left,1,5.707,MR,easy,16,GJzcwSPe9Z
right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_270.png,right,1,2.929,MR,medium,1,GJzcwSPe9Z
right,images/base/1_a.png,images/combined/1_a_x_45_y_0_z_270.png,right,1,5.907,MR,medium,2,GJzcwSPe9Z
left,images/base/14_a.png,images/combined/14_b_x_315_y_0_z_90.png,right,0,5.242,MR,medium,3,GJzcwSPe9Z
right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,7.111,MR,medium,4,GJzcwSPe9Z
right,images/base/8_b.png,images/combined/8_b_x_315_y_0_z_90.png,right,1,7.104,MR,medium,5,GJzcwSPe9Z
right,images/base/10_a.png,images/combined/10_a_x_315_y_0_z_90.png,right,1,6.714,MR,medium,6,GJzcwSPe9Z
left,images/base/6_a.png,images/combined/6_b_x_315_y_0_z_90.png,right,0,6.029,MR,medium,7,GJzcwSPe9Z
right,images/base/15_a.png,images/combined/15_a_x_45_y_0_z_270.png,right,1,10.704,MR,medium,8,GJzcwSPe9Z
right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_270.png,right,1,10.767,MR,medium,9,GJzcwSPe9Z
right,images/base/7_b.png,images/combined/7_b_x_45_y_0_z_90.png,right,1,6.142,MR,medium,10,GJzcwSPe9Z
left,images/base/3_b.png,images/combined/3_a_x_315_y_0_z_90.png,left,1,7.703,MR,medium,11,GJzcwSPe9Z
left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_90.png,left,1,8.123,MR,medium,12,GJzcwSPe9Z
right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_270.png,left,0,6.889,MR,medium,13,GJzcwSPe9Z
right,images/base/5_b.png,images/combined/5_b_x_315_y_0_z_270.png,left,0,11.534,MR,medium,14,GJzcwSPe9Z
left,images/base/2_a.png,images/combined/2_b_x_315_y_0_z_90.png,left,1,18.592,MR,medium,15,GJzcwSPe9Z
right,images/base/16_b.png,images/combined/16_b_x_315_y_0_z_270.png,right,1,4.78,MR,medium,16,GJzcwSPe9Z
right,images/base/5_a.png,images/combined/5_a_x_90_y_0_z_270.png,left,0,9.133,MR,hard,1,GJzcwSPe9Z
left,images/base/10_a.png,images/combined/10_b_x_270_y_0_z_270.png,right,0,3.786,MR,hard,2,GJzcwSPe9Z
right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,right,1,7.185,MR,hard,3,GJzcwSPe9Z
left,images/base/9_a.png,images/combined/9_b_x_270_y_0_z_90.png,left,1,10.636,MR,hard,4,GJzcwSPe9Z
left,images/base/13_b.png,images/combined/13_a_x_270_y_0_z_270.png,right,0,21.152,MR,hard,5,GJzcwSPe9Z
left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_90.png,left,1,10.505,MR,hard,6,GJzcwSPe9Z
right,images/base/7_a.png,images/combined/7_a_x_90_y_0_z_90.png,right,1,4.536,MR,hard,7,GJzcwSPe9Z
right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_90.png,right,1,8.227,MR,hard,8,GJzcwSPe9Z
right,images/base/2_a.png,images/combined/2_a_x_90_y_0_z_90.png,right,1,4.987,MR,hard,9,GJzcwSPe9Z
right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_90.png,left,0,15.057,MR,hard,10,GJzcwSPe9Z
left,images/base/16_a.png,images/combined/16_b_x_270_y_0_z_90.png,left,1,13.332,MR,hard,11,GJzcwSPe9Z
left,images/base/11_b.png,images/combined/11_a_x_270_y_0_z_270.png,left,1,6.834,MR,hard,12,GJzcwSPe9Z
left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_90.png,left,1,12.366,MR,hard,13,GJzcwSPe9Z
left,images/base/14_a.png,images/combined/14_b_x_90_y_0_z_90.png,right,0,8.071,MR,hard,14,GJzcwSPe9Z
right,images/base/3_a.png,images/combined/3_a_x_270_y_0_z_270.png,right,1,5.684,MR,hard,15,GJzcwSPe9Z
left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_90.png,left,1,2.392,MR,hard,16,GJzcwSPe9Z
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_315.png,left,0,5.1846,MR,easy,1,qJhGaTGZut
right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_45.png,right,1,7.949,MR,easy,2,qJhGaTGZut
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,9.2134,MR,easy,3,qJhGaTGZut
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_45.png,left,1,4.112699999,MR,easy,4,qJhGaTGZut
left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_315.png,right,0,3.3196,MR,easy,5,qJhGaTGZut
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_45.png,left,0,2.438199999,MR,easy,6,qJhGaTGZut
left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_315.png,right,0,3.747300001,MR,easy,7,qJhGaTGZut
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_45.png,left,1,7.0949,MR,easy,8,qJhGaTGZut
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,right,0,2.8516,MR,easy,9,qJhGaTGZut
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,right,0,2.8104,MR,easy,10,qJhGaTGZut
right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_45.png,left,0,1.823200001,MR,easy,11,qJhGaTGZut
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_45.png,left,0,3.970099998,MR,easy,12,qJhGaTGZut
left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,right,0,1.595799999,MR,easy,13,qJhGaTGZut
left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_45.png,left,1,2.2685,MR,easy,14,qJhGaTGZut
left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_45.png,right,0,7.868300001,MR,easy,15,qJhGaTGZut
left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_45.png,left,1,4.6935,MR,easy,16,qJhGaTGZut
left,images/base/7_b.png,images/combined/7_a_x_315_y_0_z_270.png,left,1,4.2325,MR,medium,1,qJhGaTGZut
left,images/base/1_b.png,images/combined/1_a_x_315_y_0_z_90.png,left,1,3.704,MR,medium,2,qJhGaTGZut
left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_90.png,right,0,5.5041,MR,medium,3,qJhGaTGZut
right,images/base/2_b.png,images/combined/2_b_x_315_y_0_z_270.png,left,0,2.4235,MR,medium,4,qJhGaTGZut
right,images/base/9_a.png,images/combined/9_a_x_315_y_0_z_270.png,left,0,2.162300001,MR,medium,5,qJhGaTGZut
right,images/base/5_b.png,images/combined/5_b_x_45_y_0_z_270.png,right,1,3.484199999,MR,medium,6,qJhGaTGZut
right,images/base/16_a.png,images/combined/16_a_x_45_y_0_z_90.png,left,0,4.8089,MR,medium,7,qJhGaTGZut
right,images/base/10_b.png,images/combined/10_b_x_315_y_0_z_270.png,left,0,2.442199999,MR,medium,8,qJhGaTGZut
left,images/base/15_a.png,images/combined/15_b_x_45_y_0_z_90.png,right,0,4.018099998,MR,medium,9,qJhGaTGZut
left,images/base/3_a.png,images/combined/3_b_x_315_y_0_z_90.png,right,0,4.7765,MR,medium,10,qJhGaTGZut
right,images/base/14_a.png,images/combined/14_a_x_45_y_0_z_270.png,left,0,3.7479,MR,medium,11,qJhGaTGZut
right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_90.png,left,0,3.2684,MR,medium,12,qJhGaTGZut
left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_90.png,right,0,2.649,MR,medium,13,qJhGaTGZut
right,images/base/13_a.png,images/combined/13_a_x_315_y_0_z_90.png,right,1,2.885,MR,medium,14,qJhGaTGZut
right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_270.png,right,1,3.390200001,MR,medium,15,qJhGaTGZut
right,images/base/8_b.png,images/combined/8_b_x_45_y_0_z_90.png,left,0,2.3279,MR,medium,16,qJhGaTGZut
right,images/base/2_b.png,images/combined/2_b_x_270_y_0_z_90.png,left,0,4.7295,MR,hard,1,qJhGaTGZut
right,images/base/1_a.png,images/combined/1_a_x_90_y_0_z_90.png,right,1,4.2195,MR,hard,2,qJhGaTGZut
right,images/base/7_b.png,images/combined/7_b_x_270_y_0_z_90.png,left,0,2.355300001,MR,hard,3,qJhGaTGZut
left,images/base/15_b.png,images/combined/15_a_x_90_y_0_z_90.png,left,1,7.078099998,MR,hard,4,qJhGaTGZut
right,images/base/13_b.png,images/combined/13_b_x_270_y_0_z_270.png,left,0,1.6889,MR,hard,5,qJhGaTGZut
left,images/base/16_a.png,images/combined/16_b_x_270_y_0_z_270.png,left,1,3.752700001,MR,hard,6,qJhGaTGZut
left,images/base/14_a.png,images/combined/14_b_x_270_y_0_z_90.png,right,0,1.953400002,MR,hard,7,qJhGaTGZut
right,images/base/5_a.png,images/combined/5_a_x_270_y_0_z_90.png,right,1,2.7215,MR,hard,8,qJhGaTGZut
right,images/base/10_a.png,images/combined/10_a_x_270_y_0_z_270.png,left,0,1.752,MR,hard,9,qJhGaTGZut
right,images/base/9_a.png,images/combined/9_a_x_90_y_0_z_270.png,left,0,3.509,MR,hard,10,qJhGaTGZut
left,images/base/3_b.png,images/combined/3_a_x_90_y_0_z_270.png,right,0,2.003300001,MR,hard,11,qJhGaTGZut
right,images/base/4_a.png,images/combined/4_a_x_90_y_0_z_90.png,right,1,2.327799999,MR,hard,12,qJhGaTGZut
right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_270.png,right,1,3.204800001,MR,hard,13,qJhGaTGZut
right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_270.png,left,0,1.8595,MR,hard,14,qJhGaTGZut
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,left,0,3.9995,MR,hard,15,qJhGaTGZut
right,images/base/8_a.png,images/combined/8_a_x_90_y_0_z_90.png,right,1,5.150700001,MR,hard,16,qJhGaTGZut
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,12.4023,MR,easy,1,dBrkfcNWsa
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_45.png,right,1,4.8278,MR,easy,2,dBrkfcNWsa
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_45.png,left,1,26.5403,MR,easy,3,dBrkfcNWsa
left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_45.png,left,1,15.246,MR,easy,4,dBrkfcNWsa
left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_45.png,left,1,16.8008,MR,easy,5,dBrkfcNWsa
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,left,1,17.0915,MR,easy,6,dBrkfcNWsa
left,images/base/8_b.png,images/combined/8_a_x_0_y_0_z_45.png,left,1,36.0736,MR,easy,7,dBrkfcNWsa
left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_315.png,left,1,16.4248,MR,easy,8,dBrkfcNWsa
left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_315.png,left,1,11.5495,MR,easy,9,dBrkfcNWsa
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_45.png,right,1,13.3682,MR,easy,10,dBrkfcNWsa
left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_45.png,left,1,108.9789,MR,easy,11,dBrkfcNWsa
left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_45.png,left,1,15.941,MR,easy,12,dBrkfcNWsa
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,left,1,9.2565,MR,easy,13,dBrkfcNWsa
right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_315.png,right,1,4.993,MR,easy,14,dBrkfcNWsa
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_45.png,left,1,10.605,MR,easy,15,dBrkfcNWsa
right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,7.3989,MR,easy,16,dBrkfcNWsa
right,images/base/16_a.png,images/combined/16_a_x_315_y_0_z_270.png,right,1,26.7985,MR,medium,1,dBrkfcNWsa
left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_270.png,right,0,14.6362,MR,medium,2,dBrkfcNWsa
right,images/base/5_b.png,images/combined/5_b_x_45_y_0_z_270.png,right,1,7.072,MR,medium,3,dBrkfcNWsa
right,images/base/6_b.png,images/combined/6_b_x_315_y_0_z_270.png,right,1,5.2587,MR,medium,4,dBrkfcNWsa
right,images/base/8_a.png,images/combined/8_a_x_45_y_0_z_90.png,right,1,8.3719,MR,medium,5,dBrkfcNWsa
right,images/base/2_b.png,images/combined/2_b_x_315_y_0_z_270.png,right,1,5.8712,MR,medium,6,dBrkfcNWsa
right,images/base/1_b.png,images/combined/1_b_x_315_y_0_z_270.png,right,1,5.8686,MR,medium,7,dBrkfcNWsa
left,images/base/12_a.png,images/combined/12_b_x_315_y_0_z_90.png,right,0,10.1462,MR,medium,8,dBrkfcNWsa
right,images/base/3_a.png,images/combined/3_a_x_45_y_0_z_270.png,right,1,5.7643,MR,medium,9,dBrkfcNWsa
right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,37.7092,MR,medium,10,dBrkfcNWsa
right,images/base/15_a.png,images/combined/15_a_x_315_y_0_z_90.png,right,1,10.1665,MR,medium,11,dBrkfcNWsa
left,images/base/11_b.png,images/combined/11_a_x_315_y_0_z_270.png,left,1,24.6521,MR,medium,12,dBrkfcNWsa
left,images/base/14_b.png,images/combined/14_a_x_315_y_0_z_270.png,left,1,18.392,MR,medium,13,dBrkfcNWsa
right,images/base/13_a.png,images/combined/13_a_x_315_y_0_z_270.png,right,1,6.7586,MR,medium,14,dBrkfcNWsa
right,images/base/7_a.png,images/combined/7_a_x_315_y_0_z_270.png,right,1,5.2278,MR,medium,15,dBrkfcNWsa
left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_270.png,left,1,49.2003,MR,medium,16,dBrkfcNWsa
right,images/base/7_a.png,images/combined/7_a_x_90_y_0_z_90.png,right,1,29.2854,MR,hard,1,dBrkfcNWsa
right,images/base/3_b.png,images/combined/3_b_x_90_y_0_z_90.png,left,0,17.6526,MR,hard,2,dBrkfcNWsa
left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,11.1586,MR,hard,3,dBrkfcNWsa
right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_270.png,right,1,8.3959,MR,hard,4,dBrkfcNWsa
left,images/base/10_a.png,images/combined/10_b_x_90_y_0_z_270.png,right,0,52.4357,MR,hard,5,dBrkfcNWsa
left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_90.png,left,1,23.2891,MR,hard,6,dBrkfcNWsa
right,images/base/8_b.png,images/combined/8_b_x_90_y_0_z_90.png,left,0,64.1802,MR,hard,7,dBrkfcNWsa
left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_270.png,right,0,36.516,MR,hard,8,dBrkfcNWsa
left,images/base/1_a.png,images/combined/1_b_x_270_y_0_z_90.png,left,1,30.1656,MR,hard,9,dBrkfcNWsa
left,images/base/11_a.png,images/combined/11_b_x_270_y_0_z_270.png,right,0,16.3737,MR,hard,10,dBrkfcNWsa
left,images/base/14_a.png,images/combined/14_b_x_90_y_0_z_90.png,right,0,14.3775,MR,hard,11,dBrkfcNWsa
left,images/base/13_b.png,images/combined/13_a_x_90_y_0_z_270.png,right,0,22.0286,MR,hard,12,dBrkfcNWsa
left,images/base/15_a.png,images/combined/15_b_x_90_y_0_z_90.png,left,1,49.3878,MR,hard,13,dBrkfcNWsa
left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_270.png,right,0,5.7551,MR,hard,14,dBrkfcNWsa
left,images/base/4_a.png,images/combined/4_b_x_270_y_0_z_90.png,left,1,7.6734,MR,hard,15,dBrkfcNWsa
right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_270.png,right,1,29.975,MR,hard,16,dBrkfcNWsa
left,images/base/12_b.png,images/combined/12_a_x_0_y_0_z_315.png,right,0,45.753,MR,easy,1,VLeNMXjDPG
left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_45.png,left,1,37.873,MR,easy,2,VLeNMXjDPG
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_315.png,right,1,13.959,MR,easy,3,VLeNMXjDPG
right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_315.png,right,1,8.605,MR,easy,4,VLeNMXjDPG
left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_315.png,left,1,41.154,MR,easy,5,VLeNMXjDPG
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_45.png,left,1,9.503,MR,easy,6,VLeNMXjDPG
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,12.46,MR,easy,7,VLeNMXjDPG
left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_45.png,right,0,7.5,MR,easy,8,VLeNMXjDPG
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_315.png,right,1,14.767,MR,easy,9,VLeNMXjDPG
left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_45.png,right,0,22.116,MR,easy,10,VLeNMXjDPG
left,images/base/15_b.png,images/combined/15_a_x_0_y_0_z_45.png,left,1,27.457,MR,easy,11,VLeNMXjDPG
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,6.39,MR,easy,12,VLeNMXjDPG
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_45.png,right,1,8.113,MR,easy,13,VLeNMXjDPG
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,15.627,MR,easy,14,VLeNMXjDPG
left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_45.png,right,0,11.007,MR,easy,15,VLeNMXjDPG
right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_45.png,right,1,6.416,MR,easy,16,VLeNMXjDPG
right,images/base/8_b.png,images/combined/8_b_x_315_y_0_z_90.png,left,0,20.763,MR,medium,1,VLeNMXjDPG
left,images/base/11_a.png,images/combined/11_b_x_315_y_0_z_90.png,left,1,18.452,MR,medium,2,VLeNMXjDPG
left,images/base/13_a.png,images/combined/13_b_x_315_y_0_z_90.png,right,0,12.686,MR,medium,3,VLeNMXjDPG
left,images/base/12_a.png,images/combined/12_b_x_315_y_0_z_270.png,right,0,52.349,MR,medium,4,VLeNMXjDPG
right,images/base/2_a.png,images/combined/2_a_x_315_y_0_z_90.png,right,1,27.836,MR,medium,5,VLeNMXjDPG
right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,11.935,MR,medium,6,VLeNMXjDPG
right,images/base/5_a.png,images/combined/5_a_x_315_y_0_z_90.png,right,1,24.42,MR,medium,7,VLeNMXjDPG
right,images/base/1_b.png,images/combined/1_b_x_45_y_0_z_90.png,right,1,16.813,MR,medium,8,VLeNMXjDPG
right,images/base/6_a.png,images/combined/6_a_x_45_y_0_z_90.png,right,1,20.37,MR,medium,9,VLeNMXjDPG
right,images/base/10_b.png,images/combined/10_b_x_45_y_0_z_270.png,right,1,6.936,MR,medium,10,VLeNMXjDPG
