trials,task,level,n,rt,acc,id,pool
3,MS,medium,5,10.592,1,5oMH7YJKDi,pool34
3,MS,hard,7,11.026,1,5oMH7YJKDi,pool34
4,MS,easy,3,5.662,1,5oMH7YJKDi,pool34
4,MS,medium,5,9.548,1,5oMH7YJKDi,pool34
4,MS,hard,7,13.323,1,5oMH7YJKDi,pool34
5,MS,easy,3,5.946,1,5oMH7YJKDi,pool34
5,MS,medium,5,9.46,1,5oMH7YJKDi,pool34
5,MS,hard,7,9.842,1,5oMH7YJKDi,pool34
6,MS,easy,3,7.078,1,5oMH7YJKDi,pool34
6,MS,medium,5,8.76,1,5oMH7YJKDi,pool34
6,MS,hard,7,13.358,1,5oMH7YJKDi,pool34
7,MS,easy,3,5.794,1,5oMH7YJKDi,pool34
7,MS,medium,5,7.994,1,5oMH7YJKDi,pool34
7,MS,hard,7,12.312,1,5oMH7YJKDi,pool34
8,MS,easy,3,5.329,1,5oMH7YJKDi,pool34
8,MS,medium,5,9.27,1,5oMH7YJKDi,pool34
8,MS,hard,7,14.508,1,5oMH7YJKDi,pool34
9,MS,easy,3,6.296,1,5oMH7YJKDi,pool34
9,MS,medium,5,8.411,1,5oMH7YJKDi,pool34
9,MS,hard,7,11.375,1,5oMH7YJKDi,pool34
10,MS,easy,3,5.346,1,5oMH7YJKDi,pool34
10,MS,medium,5,8.765,1,5oMH7YJKDi,pool34
10,MS,hard,7,9.405,1,5oMH7YJKDi,pool34
11,MS,easy,3,5.296,1,5oMH7YJKDi,pool34
11,MS,medium,5,8.693,1,5oMH7YJKDi,pool34
11,MS,hard,7,9.993,1,5oMH7YJKDi,pool34
12,MS,easy,3,6.217,1,5oMH7YJKDi,pool34
12,MS,medium,5,8.844,1,5oMH7YJKDi,pool34
12,MS,hard,7,10.909,1,5oMH7YJKDi,pool34
13,MS,easy,3,7.21,1,5oMH7YJKDi,pool34
13,MS,medium,5,7.212,1,5oMH7YJKDi,pool34
13,MS,hard,5,12.99,0.7142857142857143,5oMH7YJKDi,pool34
14,MS,easy,3,5.399,1,5oMH7YJKDi,pool34
14,MS,medium,5,7.361,1,5oMH7YJKDi,pool34
14,MS,hard,7,12.241,1,5oMH7YJKDi,pool34
15,MS,easy,3,4.978,1,5oMH7YJKDi,pool34
15,MS,medium,5,18.116,1,5oMH7YJKDi,pool34
15,MS,hard,6,12.489,0.8571428571428571,5oMH7YJKDi,pool34
16,MS,easy,3,7.753,1,5oMH7YJKDi,pool34
16,MS,medium,5,8.706,1,5oMH7YJKDi,pool34
16,MS,hard,7,12.657,1,5oMH7YJKDi,pool34
1,MS,easy,3,11.5219,1,wBsXFrRWgF,pool34
1,MS,medium,2,12.4789,0.4,wBsXFrRWgF,pool34
1,MS,hard,4,15.2964,0.5714285714285714,wBsXFrRWgF,pool34
2,MS,easy,2,10.2827,0.6666666666666666,wBsXFrRWgF,pool34
2,MS,medium,2,16.2826,0.4,wBsXFrRWgF,pool34
2,MS,hard,2,6.5653,0.2857142857142857,wBsXFrRWgF,pool34
3,MS,easy,3,8.2665,1,wBsXFrRWgF,pool34
3,MS,medium,3,14.4329,0.6,wBsXFrRWgF,pool34
3,MS,hard,4,11.2826,0.5714285714285714,wBsXFrRWgF,pool34
4,MS,easy,2,8.9999,0.6666666666666666,wBsXFrRWgF,pool34
4,MS,medium,3,12.2659,0.6,wBsXFrRWgF,pool34
4,MS,hard,1,6.116,0.14285714285714285,wBsXFrRWgF,pool34
5,MS,easy,3,11.0836,1,wBsXFrRWgF,pool34
5,MS,medium,2,12.3494,0.4,wBsXFrRWgF,pool34
5,MS,hard,4,16.004,0.5714285714285714,wBsXFrRWgF,pool34
6,MS,easy,3,8.066,1,wBsXFrRWgF,pool34
6,MS,medium,3,18.1493,0.6,wBsXFrRWgF,pool34
6,MS,hard,4,15.4362,0.5714285714285714,wBsXFrRWgF,pool34
7,MS,easy,3,9.5328,1,wBsXFrRWgF,pool34
7,MS,medium,3,8.316,0.6,wBsXFrRWgF,pool34
7,MS,hard,3,12.069,0.42857142857142855,wBsXFrRWgF,pool34
8,MS,easy,3,8.5657,1,wBsXFrRWgF,pool34
8,MS,medium,3,17.3665,0.6,wBsXFrRWgF,pool34
8,MS,hard,4,15.486,0.5714285714285714,wBsXFrRWgF,pool34
9,MS,easy,3,9.3162,1,wBsXFrRWgF,pool34
9,MS,medium,4,10.5492,0.8,wBsXFrRWgF,pool34
9,MS,hard,1,11.4029,0.14285714285714285,wBsXFrRWgF,pool34
10,MS,easy,2,9.7001,0.6666666666666666,wBsXFrRWgF,pool34
10,MS,medium,2,18.516,0.4,wBsXFrRWgF,pool34
10,MS,hard,3,11.3532,0.42857142857142855,wBsXFrRWgF,pool34
11,MS,easy,3,8.5497,1,wBsXFrRWgF,pool34
11,MS,medium,3,11.6492,0.6,wBsXFrRWgF,pool34
11,MS,hard,4,13.1319,0.5714285714285714,wBsXFrRWgF,pool34
12,MS,easy,3,10.449,1,wBsXFrRWgF,pool34
12,MS,medium,1,7.8163,0.2,wBsXFrRWgF,pool34
12,MS,hard,2,10.3491,0.2857142857142857,wBsXFrRWgF,pool34
13,MS,easy,3,9.5336,1,wBsXFrRWgF,pool34
13,MS,medium,2,11.0164,0.4,wBsXFrRWgF,pool34
13,MS,hard,4,17.8004,0.5714285714285714,wBsXFrRWgF,pool34
14,MS,easy,3,11.8668,1,wBsXFrRWgF,pool34
14,MS,medium,4,16.5164,0.8,wBsXFrRWgF,pool34
14,MS,hard,3,10.4996,0.42857142857142855,wBsXFrRWgF,pool34
15,MS,easy,3,8.9164,1,wBsXFrRWgF,pool34
15,MS,medium,4,20.6329,0.8,wBsXFrRWgF,pool34
15,MS,hard,5,15.1658,0.7142857142857143,wBsXFrRWgF,pool34
16,MS,easy,3,8.4999,1,wBsXFrRWgF,pool34
16,MS,medium,2,12.2497,0.4,wBsXFrRWgF,pool34
16,MS,hard,2,9.8028,0.2857142857142857,wBsXFrRWgF,pool34
1,MS,easy,3,11.3316,1,PkgTbVVI07,pool34
1,MS,medium,5,12.4812,1,PkgTbVVI07,pool34
1,MS,hard,5,15.9218,0.7142857142857143,PkgTbVVI07,pool34
2,MS,easy,3,9.6132,1,PkgTbVVI07,pool34
2,MS,medium,5,17.5767,1,PkgTbVVI07,pool34
2,MS,hard,4,14.3066,0.5714285714285714,PkgTbVVI07,pool34
3,MS,easy,3,6.9648,1,PkgTbVVI07,pool34
3,MS,medium,5,12.7222,1,PkgTbVVI07,pool34
3,MS,hard,6,16.5931,0.8571428571428571,PkgTbVVI07,pool34
4,MS,easy,3,5.298,1,PkgTbVVI07,pool34
4,MS,medium,4,12.8112,0.8,PkgTbVVI07,pool34
4,MS,hard,6,23.1575,0.8571428571428571,PkgTbVVI07,pool34
5,MS,easy,3,7.8466,1,PkgTbVVI07,pool34
5,MS,medium,5,17.426,1,PkgTbVVI07,pool34
5,MS,hard,5,12.2776,0.7142857142857143,PkgTbVVI07,pool34
6,MS,easy,3,8.2519,1,PkgTbVVI07,pool34
6,MS,medium,5,15.0444,1,PkgTbVVI07,pool34
6,MS,hard,6,24.0342,0.8571428571428571,PkgTbVVI07,pool34
7,MS,easy,3,8.8126,1,PkgTbVVI07,pool34
7,MS,medium,5,11.719,1,PkgTbVVI07,pool34
7,MS,hard,6,18.6865,0.8571428571428571,PkgTbVVI07,pool34
8,MS,easy,3,7.863,1,PkgTbVVI07,pool34
8,MS,medium,3,11.9463,0.6,PkgTbVVI07,pool34
8,MS,hard,5,19.8328,0.7142857142857143,PkgTbVVI07,pool34
9,MS,easy,3,16.8309,1,PkgTbVVI07,pool34
9,MS,medium,5,14.0782,1,PkgTbVVI07,pool34
9,MS,hard,4,14.1278,0.5714285714285714,PkgTbVVI07,pool34
10,MS,easy,3,8.7481,1,PkgTbVVI07,pool34
10,MS,medium,4,11.0952,0.8,PkgTbVVI07,pool34
10,MS,hard,5,13.1947,0.7142857142857143,PkgTbVVI07,pool34
11,MS,easy,3,9.8899,1,PkgTbVVI07,pool34
11,MS,medium,5,13.5783,1,PkgTbVVI07,pool34
11,MS,hard,5,17.4022,0.7142857142857143,PkgTbVVI07,pool34
12,MS,easy,3,8.5873,1,PkgTbVVI07,pool34
12,MS,medium,5,13.9282,1,PkgTbVVI07,pool34
12,MS,hard,5,16.9029,0.7142857142857143,PkgTbVVI07,pool34
13,MS,easy,3,9.748,1,PkgTbVVI07,pool34
13,MS,medium,5,20.2108,1,PkgTbVVI07,pool34
13,MS,hard,4,13.7439,0.5714285714285714,PkgTbVVI07,pool34
14,MS,easy,3,9.2219,1,PkgTbVVI07,pool34
14,MS,medium,5,15.4596,1,PkgTbVVI07,pool34
14,MS,hard,5,13.5853,0.7142857142857143,PkgTbVVI07,pool34
15,MS,easy,3,7.297,1,PkgTbVVI07,pool34
15,MS,medium,5,19.1499,1,PkgTbVVI07,pool34
15,MS,hard,3,11.3037,0.42857142857142855,PkgTbVVI07,pool34
16,MS,easy,3,7.6646,1,PkgTbVVI07,pool34
16,MS,medium,4,12.0694,0.8,PkgTbVVI07,pool34
16,MS,hard,5,13.5611,0.7142857142857143,PkgTbVVI07,pool34
1,MS,easy,3,7.8165,1,0wY7q7AFDw,pool34
1,MS,medium,5,15.9188,1,0wY7q7AFDw,pool34
1,MS,hard,6,23.8473,0.8571428571428571,0wY7q7AFDw,pool34
2,MS,easy,3,7.8367000000000004,1,0wY7q7AFDw,pool34
2,MS,medium,5,12.3344,1,0wY7q7AFDw,pool34
2,MS,hard,4,22.9661,0.5714285714285714,0wY7q7AFDw,pool34
3,MS,easy,3,9.0836,1,0wY7q7AFDw,pool34
3,MS,medium,5,16.9401,1,0wY7q7AFDw,pool34
3,MS,hard,4,12.818,0.5714285714285714,0wY7q7AFDw,pool34
4,MS,easy,3,9.0412,1,0wY7q7AFDw,pool34
4,MS,medium,5,14.3788,1,0wY7q7AFDw,pool34
4,MS,hard,1,13.6311,0.14285714285714285,0wY7q7AFDw,pool34
5,MS,easy,3,7.9881,1,0wY7q7AFDw,pool34
5,MS,medium,5,14.3514,1,0wY7q7AFDw,pool34
5,MS,hard,2,12.9108,0.2857142857142857,0wY7q7AFDw,pool34
6,MS,easy,3,8.1613,1,0wY7q7AFDw,pool34
6,MS,medium,5,14.9124,1,0wY7q7AFDw,pool34
6,MS,hard,4,130.9813,0.5714285714285714,0wY7q7AFDw,pool34
7,MS,easy,3,7.8683,1,0wY7q7AFDw,pool34
7,MS,medium,5,13.2148,1,0wY7q7AFDw,pool34
7,MS,hard,5,19.7304,0.7142857142857143,0wY7q7AFDw,pool34
8,MS,easy,3,10.3226,1,0wY7q7AFDw,pool34
8,MS,medium,4,12.87,0.8,0wY7q7AFDw,pool34
8,MS,hard,5,19.2713,0.7142857142857143,0wY7q7AFDw,pool34
9,MS,easy,3,10.5102,1,0wY7q7AFDw,pool34
9,MS,medium,5,13.4583,1,0wY7q7AFDw,pool34
9,MS,hard,3,11.1631,0.42857142857142855,0wY7q7AFDw,pool34
10,MS,easy,3,8.456,1,0wY7q7AFDw,pool34
10,MS,medium,5,15.7376,1,0wY7q7AFDw,pool34
10,MS,hard,5,12.2712,0.7142857142857143,0wY7q7AFDw,pool34
11,MS,easy,3,7.0953,1,0wY7q7AFDw,pool34
11,MS,medium,5,20.7529,1,0wY7q7AFDw,pool34
11,MS,hard,5,25.8226,0.7142857142857143,0wY7q7AFDw,pool34
12,MS,easy,3,8.9668,1,0wY7q7AFDw,pool34
12,MS,medium,5,12.5518,1,0wY7q7AFDw,pool34
12,MS,hard,3,22.7031,0.42857142857142855,0wY7q7AFDw,pool34
13,MS,easy,3,9.9359,1,0wY7q7AFDw,pool34
13,MS,medium,5,12.3881,1,0wY7q7AFDw,pool34
13,MS,hard,5,12.5775,0.7142857142857143,0wY7q7AFDw,pool34
14,MS,easy,3,9.4011,1,0wY7q7AFDw,pool34
14,MS,medium,5,13.8844,1,0wY7q7AFDw,pool34
14,MS,hard,4,14.4845,0.5714285714285714,0wY7q7AFDw,pool34
15,MS,easy,3,7.6333,1,0wY7q7AFDw,pool34
15,MS,medium,5,14.5808,1,0wY7q7AFDw,pool34
15,MS,hard,4,9.5866,0.5714285714285714,0wY7q7AFDw,pool34
16,MS,easy,3,9.963,1,0wY7q7AFDw,pool34
16,MS,medium,4,13.1402,0.8,0wY7q7AFDw,pool34
16,MS,hard,4,11.9747,0.5714285714285714,0wY7q7AFDw,pool34
1,MS,easy,3,12.9903,1,woSzLv5BIV,pool34
1,MS,medium,5,17.548,1,woSzLv5BIV,pool34
1,MS,hard,6,17.6733,0.8571428571428571,woSzLv5BIV,pool34
2,MS,easy,3,9.3831,1,woSzLv5BIV,pool34
2,MS,medium,5,14.8503,1,woSzLv5BIV,pool34
2,MS,hard,6,17.8009,0.8571428571428571,woSzLv5BIV,pool34
3,MS,easy,3,8.0332,1,woSzLv5BIV,pool34
3,MS,medium,5,17.7156,1,woSzLv5BIV,pool34
3,MS,hard,5,14.6341,0.7142857142857143,woSzLv5BIV,pool34
4,MS,easy,1,9.6997,0.3333333333333333,woSzLv5BIV,pool34
4,MS,medium,5,15.033,1,woSzLv5BIV,pool34
4,MS,hard,5,19.8836,0.7142857142857143,woSzLv5BIV,pool34
5,MS,easy,2,8.6496,0.6666666666666666,woSzLv5BIV,pool34
5,MS,medium,5,19.1992,1,woSzLv5BIV,pool34
5,MS,hard,4,19.6842,0.5714285714285714,woSzLv5BIV,pool34
6,MS,easy,2,13.5497,0.6666666666666666,woSzLv5BIV,pool34
6,MS,medium,5,13.5663,1,woSzLv5BIV,pool34
6,MS,hard,4,14.1575,0.5714285714285714,woSzLv5BIV,pool34
7,MS,easy,2,13.1999,0.6666666666666666,woSzLv5BIV,pool34
7,MS,medium,4,18.983,0.8,woSzLv5BIV,pool34
7,MS,hard,4,10.5993,0.5714285714285714,woSzLv5BIV,pool34
8,MS,easy,3,13.9331,1,woSzLv5BIV,pool34
8,MS,medium,4,12.9499,0.8,woSzLv5BIV,pool34
8,MS,hard,5,13.6161,0.7142857142857143,woSzLv5BIV,pool34
9,MS,easy,3,8.2328,1,woSzLv5BIV,pool34
9,MS,medium,5,11.099,1,woSzLv5BIV,pool34
9,MS,hard,5,15.8153,0.7142857142857143,woSzLv5BIV,pool34
10,MS,easy,3,14.1996,1,woSzLv5BIV,pool34
10,MS,medium,5,13.083,1,woSzLv5BIV,pool34
10,MS,hard,4,11.5994,0.5714285714285714,woSzLv5BIV,pool34
11,MS,easy,3,10.4826,1,woSzLv5BIV,pool34
11,MS,medium,4,19.0493,0.8,woSzLv5BIV,pool34
11,MS,hard,3,13.2496,0.42857142857142855,woSzLv5BIV,pool34
12,MS,easy,3,11.5664,1,woSzLv5BIV,pool34
12,MS,medium,5,11.7327,1,woSzLv5BIV,pool34
12,MS,hard,5,13.8998,0.7142857142857143,woSzLv5BIV,pool34
13,MS,easy,3,8.1497,1,woSzLv5BIV,pool34
13,MS,medium,5,12.3327,1,woSzLv5BIV,pool34
13,MS,hard,5,15.0494,0.7142857142857143,woSzLv5BIV,pool34
14,MS,easy,3,9.1498,1,woSzLv5BIV,pool34
14,MS,medium,4,13.4331,0.8,woSzLv5BIV,pool34
14,MS,hard,4,11.6162,0.5714285714285714,woSzLv5BIV,pool34
15,MS,easy,3,9.5164,1,woSzLv5BIV,pool34
15,MS,medium,4,13.9665,0.8,woSzLv5BIV,pool34
15,MS,hard,4,9.4667,0.5714285714285714,woSzLv5BIV,pool34
16,MS,easy,3,10.3997,1,woSzLv5BIV,pool34
16,MS,medium,3,31.1492,0.6,woSzLv5BIV,pool34
16,MS,hard,4,10.1995,0.5714285714285714,woSzLv5BIV,pool34
1,MS,easy,3,8.4051,1,O0ngZJhb9l,pool34
1,MS,medium,5,15.2193,1,O0ngZJhb9l,pool34
1,MS,hard,5,24.6931,0.7142857142857143,O0ngZJhb9l,pool34
2,MS,easy,3,6.5083,1,O0ngZJhb9l,pool34
2,MS,medium,3,27.7961,0.6,O0ngZJhb9l,pool34
2,MS,hard,5,31.895,0.7142857142857143,O0ngZJhb9l,pool34
3,MS,easy,3,7.3385,1,O0ngZJhb9l,pool34
3,MS,medium,3,27.5096,0.6,O0ngZJhb9l,pool34
3,MS,hard,5,22.8641,0.7142857142857143,O0ngZJhb9l,pool34
4,MS,easy,3,8.7276,1,O0ngZJhb9l,pool34
4,MS,medium,3,28.7121,0.6,O0ngZJhb9l,pool34
4,MS,hard,5,28.6469,0.7142857142857143,O0ngZJhb9l,pool34
5,MS,easy,3,5.8474,1,O0ngZJhb9l,pool34
5,MS,medium,2,28.6941,0.4,O0ngZJhb9l,pool34
5,MS,hard,4,25.4233,0.5714285714285714,O0ngZJhb9l,pool34
6,MS,easy,3,8.8991,1,O0ngZJhb9l,pool34
6,MS,medium,1,41.169,0.2,O0ngZJhb9l,pool34
6,MS,hard,5,26.2872,0.7142857142857143,O0ngZJhb9l,pool34
7,MS,easy,3,6.9992,1,O0ngZJhb9l,pool34
7,MS,medium,3,39.0667,0.6,O0ngZJhb9l,pool34
7,MS,hard,5,31.2204,0.7142857142857143,O0ngZJhb9l,pool34
8,MS,easy,3,6.5925,1,O0ngZJhb9l,pool34
8,MS,medium,3,30.6107,0.6,O0ngZJhb9l,pool34
8,MS,hard,5,32.8301,0.7142857142857143,O0ngZJhb9l,pool34
9,MS,easy,3,7.7963,1,O0ngZJhb9l,pool34
9,MS,medium,3,32.3557,0.6,O0ngZJhb9l,pool34
9,MS,hard,5,31.4235,0.7142857142857143,O0ngZJhb9l,pool34
10,MS,easy,3,8.0497,1,O0ngZJhb9l,pool34
10,MS,medium,4,25.4235,0.8,O0ngZJhb9l,pool34
10,MS,hard,4,22.5587,0.5714285714285714,O0ngZJhb9l,pool34
11,MS,easy,3,6.2709,1,O0ngZJhb9l,pool34
11,MS,medium,4,39.5078,0.8,O0ngZJhb9l,pool34
11,MS,hard,4,21.0837,0.5714285714285714,O0ngZJhb9l,pool34
12,MS,easy,3,6.0514,1,O0ngZJhb9l,pool34
12,MS,medium,4,27.2924,0.8,O0ngZJhb9l,pool34
12,MS,hard,5,25.2363,0.7142857142857143,O0ngZJhb9l,pool34
13,MS,easy,3,7.3056,1,O0ngZJhb9l,pool34
13,MS,medium,4,25.2033,0.8,O0ngZJhb9l,pool34
13,MS,hard,4,65.9311,0.5714285714285714,O0ngZJhb9l,pool34
14,MS,easy,3,7.6444,1,O0ngZJhb9l,pool34
14,MS,medium,4,29.4236,0.8,O0ngZJhb9l,pool34
14,MS,hard,5,19.2708,0.7142857142857143,O0ngZJhb9l,pool34
15,MS,easy,3,6.6439,1,O0ngZJhb9l,pool34
15,MS,medium,5,25.2023,1,O0ngZJhb9l,pool34
15,MS,hard,5,38.6428,0.7142857142857143,O0ngZJhb9l,pool34
16,MS,easy,3,8.3725,1,O0ngZJhb9l,pool34
16,MS,medium,4,23.6941,0.8,O0ngZJhb9l,pool34
16,MS,hard,5,28.9996,0.7142857142857143,O0ngZJhb9l,pool34
1,MS,easy,3,20.3643,1,ttxEdLIMGM,pool34
1,MS,medium,5,35.0333,1,ttxEdLIMGM,pool34
1,MS,hard,7,41.4296,1,ttxEdLIMGM,pool34
2,MS,easy,2,32.7145,0.6666666666666666,ttxEdLIMGM,pool34
2,MS,medium,5,31.4665,1,ttxEdLIMGM,pool34
2,MS,hard,7,52.2876,1,ttxEdLIMGM,pool34
3,MS,easy,3,18.5963,1,ttxEdLIMGM,pool34
3,MS,medium,5,33.6963,1,ttxEdLIMGM,pool34
3,MS,hard,6,46.0333,0.8571428571428571,ttxEdLIMGM,pool34
4,MS,easy,3,18.8655,1,ttxEdLIMGM,pool34
4,MS,medium,5,24.6345,1,ttxEdLIMGM,pool34
4,MS,hard,7,57.5175,1,ttxEdLIMGM,pool34
5,MS,easy,3,26.8088,1,ttxEdLIMGM,pool34
5,MS,medium,5,29.5147,1,ttxEdLIMGM,pool34
5,MS,hard,7,35.4224,1,ttxEdLIMGM,pool34
6,MS,easy,3,17.2636,1,ttxEdLIMGM,pool34
6,MS,medium,5,27.6194,1,ttxEdLIMGM,pool34
6,MS,hard,7,44.5226,1,ttxEdLIMGM,pool34
7,MS,easy,3,20.3812,1,ttxEdLIMGM,pool34
7,MS,medium,5,25.5351,1,ttxEdLIMGM,pool34
7,MS,hard,7,42.2757,1,ttxEdLIMGM,pool34
8,MS,easy,3,19.1148,1,ttxEdLIMGM,pool34
8,MS,medium,5,35.7127,1,ttxEdLIMGM,pool34
8,MS,hard,7,38.4872,1,ttxEdLIMGM,pool34
9,MS,easy,3,18.5995,1,ttxEdLIMGM,pool34
9,MS,medium,5,27.2146,1,ttxEdLIMGM,pool34
9,MS,hard,7,40.4519,1,ttxEdLIMGM,pool34
10,MS,easy,3,17.8032,1,ttxEdLIMGM,pool34
10,MS,medium,5,27.2087,1,ttxEdLIMGM,pool34
10,MS,hard,7,42.9061,1,ttxEdLIMGM,pool34
11,MS,easy,3,21.4961,1,ttxEdLIMGM,pool34
11,MS,medium,5,25.985,1,ttxEdLIMGM,pool34
11,MS,hard,7,38.4668,1,ttxEdLIMGM,pool34
12,MS,easy,3,20.0788,1,ttxEdLIMGM,pool34
12,MS,medium,5,28.1596,1,ttxEdLIMGM,pool34
12,MS,hard,7,46.4301,1,ttxEdLIMGM,pool34
13,MS,easy,3,21.5438,1,ttxEdLIMGM,pool34
13,MS,medium,5,24.343,1,ttxEdLIMGM,pool34
13,MS,hard,7,48.1362,1,ttxEdLIMGM,pool34
14,MS,easy,3,18.109,1,ttxEdLIMGM,pool34
14,MS,medium,5,36.8412,1,ttxEdLIMGM,pool34
14,MS,hard,7,49.5015,1,ttxEdLIMGM,pool34
15,MS,easy,3,18.2411,1,ttxEdLIMGM,pool34
15,MS,medium,5,25.416,1,ttxEdLIMGM,pool34
15,MS,hard,7,47.8017,1,ttxEdLIMGM,pool34
16,MS,easy,3,19.6097,1,ttxEdLIMGM,pool34
16,MS,medium,5,24.5034,1,ttxEdLIMGM,pool34
16,MS,hard,7,51.9682,1,ttxEdLIMGM,pool34
1,MS,easy,3,10.2318,1,pevbr5tS1I,pool34
1,MS,medium,5,14.5618,1,pevbr5tS1I,pool34
1,MS,hard,6,21.0613,0.8571428571428571,pevbr5tS1I,pool34
2,MS,easy,3,10.5154,1,pevbr5tS1I,pool34
2,MS,medium,5,17.115,1,pevbr5tS1I,pool34
2,MS,hard,5,21.4992,0.7142857142857143,pevbr5tS1I,pool34
3,MS,easy,3,9.1487,1,pevbr5tS1I,pool34
3,MS,medium,5,13.2322,1,pevbr5tS1I,pool34
3,MS,hard,4,16.5986,0.5714285714285714,pevbr5tS1I,pool34
4,MS,easy,3,10.2494,1,pevbr5tS1I,pool34
4,MS,medium,2,22.3487,0.4,pevbr5tS1I,pool34
4,MS,hard,5,18.3315,0.7142857142857143,pevbr5tS1I,pool34
5,MS,easy,3,9.5825,1,pevbr5tS1I,pool34
5,MS,medium,5,17.1489,1,pevbr5tS1I,pool34
5,MS,hard,5,16.5657,0.7142857142857143,pevbr5tS1I,pool34
6,MS,easy,3,11.2002,1,pevbr5tS1I,pool34
6,MS,medium,5,13.6321,1,pevbr5tS1I,pool34
6,MS,hard,2,12.6325,0.2857142857142857,pevbr5tS1I,pool34
7,MS,easy,3,12.3494,1,pevbr5tS1I,pool34
7,MS,medium,5,16.4653,1,pevbr5tS1I,pool34
7,MS,hard,3,12.8485,0.42857142857142855,pevbr5tS1I,pool34
8,MS,easy,3,11.5992,1,pevbr5tS1I,pool34
8,MS,medium,5,13.5069,1,pevbr5tS1I,pool34
8,MS,hard,4,12.2319,0.5714285714285714,pevbr5tS1I,pool34
9,MS,easy,2,8.4652,0.6666666666666666,pevbr5tS1I,pool34
9,MS,medium,5,12.7008,1,pevbr5tS1I,pool34
9,MS,hard,5,14.182,0.7142857142857143,pevbr5tS1I,pool34
10,MS,easy,3,8.8661,1,pevbr5tS1I,pool34
10,MS,medium,5,17.1047,1,pevbr5tS1I,pool34
10,MS,hard,2,18.4562,0.2857142857142857,pevbr5tS1I,pool34
11,MS,easy,3,11.7325,1,pevbr5tS1I,pool34
11,MS,medium,5,16.4823,1,pevbr5tS1I,pool34
11,MS,hard,4,13.9791,0.5714285714285714,pevbr5tS1I,pool34
12,MS,easy,3,10.0322,1,pevbr5tS1I,pool34
12,MS,medium,4,15.6321,0.8,pevbr5tS1I,pool34
12,MS,hard,4,12.6149,0.5714285714285714,pevbr5tS1I,pool34
13,MS,easy,3,8.0488,1,pevbr5tS1I,pool34
13,MS,medium,5,12.5656,1,pevbr5tS1I,pool34
13,MS,hard,5,16.3827,0.7142857142857143,pevbr5tS1I,pool34
14,MS,easy,2,9.8335,0.6666666666666666,pevbr5tS1I,pool34
14,MS,medium,5,12.8657,1,pevbr5tS1I,pool34
14,MS,hard,3,10.9494,0.42857142857142855,pevbr5tS1I,pool34
15,MS,easy,3,12.0495,1,pevbr5tS1I,pool34
15,MS,medium,5,13.0328,1,pevbr5tS1I,pool34
15,MS,hard,5,14.4815,0.7142857142857143,pevbr5tS1I,pool34
16,MS,easy,3,8.5829,1,pevbr5tS1I,pool34
16,MS,medium,5,14.3483,1,pevbr5tS1I,pool34
16,MS,hard,4,14.6239,0.5714285714285714,pevbr5tS1I,pool34
1,MS,easy,3,11.1654,1,zMSGYZOzxF,pool34
1,MS,medium,5,19.8575,1,zMSGYZOzxF,pool34
1,MS,hard,4,20.7234,0.5714285714285714,zMSGYZOzxF,pool34
2,MS,easy,3,10.4336,1,zMSGYZOzxF,pool34
2,MS,medium,5,19.166,1,zMSGYZOzxF,pool34
2,MS,hard,4,20.5656,0.5714285714285714,zMSGYZOzxF,pool34
3,MS,easy,3,13.166,1,zMSGYZOzxF,pool34
3,MS,medium,5,15.4978,1,zMSGYZOzxF,pool34
3,MS,hard,4,17.7314,0.5714285714285714,zMSGYZOzxF,pool34
4,MS,easy,3,11.7329,1,zMSGYZOzxF,pool34
4,MS,medium,3,12.0658,0.6,zMSGYZOzxF,pool34
4,MS,hard,4,24.299,0.5714285714285714,zMSGYZOzxF,pool34
5,MS,easy,3,12.5997,1,zMSGYZOzxF,pool34
5,MS,medium,5,18.0988,1,zMSGYZOzxF,pool34
5,MS,hard,4,16.2982,0.5714285714285714,zMSGYZOzxF,pool34
6,MS,easy,3,10.033,1,zMSGYZOzxF,pool34
6,MS,medium,5,15.3317,1,zMSGYZOzxF,pool34
6,MS,hard,5,16.4319,0.7142857142857143,zMSGYZOzxF,pool34
7,MS,easy,3,10.6323,1,zMSGYZOzxF,pool34
7,MS,medium,3,19.0318,0.6,zMSGYZOzxF,pool34
7,MS,hard,4,18.7985,0.5714285714285714,zMSGYZOzxF,pool34
8,MS,easy,3,10.6332,1,zMSGYZOzxF,pool34
8,MS,medium,4,15.9664,0.8,zMSGYZOzxF,pool34
8,MS,hard,5,20.5315,0.7142857142857143,zMSGYZOzxF,pool34
9,MS,easy,3,12.0012,1,zMSGYZOzxF,pool34
9,MS,medium,4,29.4315,0.8,zMSGYZOzxF,pool34
9,MS,hard,4,19.7667,0.5714285714285714,zMSGYZOzxF,pool34
10,MS,easy,3,12.2991,1,zMSGYZOzxF,pool34
10,MS,medium,4,25.3987,0.8,zMSGYZOzxF,pool34
10,MS,hard,4,27.6322,0.5714285714285714,zMSGYZOzxF,pool34
11,MS,easy,3,9.8685,1,zMSGYZOzxF,pool34
11,MS,medium,5,15.4992,1,zMSGYZOzxF,pool34
11,MS,hard,3,18.5338,0.42857142857142855,zMSGYZOzxF,pool34
12,MS,easy,3,10.2661,1,zMSGYZOzxF,pool34
12,MS,medium,5,14.8321,1,zMSGYZOzxF,pool34
12,MS,hard,5,28.9639,0.7142857142857143,zMSGYZOzxF,pool34
13,MS,easy,3,9.1326,1,zMSGYZOzxF,pool34
