trials,task,level,n,rt,acc,id,pool
5,MS,medium,5,21.3982,1,h3qLkF1oCE,pool34
5,MS,hard,7,31.8974,1,h3qLkF1oCE,pool34
6,MS,easy,3,9.1148,1,h3qLkF1oCE,pool34
6,MS,medium,5,20.5482,1,h3qLkF1oCE,pool34
6,MS,hard,7,41.13,1,h3qLkF1oCE,pool34
7,MS,easy,3,9.8989,1,h3qLkF1oCE,pool34
7,MS,medium,5,20.4982,1,h3qLkF1oCE,pool34
7,MS,hard,7,29.1314,1,h3qLkF1oCE,pool34
8,MS,easy,3,9.6823,1,h3qLkF1oCE,pool34
8,MS,medium,5,18.9148,1,h3qLkF1oCE,pool34
8,MS,hard,7,26.8974,1,h3qLkF1oCE,pool34
9,MS,easy,3,8.7321,1,h3qLkF1oCE,pool34
9,MS,medium,5,22.1651,1,h3qLkF1oCE,pool34
9,MS,hard,7,41.1798,1,h3qLkF1oCE,pool34
10,MS,easy,3,10.0824,1,h3qLkF1oCE,pool34
10,MS,medium,5,21.8146,1,h3qLkF1oCE,pool34
10,MS,hard,7,26.1641,1,h3qLkF1oCE,pool34
11,MS,easy,3,8.6321,1,h3qLkF1oCE,pool34
11,MS,medium,5,23.5651,1,h3qLkF1oCE,pool34
11,MS,hard,7,35.5134,1,h3qLkF1oCE,pool34
12,MS,easy,3,8.7662,1,h3qLkF1oCE,pool34
12,MS,medium,5,19.1816,1,h3qLkF1oCE,pool34
12,MS,hard,7,31.7303,1,h3qLkF1oCE,pool34
13,MS,easy,3,9.8155,1,h3qLkF1oCE,pool34
13,MS,medium,5,25.8476,1,h3qLkF1oCE,pool34
13,MS,hard,7,30.3137,1,h3qLkF1oCE,pool34
14,MS,easy,3,10.7153,1,h3qLkF1oCE,pool34
14,MS,medium,5,21.8315,1,h3qLkF1oCE,pool34
14,MS,hard,7,27.4974,1,h3qLkF1oCE,pool34
15,MS,easy,3,8.6987,1,h3qLkF1oCE,pool34
15,MS,medium,5,17.9147,1,h3qLkF1oCE,pool34
15,MS,hard,7,24.2975,1,h3qLkF1oCE,pool34
16,MS,easy,3,13.0313,1,h3qLkF1oCE,pool34
16,MS,medium,5,21.2145,1,h3qLkF1oCE,pool34
16,MS,hard,7,34.2635,1,h3qLkF1oCE,pool34
1,MS,easy,3,13.9984,1,Q479YcpCNr,pool34
1,MS,medium,5,16.4967,1,Q479YcpCNr,pool34
1,MS,hard,6,18.5594,0.8571428571428571,Q479YcpCNr,pool34
2,MS,easy,3,10.516,1,Q479YcpCNr,pool34
2,MS,medium,5,16.4992,1,Q479YcpCNr,pool34
2,MS,hard,6,18.9321,0.8571428571428571,Q479YcpCNr,pool34
3,MS,easy,3,9.416,1,Q479YcpCNr,pool34
3,MS,medium,5,15.6829,1,Q479YcpCNr,pool34
3,MS,hard,7,18.9493,1,Q479YcpCNr,pool34
4,MS,easy,3,13.9663,1,Q479YcpCNr,pool34
4,MS,medium,5,14.0328,1,Q479YcpCNr,pool34
4,MS,hard,7,18.7159,1,Q479YcpCNr,pool34
5,MS,easy,3,8.1499,1,Q479YcpCNr,pool34
5,MS,medium,5,15.3322,1,Q479YcpCNr,pool34
5,MS,hard,7,22.3169,1,Q479YcpCNr,pool34
6,MS,easy,3,10.8662,1,Q479YcpCNr,pool34
6,MS,medium,5,14.0886,1,Q479YcpCNr,pool34
6,MS,hard,6,15.4496,0.8571428571428571,Q479YcpCNr,pool34
7,MS,easy,3,9.7497,1,Q479YcpCNr,pool34
7,MS,medium,5,13.5337,1,Q479YcpCNr,pool34
7,MS,hard,5,17.6328,0.7142857142857143,Q479YcpCNr,pool34
8,MS,easy,3,9.4665,1,Q479YcpCNr,pool34
8,MS,medium,5,16.5669,1,Q479YcpCNr,pool34
8,MS,hard,3,11.0663,0.42857142857142855,Q479YcpCNr,pool34
9,MS,easy,3,7.4828,1,Q479YcpCNr,pool34
9,MS,medium,5,15.4272,1,Q479YcpCNr,pool34
9,MS,hard,5,15.6497,0.7142857142857143,Q479YcpCNr,pool34
10,MS,easy,3,8.7329,1,Q479YcpCNr,pool34
10,MS,medium,5,13.8498,1,Q479YcpCNr,pool34
10,MS,hard,6,22.8993,0.8571428571428571,Q479YcpCNr,pool34
11,MS,easy,3,9.8495,1,Q479YcpCNr,pool34
11,MS,medium,5,13.7997,1,Q479YcpCNr,pool34
11,MS,hard,6,18.6328,0.8571428571428571,Q479YcpCNr,pool34
12,MS,easy,3,8.5999,1,Q479YcpCNr,pool34
12,MS,medium,5,13.9837,1,Q479YcpCNr,pool34
12,MS,hard,6,31.0663,0.8571428571428571,Q479YcpCNr,pool34
13,MS,easy,3,9.8662,1,Q479YcpCNr,pool34
13,MS,medium,5,14.7671,1,Q479YcpCNr,pool34
13,MS,hard,5,18.5336,0.7142857142857143,Q479YcpCNr,pool34
14,MS,easy,3,10.217,1,Q479YcpCNr,pool34
14,MS,medium,5,12.767,1,Q479YcpCNr,pool34
14,MS,hard,6,26.7498,0.8571428571428571,Q479YcpCNr,pool34
15,MS,easy,3,7.6492000000000004,1,Q479YcpCNr,pool34
15,MS,medium,5,13.4831,1,Q479YcpCNr,pool34
15,MS,hard,6,17.2996,0.8571428571428571,Q479YcpCNr,pool34
16,MS,easy,3,8.7486,1,Q479YcpCNr,pool34
16,MS,medium,5,13.5169,1,Q479YcpCNr,pool34
16,MS,hard,3,20.7499,0.42857142857142855,Q479YcpCNr,pool34
1,MS,easy,3,9.647,1,vBoSbHJ7AD,pool34
1,MS,medium,5,10.864,1,vBoSbHJ7AD,pool34
1,MS,hard,5,15.88,0.7142857142857143,vBoSbHJ7AD,pool34
2,MS,easy,3,9.682,1,vBoSbHJ7AD,pool34
2,MS,medium,5,14.348,1,vBoSbHJ7AD,pool34
2,MS,hard,5,13.293,0.7142857142857143,vBoSbHJ7AD,pool34
3,MS,easy,3,11.397,1,vBoSbHJ7AD,pool34
3,MS,medium,5,9.765,1,vBoSbHJ7AD,pool34
3,MS,hard,4,14.147,0.5714285714285714,vBoSbHJ7AD,pool34
4,MS,easy,3,9.449,1,vBoSbHJ7AD,pool34
4,MS,medium,5,12.448,1,vBoSbHJ7AD,pool34
4,MS,hard,5,13.114,0.7142857142857143,vBoSbHJ7AD,pool34
5,MS,easy,3,8.199,1,vBoSbHJ7AD,pool34
5,MS,medium,4,12.933,0.8,vBoSbHJ7AD,pool34
5,MS,hard,4,12.965,0.5714285714285714,vBoSbHJ7AD,pool34
6,MS,easy,3,9.215,1,vBoSbHJ7AD,pool34
6,MS,medium,3,12.447,0.6,vBoSbHJ7AD,pool34
6,MS,hard,5,12.333,0.7142857142857143,vBoSbHJ7AD,pool34
7,MS,easy,3,7.298,1,vBoSbHJ7AD,pool34
7,MS,medium,5,11.849,1,vBoSbHJ7AD,pool34
7,MS,hard,4,8.565,0.5714285714285714,vBoSbHJ7AD,pool34
8,MS,easy,3,7.899,1,vBoSbHJ7AD,pool34
8,MS,medium,5,11.334,1,vBoSbHJ7AD,pool34
8,MS,hard,4,13.631,0.5714285714285714,vBoSbHJ7AD,pool34
9,MS,easy,3,7.181,1,vBoSbHJ7AD,pool34
9,MS,medium,4,25.53,0.8,vBoSbHJ7AD,pool34
9,MS,hard,3,15.031,0.42857142857142855,vBoSbHJ7AD,pool34
10,MS,easy,3,7.732,1,vBoSbHJ7AD,pool34
10,MS,medium,5,18.182,1,vBoSbHJ7AD,pool34
10,MS,hard,1,7.3,0.14285714285714285,vBoSbHJ7AD,pool34
11,MS,easy,3,10.249,1,vBoSbHJ7AD,pool34
11,MS,medium,4,11.866,0.8,vBoSbHJ7AD,pool34
11,MS,hard,4,12.231,0.5714285714285714,vBoSbHJ7AD,pool34
12,MS,easy,3,7.867,1,vBoSbHJ7AD,pool34
12,MS,medium,5,56.483,1,vBoSbHJ7AD,pool34
12,MS,hard,5,16.697,0.7142857142857143,vBoSbHJ7AD,pool34
13,MS,easy,3,6.548,1,vBoSbHJ7AD,pool34
13,MS,medium,5,12.465,1,vBoSbHJ7AD,pool34
13,MS,hard,5,13.764,0.7142857142857143,vBoSbHJ7AD,pool34
14,MS,easy,3,6.131,1,vBoSbHJ7AD,pool34
14,MS,medium,5,10.047,1,vBoSbHJ7AD,pool34
14,MS,hard,4,11.032,0.5714285714285714,vBoSbHJ7AD,pool34
15,MS,easy,3,8.233,1,vBoSbHJ7AD,pool34
15,MS,medium,4,17.348,0.8,vBoSbHJ7AD,pool34
15,MS,hard,5,9.698,0.7142857142857143,vBoSbHJ7AD,pool34
16,MS,easy,3,9.083,1,vBoSbHJ7AD,pool34
16,MS,medium,5,12.03,1,vBoSbHJ7AD,pool34
16,MS,hard,4,15.385,0.5714285714285714,vBoSbHJ7AD,pool34
1,MS,easy,3,19.9706,1,JIY5GSm8aI,pool34
1,MS,medium,4,63.015,0.8,JIY5GSm8aI,pool34
1,MS,hard,7,64.3569,1,JIY5GSm8aI,pool34
2,MS,easy,3,13.6485,1,JIY5GSm8aI,pool34
2,MS,medium,5,38.4319,1,JIY5GSm8aI,pool34
2,MS,hard,7,49.7369,1,JIY5GSm8aI,pool34
3,MS,easy,3,12.0795,1,JIY5GSm8aI,pool34
3,MS,medium,5,42.6895,1,JIY5GSm8aI,pool34
3,MS,hard,7,34.7532,1,JIY5GSm8aI,pool34
4,MS,easy,3,13.0491,1,JIY5GSm8aI,pool34
4,MS,medium,5,37.4437,1,JIY5GSm8aI,pool34
4,MS,hard,7,38.6647,1,JIY5GSm8aI,pool34
5,MS,easy,3,12.1621,1,JIY5GSm8aI,pool34
5,MS,medium,5,33.881100000000004,1,JIY5GSm8aI,pool34
5,MS,hard,7,43.4584,1,JIY5GSm8aI,pool34
6,MS,easy,3,14.1507,1,JIY5GSm8aI,pool34
6,MS,medium,5,36.9597,1,JIY5GSm8aI,pool34
6,MS,hard,7,38.258,1,JIY5GSm8aI,pool34
7,MS,easy,3,21.3011,1,JIY5GSm8aI,pool34
7,MS,medium,5,37.724,1,JIY5GSm8aI,pool34
7,MS,hard,7,35.4568,1,JIY5GSm8aI,pool34
8,MS,easy,3,13.8002,1,JIY5GSm8aI,pool34
8,MS,medium,5,40.9195,1,JIY5GSm8aI,pool34
8,MS,hard,7,35.4885,1,JIY5GSm8aI,pool34
9,MS,easy,3,13.0811,1,JIY5GSm8aI,pool34
9,MS,medium,5,33.2507,1,JIY5GSm8aI,pool34
9,MS,hard,7,43.2364,1,JIY5GSm8aI,pool34
10,MS,easy,3,13.9336,1,JIY5GSm8aI,pool34
10,MS,medium,5,29.3749,1,JIY5GSm8aI,pool34
10,MS,hard,7,42.9743,1,JIY5GSm8aI,pool34
11,MS,easy,3,11.3116,1,JIY5GSm8aI,pool34
11,MS,medium,5,31.2788,1,JIY5GSm8aI,pool34
11,MS,hard,7,35.651,1,JIY5GSm8aI,pool34
12,MS,easy,3,11.2928,1,JIY5GSm8aI,pool34
12,MS,medium,5,32.4263,1,JIY5GSm8aI,pool34
12,MS,hard,7,37.059,1,JIY5GSm8aI,pool34
13,MS,easy,3,11.2259,1,JIY5GSm8aI,pool34
13,MS,medium,5,29.1538,1,JIY5GSm8aI,pool34
13,MS,hard,7,34.7535,1,JIY5GSm8aI,pool34
14,MS,easy,3,13.7838,1,JIY5GSm8aI,pool34
14,MS,medium,5,39.1446,1,JIY5GSm8aI,pool34
14,MS,hard,7,40.7683,1,JIY5GSm8aI,pool34
15,MS,easy,3,12.1974,1,JIY5GSm8aI,pool34
15,MS,medium,5,40.631100000000004,1,JIY5GSm8aI,pool34
15,MS,hard,7,43.2699,1,JIY5GSm8aI,pool34
16,MS,easy,3,10.9928,1,JIY5GSm8aI,pool34
16,MS,medium,5,31.1082,1,JIY5GSm8aI,pool34
16,MS,hard,7,41.2201,1,JIY5GSm8aI,pool34
1,MS,easy,3,10.0633,1,KMzkcoEoDX,pool34
1,MS,medium,4,15.3856,0.8,KMzkcoEoDX,pool34
1,MS,hard,6,17.499,0.8571428571428571,KMzkcoEoDX,pool34
2,MS,easy,3,7.5161,1,KMzkcoEoDX,pool34
2,MS,medium,4,9.3196,0.8,KMzkcoEoDX,pool34
2,MS,hard,6,24.3655,0.8571428571428571,KMzkcoEoDX,pool34
3,MS,easy,3,7.632,1,KMzkcoEoDX,pool34
3,MS,medium,3,9.8948,0.6,KMzkcoEoDX,pool34
3,MS,hard,2,13.4827,0.2857142857142857,KMzkcoEoDX,pool34
4,MS,easy,3,7.6331,1,KMzkcoEoDX,pool34
4,MS,medium,5,16.8999,1,KMzkcoEoDX,pool34
4,MS,hard,5,16.7489,0.7142857142857143,KMzkcoEoDX,pool34
5,MS,easy,3,7.4994,1,KMzkcoEoDX,pool34
5,MS,medium,5,13.7337,1,KMzkcoEoDX,pool34
5,MS,hard,4,17.5989,0.5714285714285714,KMzkcoEoDX,pool34
6,MS,easy,3,7.9326,1,KMzkcoEoDX,pool34
6,MS,medium,4,14.4825,0.8,KMzkcoEoDX,pool34
6,MS,hard,2,12.5988,0.2857142857142857,KMzkcoEoDX,pool34
7,MS,easy,3,6.9827,1,KMzkcoEoDX,pool34
7,MS,medium,5,15.8329,1,KMzkcoEoDX,pool34
7,MS,hard,3,14.6823,0.42857142857142855,KMzkcoEoDX,pool34
8,MS,easy,3,8.4157,1,KMzkcoEoDX,pool34
8,MS,medium,3,14.8824,0.6,KMzkcoEoDX,pool34
8,MS,hard,4,13.3322,0.5714285714285714,KMzkcoEoDX,pool34
9,MS,easy,3,6.8997,1,KMzkcoEoDX,pool34
9,MS,medium,3,17.1832,0.6,KMzkcoEoDX,pool34
9,MS,hard,4,11.0993,0.5714285714285714,KMzkcoEoDX,pool34
10,MS,easy,3,12.8991,1,KMzkcoEoDX,pool34
10,MS,medium,5,14.2823,1,KMzkcoEoDX,pool34
10,MS,hard,4,27.982,0.5714285714285714,KMzkcoEoDX,pool34
11,MS,easy,3,6.7826,1,KMzkcoEoDX,pool34
11,MS,medium,5,13.3987,1,KMzkcoEoDX,pool34
11,MS,hard,2,12.6659,0.2857142857142857,KMzkcoEoDX,pool34
12,MS,easy,3,7.5325,1,KMzkcoEoDX,pool34
12,MS,medium,5,13.1992,1,KMzkcoEoDX,pool34
12,MS,hard,6,15.8654,0.8571428571428571,KMzkcoEoDX,pool34
13,MS,easy,3,6.6327,1,KMzkcoEoDX,pool34
13,MS,medium,5,14.9157,1,KMzkcoEoDX,pool34
13,MS,hard,3,12.9656,0.42857142857142855,KMzkcoEoDX,pool34
14,MS,easy,3,6.9326,1,KMzkcoEoDX,pool34
14,MS,medium,5,14.049,1,KMzkcoEoDX,pool34
14,MS,hard,4,10.0823,0.5714285714285714,KMzkcoEoDX,pool34
15,MS,easy,3,7.149,1,KMzkcoEoDX,pool34
15,MS,medium,5,15.0823,1,KMzkcoEoDX,pool34
15,MS,hard,5,14.5658,0.7142857142857143,KMzkcoEoDX,pool34
16,MS,easy,3,10.7321,1,KMzkcoEoDX,pool34
16,MS,medium,5,20.8321,1,KMzkcoEoDX,pool34
16,MS,hard,4,17.1655,0.5714285714285714,KMzkcoEoDX,pool34
1,MS,easy,3,13.2447,1,bKUxjX0i0W,pool34
1,MS,medium,4,17.3304,0.8,bKUxjX0i0W,pool34
1,MS,hard,4,14.9199,0.5714285714285714,bKUxjX0i0W,pool34
2,MS,easy,3,11.4994,1,bKUxjX0i0W,pool34
2,MS,medium,5,17.1214,1,bKUxjX0i0W,pool34
2,MS,hard,3,11.7321,0.42857142857142855,bKUxjX0i0W,pool34
3,MS,easy,3,9.2749,1,bKUxjX0i0W,pool34
3,MS,medium,4,16.1491,0.8,bKUxjX0i0W,pool34
3,MS,hard,4,14.1484,0.5714285714285714,bKUxjX0i0W,pool34
4,MS,easy,3,10.2825,1,bKUxjX0i0W,pool34
4,MS,medium,5,16.0315,1,bKUxjX0i0W,pool34
4,MS,hard,3,16.3879,0.42857142857142855,bKUxjX0i0W,pool34
5,MS,easy,3,12.7559,1,bKUxjX0i0W,pool34
5,MS,medium,4,16.5982,0.8,bKUxjX0i0W,pool34
5,MS,hard,5,16.6715,0.7142857142857143,bKUxjX0i0W,pool34
6,MS,easy,3,9.6195,1,bKUxjX0i0W,pool34
6,MS,medium,5,14.3483,1,bKUxjX0i0W,pool34
6,MS,hard,3,16.1884,0.42857142857142855,bKUxjX0i0W,pool34
7,MS,easy,3,10.2316,1,bKUxjX0i0W,pool34
7,MS,medium,5,16.4312,1,bKUxjX0i0W,pool34
7,MS,hard,5,14.1309,0.7142857142857143,bKUxjX0i0W,pool34
8,MS,easy,3,10.3066,1,bKUxjX0i0W,pool34
8,MS,medium,4,16.2215,0.8,bKUxjX0i0W,pool34
8,MS,hard,4,12.8153,0.5714285714285714,bKUxjX0i0W,pool34
9,MS,easy,3,9.3324,1,bKUxjX0i0W,pool34
9,MS,medium,4,18.0146,0.8,bKUxjX0i0W,pool34
9,MS,hard,5,14.4719,0.7142857142857143,bKUxjX0i0W,pool34
10,MS,easy,3,9.3494,1,bKUxjX0i0W,pool34
10,MS,medium,2,14.4351,0.4,bKUxjX0i0W,pool34
10,MS,hard,4,15.7046,0.5714285714285714,bKUxjX0i0W,pool34
11,MS,easy,2,9.7226,0.6666666666666666,bKUxjX0i0W,pool34
11,MS,medium,4,14.6648,0.8,bKUxjX0i0W,pool34
11,MS,hard,5,16.3817,0.7142857142857143,bKUxjX0i0W,pool34
12,MS,easy,3,13.9056,1,bKUxjX0i0W,pool34
12,MS,medium,5,15.7215,1,bKUxjX0i0W,pool34
12,MS,hard,4,17.814,0.5714285714285714,bKUxjX0i0W,pool34
13,MS,easy,3,9.6157,1,bKUxjX0i0W,pool34
13,MS,medium,5,15.9981,1,bKUxjX0i0W,pool34
13,MS,hard,5,15.5011,0.7142857142857143,bKUxjX0i0W,pool34
14,MS,easy,3,9.7321,1,bKUxjX0i0W,pool34
14,MS,medium,4,14.7816,0.8,bKUxjX0i0W,pool34
14,MS,hard,5,15.7147,0.7142857142857143,bKUxjX0i0W,pool34
15,MS,easy,3,8.8131,1,bKUxjX0i0W,pool34
15,MS,medium,4,14.1485,0.8,bKUxjX0i0W,pool34
15,MS,hard,4,15.0805,0.5714285714285714,bKUxjX0i0W,pool34
16,MS,easy,3,8.9982,1,bKUxjX0i0W,pool34
16,MS,medium,4,12.699,0.8,bKUxjX0i0W,pool34
16,MS,hard,4,12.4554,0.5714285714285714,bKUxjX0i0W,pool34
1,MS,easy,3,8.9514,1,cGANl4iQl1,pool34
1,MS,medium,4,15.8505,0.8,cGANl4iQl1,pool34
1,MS,hard,3,16.518,0.42857142857142855,cGANl4iQl1,pool34
2,MS,easy,3,7.6119,1,cGANl4iQl1,pool34
2,MS,medium,3,24.3852,0.6,cGANl4iQl1,pool34
2,MS,hard,3,13.4344,0.42857142857142855,cGANl4iQl1,pool34
3,MS,easy,3,9.0275,1,cGANl4iQl1,pool34
3,MS,medium,4,16.7598,0.8,cGANl4iQl1,pool34
3,MS,hard,5,12.2327,0.7142857142857143,cGANl4iQl1,pool34
4,MS,easy,3,7.719,1,cGANl4iQl1,pool34
4,MS,medium,5,17.9752,1,cGANl4iQl1,pool34
4,MS,hard,4,33.0122,0.5714285714285714,cGANl4iQl1,pool34
5,MS,easy,3,7.3187,1,cGANl4iQl1,pool34
5,MS,medium,4,16.373,0.8,cGANl4iQl1,pool34
5,MS,hard,3,14.7966,0.42857142857142855,cGANl4iQl1,pool34
6,MS,easy,2,11.0842,0.6666666666666666,cGANl4iQl1,pool34
6,MS,medium,5,18.4559,1,cGANl4iQl1,pool34
6,MS,hard,2,12.4863,0.2857142857142857,cGANl4iQl1,pool34
7,MS,easy,2,8.4266,0.6666666666666666,cGANl4iQl1,pool34
7,MS,medium,4,16.9868,0.8,cGANl4iQl1,pool34
7,MS,hard,3,9.0274,0.42857142857142855,cGANl4iQl1,pool34
8,MS,easy,3,8.5735,1,cGANl4iQl1,pool34
8,MS,medium,5,19.5509,1,cGANl4iQl1,pool34
8,MS,hard,2,9.2812,0.2857142857142857,cGANl4iQl1,pool34
9,MS,easy,3,11.0173,1,cGANl4iQl1,pool34
9,MS,medium,4,23.2637,0.8,cGANl4iQl1,pool34
9,MS,hard,2,15.4109,0.2857142857142857,cGANl4iQl1,pool34
10,MS,easy,3,8.3331,1,cGANl4iQl1,pool34
10,MS,medium,5,14.4228,1,cGANl4iQl1,pool34
10,MS,hard,4,10.8036,0.5714285714285714,cGANl4iQl1,pool34
11,MS,easy,2,9.3214,0.6666666666666666,cGANl4iQl1,pool34
11,MS,medium,5,12.6465,1,cGANl4iQl1,pool34
11,MS,hard,4,18.536,0.5714285714285714,cGANl4iQl1,pool34
12,MS,easy,3,7.572,1,cGANl4iQl1,pool34
12,MS,medium,5,21.0601,1,cGANl4iQl1,pool34
12,MS,hard,3,11.6182,0.42857142857142855,cGANl4iQl1,pool34
13,MS,easy,3,9.2013,1,cGANl4iQl1,pool34
13,MS,medium,0,20.0718,0,cGANl4iQl1,pool34
13,MS,hard,2,6.1695,0.2857142857142857,cGANl4iQl1,pool34
14,MS,easy,3,10.4966,1,cGANl4iQl1,pool34
14,MS,medium,4,16.4392,0.8,cGANl4iQl1,pool34
14,MS,hard,4,9.8422,0.5714285714285714,cGANl4iQl1,pool34
15,MS,easy,3,9.388,1,cGANl4iQl1,pool34
15,MS,medium,5,16.0253,1,cGANl4iQl1,pool34
15,MS,hard,3,16.653,0.42857142857142855,cGANl4iQl1,pool34
16,MS,easy,3,8.4801,1,cGANl4iQl1,pool34
16,MS,medium,4,14.5296,0.8,cGANl4iQl1,pool34
16,MS,hard,4,13.9953,0.5714285714285714,cGANl4iQl1,pool34
1,MS,easy,3,10.87,1,jDL2pqqoXv,pool34
1,MS,medium,1,9.703,0.2,jDL2pqqoXv,pool34
1,MS,hard,5,30.967,0.7142857142857143,jDL2pqqoXv,pool34
2,MS,easy,3,19.623,1,jDL2pqqoXv,pool34
2,MS,medium,5,25.025,1,jDL2pqqoXv,pool34
2,MS,hard,7,35.361,1,jDL2pqqoXv,pool34
3,MS,easy,3,16.771,1,jDL2pqqoXv,pool34
3,MS,medium,5,21.424,1,jDL2pqqoXv,pool34
3,MS,hard,5,29.909,0.7142857142857143,jDL2pqqoXv,pool34
4,MS,easy,3,11.637,1,jDL2pqqoXv,pool34
4,MS,medium,5,27.041,1,jDL2pqqoXv,pool34
4,MS,hard,7,36.347,1,jDL2pqqoXv,pool34
5,MS,easy,3,11.636,1,jDL2pqqoXv,pool34
5,MS,medium,5,19.959,1,jDL2pqqoXv,pool34
5,MS,hard,7,36.729,1,jDL2pqqoXv,pool34
6,MS,easy,3,12.054,1,jDL2pqqoXv,pool34
6,MS,medium,5,24.642,1,jDL2pqqoXv,pool34
6,MS,hard,4,25.325,0.5714285714285714,jDL2pqqoXv,pool34
7,MS,easy,3,12.021,1,jDL2pqqoXv,pool34
7,MS,medium,5,28.716,1,jDL2pqqoXv,pool34
7,MS,hard,7,36.431,1,jDL2pqqoXv,pool34
8,MS,easy,3,10.637,1,jDL2pqqoXv,pool34
8,MS,medium,5,23.393,1,jDL2pqqoXv,pool34
8,MS,hard,7,31.844,1,jDL2pqqoXv,pool34
9,MS,easy,3,11.403,1,jDL2pqqoXv,pool34
9,MS,medium,4,28.408,0.8,jDL2pqqoXv,pool34
9,MS,hard,6,35.46,0.8571428571428571,jDL2pqqoXv,pool34
10,MS,easy,3,11.43,1,jDL2pqqoXv,pool34
10,MS,medium,5,25.676,1,jDL2pqqoXv,pool34
10,MS,hard,7,34.394,1,jDL2pqqoXv,pool34
11,MS,easy,3,11.222,1,jDL2pqqoXv,pool34
11,MS,medium,5,19.541,1,jDL2pqqoXv,pool34
11,MS,hard,7,36.227,1,jDL2pqqoXv,pool34
12,MS,easy,2,23.308,0.6666666666666666,jDL2pqqoXv,pool34
12,MS,medium,5,32.31,1,jDL2pqqoXv,pool34
12,MS,hard,7,31.227,1,jDL2pqqoXv,pool34
13,MS,easy,3,17.022,1,jDL2pqqoXv,pool34
13,MS,medium,5,34.375,1,jDL2pqqoXv,pool34
13,MS,hard,7,36.994,1,jDL2pqqoXv,pool34
14,MS,easy,3,9.803,1,jDL2pqqoXv,pool34
14,MS,medium,5,26.807,1,jDL2pqqoXv,pool34
14,MS,hard,7,37.662,1,jDL2pqqoXv,pool34
15,MS,easy,2,10.569,0.6666666666666666,jDL2pqqoXv,pool34
15,MS,medium,5,26.059,1,jDL2pqqoXv,pool34
15,MS,hard,7,35.077,1,jDL2pqqoXv,pool34
16,MS,easy,2,16.572,0.6666666666666666,jDL2pqqoXv,pool34
16,MS,medium,5,28.642,1,jDL2pqqoXv,pool34
16,MS,hard,7,32.196,1,jDL2pqqoXv,pool34
1,MS,easy,2,18.4897,0.6666666666666666,HV4ueBgaoL,pool34
1,MS,medium,3,14.2785,0.6,HV4ueBgaoL,pool34
1,MS,hard,3,12.4278,0.42857142857142855,HV4ueBgaoL,pool34
2,MS,easy,2,9.7759,0.6666666666666666,HV4ueBgaoL,pool34
2,MS,medium,2,10.9269,0.4,HV4ueBgaoL,pool34
2,MS,hard,7,41.2486,1,HV4ueBgaoL,pool34
3,MS,easy,3,10.709,1,HV4ueBgaoL,pool34
3,MS,medium,2,6.4242,0.4,HV4ueBgaoL,pool34
3,MS,hard,7,41.998,1,HV4ueBgaoL,pool34
4,MS,easy,3,9.3824,1,HV4ueBgaoL,pool34
4,MS,medium,3,10.9466,0.6,HV4ueBgaoL,pool34
4,MS,hard,7,42.8151,1,HV4ueBgaoL,pool34
5,MS,easy,3,7.0331,1,HV4ueBgaoL,pool34
5,MS,medium,3,12.5246,0.6,HV4ueBgaoL,pool34
5,MS,hard,6,26.796,0.8571428571428571,HV4ueBgaoL,pool34
6,MS,easy,3,17.9546,1,HV4ueBgaoL,pool34
6,MS,medium,3,13.0517,0.6,HV4ueBgaoL,pool34
6,MS,hard,2,14.3653,0.2857142857142857,HV4ueBgaoL,pool34
7,MS,easy,3,11.3428,1,HV4ueBgaoL,pool34
7,MS,medium,3,11.8361,0.6,HV4ueBgaoL,pool34
7,MS,hard,7,30.4221,1,HV4ueBgaoL,pool34
8,MS,easy,3,7.4869,1,HV4ueBgaoL,pool34
8,MS,medium,3,15.1721,0.6,HV4ueBgaoL,pool34
8,MS,hard,7,36.3275,1,HV4ueBgaoL,pool34
9,MS,easy,3,9.3889,1,HV4ueBgaoL,pool34
9,MS,medium,4,15.8555,0.8,HV4ueBgaoL,pool34
9,MS,hard,2,21.8613,0.2857142857142857,HV4ueBgaoL,pool34
10,MS,easy,3,10.8568,1,HV4ueBgaoL,pool34
10,MS,medium,4,15.9585,0.8,HV4ueBgaoL,pool34
10,MS,hard,7,34.4013,1,HV4ueBgaoL,pool34
11,MS,easy,3,9.4834,1,HV4ueBgaoL,pool34
11,MS,medium,2,9.5883,0.4,HV4ueBgaoL,pool34
11,MS,hard,7,27.0766,1,HV4ueBgaoL,pool34
12,MS,easy,3,8.7584,1,HV4ueBgaoL,pool34
12,MS,medium,4,12.3333,0.8,HV4ueBgaoL,pool34
12,MS,hard,6,33.5915,0.8571428571428571,HV4ueBgaoL,pool34
13,MS,easy,3,9.9743,1,HV4ueBgaoL,pool34
13,MS,medium,4,10.1536,0.8,HV4ueBgaoL,pool34
13,MS,hard,7,40.4336,1,HV4ueBgaoL,pool34
14,MS,easy,3,7.7013,1,HV4ueBgaoL,pool34
14,MS,medium,4,13.1255,0.8,HV4ueBgaoL,pool34
14,MS,hard,7,33.9585,1,HV4ueBgaoL,pool34
15,MS,easy,3,8.898,1,HV4ueBgaoL,pool34
15,MS,medium,4,11.0067,0.8,HV4ueBgaoL,pool34
15,MS,hard,7,31.0313,1,HV4ueBgaoL,pool34
16,MS,easy,3,10.5132,1,HV4ueBgaoL,pool34
16,MS,medium,4,10.7484,0.8,HV4ueBgaoL,pool34
